RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,Year
14,Dwyane WadeMIA,G,14,33.8,21.4,8.5,18.1,46.8,0.9,1.6,52.2,3.6,4.6,78.1,5.6,4.3,0.8,0.9,2.7,1,0,2016
15,DeMar DeRozanTOR,SF,20,37.3,20.9,7.9,19.9,39.4,0.2,1.3,15.4,5.0,6.2,81.3,4.2,2.7,1.1,0.2,2.3,0,0,2016
16,CJ McCollumPOR,SG,11,40.2,20.5,7.6,17.9,42.6,1.8,5.3,34.5,3.4,4.2,80.4,3.6,3.3,0.9,0.5,1.8,0,0,2016
17,Dirk NowitzkiDAL,F,5,34.0,20.4,8.2,16.6,49.4,0.8,2.2,36.4,3.2,3.4,94.1,4.8,1.6,0.4,0.6,1.4,0,0,2016
18,Kyle LowryTOR,PG,20,38.3,19.1,6.6,16.5,39.7,2.1,6.9,30.4,3.9,5.2,75.0,4.7,6.0,1.6,0.2,3.2,2,0,2016
-,Avery BradleyBOS,PG,1,33.0,18.0,7.0,16.0,43.8,1.0,7.0,14.3,3.0,3.0,100.0,3.0,1.0,1.0,1.0,1.0,0,0,2016
-,Marcus Morris Sr.DET,SF,4,36.0,17.8,5.5,11.8,46.8,1.8,4.5,38.9,5.0,5.8,87.0,3.3,2.5,0.5,0.0,1.3,0,0,2016
19,Jamal CrawfordLAC,G,6,33.2,17.3,6.5,17.2,37.9,0.7,3.5,19.0,3.7,4.2,88.0,2.2,2.2,1.7,0.0,1.5,0,0,2016
-,Andre DrummondDET,C,4,32.8,16.8,7.0,13.5,51.9,0.0,0.3,0.0,2.8,8.5,32.4,9.0,0.0,0.3,1.5,1.0,2,0,2016
20,Paul MillsapATL,PF,10,36.5,16.7,5.9,13.7,43.1,0.8,3.3,24.2,4.1,5.5,74.5,9.4,2.7,1.3,2.3,2.6,3,0,2016
21,Goran DragicMIA,PG,14,33.7,16.5,6.5,14.7,44.2,1.1,3.3,34.8,2.4,3.1,76.7,4.9,3.9,0.4,0.2,2.2,0,0,2016
22,Draymond GreenGS,PF,23,38.2,15.4,5.2,12.0,43.1,1.7,4.5,36.5,3.4,4.7,73.8,9.9,6.0,1.6,1.8,2.4,9,1,2016
-,Kentavious Caldwell-PopeDET,SG,4,40.3,15.3,5.5,12.5,44.0,3.0,6.8,44.4,1.3,1.8,71.4,4.3,2.8,1.8,0.3,0.5,0,0,2016
-,Raymond FeltonDAL,G,5,34.4,15.0,6.4,13.8,46.4,0.8,2.8,28.6,1.4,2.2,63.6,4.6,4.6,1.2,0.0,2.4,2,0,2016
-,Blake GriffinLAC,PF,4,31.8,15.0,5.0,13.3,37.7,0.3,0.5,50.0,4.8,6.3,76.0,8.8,4.0,0.8,0.5,2.3,1,0,2016
23,Kevin LoveCLE,PF,20,30.7,14.7,4.6,12.0,38.5,2.3,5.6,41.4,3.2,3.8,84.0,8.8,2.1,0.5,0.4,1.4,10,0,2016
24,Al-Farouq AminuPOR,SF,11,33.8,14.6,5.1,11.6,43.8,2.5,6.4,40.0,1.9,2.6,72.4,8.6,1.8,0.7,0.9,1.9,4,0,2016
25,Jeff TeagueATL,PG,10,27.9,14.5,4.6,12.1,38.0,0.9,3.6,25.0,4.4,5.2,84.6,1.9,6.1,0.6,0.2,2.5,2,0,2016
-,Tobias HarrisDET,PF,4,39.0,14.5,5.3,11.5,45.7,1.0,3.0,33.3,3.0,3.3,92.3,9.5,3.0,0.8,0.8,1.5,1,0,2016
-,Reggie JacksonDET,PG,4,36.8,14.3,6.3,13.8,45.5,0.8,4.5,16.7,1.0,1.0,100.0,3.3,9.3,1.5,0.5,2.5,2,0,2016
26,Jonas ValanciunasTOR,C,12,26.8,13.8,5.7,10.0,56.7,0.0,0.0,0.0,2.4,3.3,74.4,10.8,0.9,0.8,1.2,1.5,6,0,2016
-,George HillIND,PG,7,33.6,13.6,4.6,8.1,56.1,1.9,3.9,48.1,2.6,3.1,81.8,2.7,2.1,0.9,0.1,1.1,0,0,2016
-,JJ RedickLAC,SG,6,27.7,13.5,5.7,13.2,43.0,1.8,5.2,35.5,0.3,0.5,66.7,2.0,0.8,0.2,0.2,0.8,0,0,2016
27,Al HorfordATL,C,10,32.7,13.4,5.4,11.6,46.6,1.1,2.8,39.3,1.5,1.6,93.8,6.5,3.1,1.2,2.4,1.7,1,0,2016
-,Al JeffersonCHA,C,7,24.0,13.3,6.0,11.9,50.6,0.0,0.0,0.0,1.3,1.9,69.2,6.1,1.1,0.6,0.4,0.9,0,0,2016
28,Luol DengMIA,F,14,35.4,13.3,4.6,9.9,47.1,1.7,4.1,42.1,2.3,2.7,84.2,5.9,1.6,0.9,0.6,1.6,0,0,2016
-,Dwight HowardHOU,C,5,36.0,13.2,5.2,9.6,54.2,0.0,0.2,0.0,2.8,7.6,36.8,14.0,1.6,0.8,1.4,2.4,4,0,2016
-,Evan TurnerBOS,G,6,35.7,13.2,5.2,14.2,36.5,0.5,2.3,21.4,2.3,3.0,77.8,5.7,4.5,1.3,1.0,2.8,0,0,2016
-,Zach RandolphMEM,F,4,30.0,13.0,5.8,15.5,37.1,0.0,0.0,0.0,1.5,1.8,85.7,8.8,1.8,0.3,0.0,1.8,2,0,2016
-,Wesley MatthewsDAL,SG,5,34.6,13.0,4.0,12.0,33.3,2.0,7.0,28.6,3.0,3.8,78.9,3.6,1.2,1.2,0.0,0.8,0,0,2016
-,Lance StephensonMEM,G,4,23.8,13.0,5.8,11.0,52.3,0.5,1.3,40.0,1.0,1.3,80.0,1.5,1.8,0.3,0.0,0.8,0,0,2016
-,Jeremy LinCHA,G,7,27.0,12.4,3.7,9.0,41.3,0.4,2.0,21.4,4.6,5.6,82.1,2.3,2.6,0.7,0.0,1.6,0,0,2016
29,Joe JohnsonMIA,G,14,35.1,12.1,4.9,11.3,43.0,0.9,3.3,28.3,1.5,1.7,87.5,4.7,2.5,0.6,0.2,1.3,0,0,2016
30,Serge IbakaOKC,F,18,33.4,12.0,4.7,9.1,52.1,1.7,3.8,44.9,0.8,1.1,75.0,6.3,0.6,0.8,1.3,0.5,1,0,2016
30,Hassan WhitesideMIA,C,10,29.1,12.0,4.7,6.9,68.1,0.0,0.0,0.0,2.6,4.4,59.1,10.9,0.3,0.8,2.8,1.3,6,0,2016
-,Marcus SmartBOS,PG,6,32.2,12.0,3.7,10.0,36.7,1.8,5.3,34.4,2.8,3.5,81.0,4.5,3.0,1.7,0.8,2.5,0,0,2016
1,Russell WestbrookOKC,PG,5,38.8,37.4,11.8,30.4,38.8,2.6,9.8,26.5,11.2,14.0,80.0,11.6,10.8,2.4,0.4,6.0,5,3,2017
2,LeBron JamesCLE,SF,18,41.3,32.8,12.1,21.3,56.5,2.4,5.9,41.1,6.3,9.0,69.8,9.1,7.8,1.9,1.3,4.0,10,3,2017
3,Kevin DurantGS,PF,15,35.5,28.5,9.9,17.9,55.6,2.5,5.7,44.2,6.1,6.9,89.3,7.9,4.3,0.8,1.3,2.5,6,0,2017
4,James HardenHOU,SG,11,37.0,28.5,8.2,19.8,41.3,2.9,10.5,27.8,9.2,10.5,87.8,5.5,8.5,1.9,0.5,5.4,4,1,2017
5,Stephen CurryGS,PG,17,35.4,28.1,8.9,18.4,48.4,4.2,10.1,41.9,6.1,6.7,90.4,6.2,6.7,2.0,0.2,3.4,5,1,2017
6,Paul GeorgeIND,SG,4,43.0,28.0,8.5,22.0,38.6,4.5,10.5,42.9,6.5,7.5,86.7,8.8,7.3,1.8,0.5,3.3,1,0,2017
7,Damian LillardPOR,PG,4,37.8,27.8,9.8,22.5,43.3,2.3,8.0,28.1,6.0,6.3,96.0,4.5,3.3,1.3,0.5,3.3,0,0,2017
8,Kawhi LeonardSA,SF,12,35.8,27.7,8.8,16.8,52.5,2.1,4.6,45.5,7.9,8.5,93.1,7.8,4.6,1.7,0.5,2.2,4,0,2017
9,John WallWSH,PG,13,39.0,27.2,9.8,21.6,45.2,1.6,4.7,34.4,6.0,7.2,83.9,3.7,10.3,1.7,1.2,4.2,7,0,2017
10,Kyrie IrvingCLE,PG,18,36.3,25.9,9.6,20.6,46.8,2.4,6.6,37.3,4.2,4.7,90.5,2.8,5.3,1.3,0.4,2.7,2,0,2017
11,Chris PaulLAC,PG,7,37.1,25.3,9.6,19.3,49.6,2.0,5.4,36.8,4.1,4.7,87.9,5.0,9.9,1.7,0.1,2.7,4,0,2017
12,Bradley BealWSH,SG,13,38.8,24.8,9.4,19.9,47.1,2.2,7.8,28.7,3.8,4.7,82.0,3.4,2.7,1.6,0.6,2.1,0,0,2017
13,Giannis AntetokounmpoMIL,PF,6,40.5,24.8,10.0,18.7,53.6,0.7,1.7,40.0,4.2,7.7,54.3,9.5,4.0,2.2,1.7,3.3,1,0,2017
14,Mike ConleyMEM,PG,6,37.3,24.7,8.3,17.2,48.5,2.8,6.3,44.7,5.2,6.2,83.8,3.3,7.0,1.7,0.5,2.0,0,0,2017
14,Dennis SchroderATL,PG,6,35.2,24.7,8.3,18.3,45.5,2.8,6.7,42.5,5.2,6.2,83.8,2.3,7.7,1.0,0.0,1.7,2,0,2017
16,Paul MillsapATL,PF,6,36.5,24.3,8.3,16.5,50.5,0.5,2.8,17.6,7.2,8.8,81.1,9.3,4.3,1.7,0.7,3.8,4,0,2017
17,Gordon HaywardUTAH,SF,11,37.4,24.1,7.5,17.1,44.1,2.5,6.2,41.2,6.5,6.9,93.4,6.1,3.4,0.9,0.3,2.2,1,0,2017
18,Isaiah ThomasBOS,G,15,34.7,23.3,7.4,17.4,42.5,2.4,7.2,33.3,6.1,7.4,82.0,3.1,6.7,0.9,0.1,3.3,2,0,2017
19,Jimmy ButlerCHI,SF,6,39.8,22.7,7.7,18.0,42.6,1.0,3.8,26.1,6.3,7.8,80.9,7.3,4.3,1.7,0.8,2.5,0,0,2017
-,CJ McCollumPOR,SG,4,35.0,22.5,8.0,20.0,40.0,2.8,5.5,50.0,3.8,4.0,93.8,6.0,1.0,1.0,0.5,3.8,0,0,2017
20,DeMar DeRozanTOR,SF,10,37.3,22.4,7.6,17.5,43.4,0.1,1.5,6.7,7.1,8.0,88.8,4.9,3.4,1.4,0.0,2.5,0,0,2017
-,Blake GriffinLAC,PF,3,33.0,20.3,8.3,17.0,49.0,1.3,2.0,66.7,2.3,2.3,100.0,6.0,2.3,0.7,0.3,2.0,0,0,2017
21,Marc GasolMEM,C,6,40.0,19.3,6.5,13.8,47.0,1.2,2.0,58.3,5.2,5.5,93.9,6.5,4.2,0.3,0.7,2.5,1,0,2017
-,Jeff TeagueIND,PG,4,35.5,17.0,5.5,11.3,48.9,2.3,4.3,52.9,3.8,4.5,83.3,3.3,6.3,1.0,0.8,2.0,1,0,2017
22,Kevin LoveCLE,PF,18,32.1,16.8,5.3,12.1,43.6,2.8,6.2,45.0,3.5,4.2,84.0,10.6,1.7,1.2,0.9,1.7,8,0,2017
23,Avery BradleyBOS,PG,18,35.8,16.7,6.7,15.1,44.1,2.2,6.3,35.1,1.2,1.5,77.8,3.9,2.3,1.3,0.2,1.7,0,0,2017
24,LaMarcus AldridgeSA,C,16,33.6,16.5,6.9,15.0,45.8,0.1,0.9,14.3,2.6,3.4,76.4,7.4,1.5,0.6,1.0,1.8,4,0,2017
-,Lance StephensonIND,G,4,26.8,16.0,6.8,13.3,50.9,1.8,4.5,38.9,0.8,1.0,75.0,5.3,2.8,0.5,0.0,1.0,0,0,2017
25,Tony ParkerSA,G,8,26.4,15.9,6.4,12.1,52.6,1.4,2.4,57.9,1.8,1.8,100.0,2.5,3.1,0.5,0.0,1.5,0,0,2017
26,Kyle LowryTOR,PG,8,37.5,15.8,5.4,11.6,46.2,1.6,4.8,34.2,3.4,4.1,81.8,3.1,5.9,1.5,0.5,2.1,2,0,2017
27,George HillUTAH,PG,8,35.1,15.6,5.8,12.3,46.9,1.5,3.9,38.7,2.6,3.6,72.4,4.1,3.6,0.3,0.1,1.6,0,0,2017
28,DeAndre JordanLAC,C,7,37.7,15.4,6.1,8.7,70.5,0.0,0.1,0.0,3.1,8.0,39.3,14.4,0.7,0.4,0.9,2.4,7,0,2017
29,Al HorfordBOS,C,18,33.9,15.1,6.2,10.6,58.4,1.5,2.9,51.9,1.2,1.6,75.9,6.6,5.4,0.8,0.8,1.8,3,0,2017
-,Dwyane WadeCHI,G,6,31.7,15.0,5.3,14.3,37.2,1.0,2.8,35.3,3.3,3.5,95.2,5.0,4.0,0.8,1.3,1.7,1,0,2017
30,Klay ThompsonGS,SG,17,35.1,15.0,5.5,13.9,39.7,2.4,6.2,38.7,1.5,1.9,78.8,3.9,2.1,0.8,0.3,1.4,0,0,2017
-,Khris MiddletonMIL,SF,6,38.5,14.5,5.2,13.0,39.7,1.2,3.2,36.8,3.0,3.7,81.8,4.7,5.3,2.0,0.0,1.8,1,0,2017
31,Serge IbakaTOR,F,10,30.7,14.3,6.0,13.0,46.2,1.2,3.8,31.6,1.1,1.3,84.6,6.5,1.4,0.4,1.7,1.1,1,0,2017
32,Jae CrowderBOS,PF,18,33.1,13.6,4.8,11.1,43.5,1.7,4.9,35.2,2.2,2.7,83.3,6.4,2.7,1.1,0.3,0.7,1,0,2017
-,Zach RandolphMEM,F,6,31.8,13.2,5.8,13.8,42.2,0.2,1.2,14.3,1.3,1.8,72.7,8.2,0.7,0.8,0.3,1.2,3,0,2017
-,Greg MonroeMIL,C,6,23.5,13.2,4.5,8.5,52.9,0.0,0.0,0.0,4.2,5.0,83.3,7.3,1.7,1.3,0.5,1.8,1,0,2017
33,Draymond GreenGS,PF,17,34.9,13.1,4.2,9.5,44.7,1.9,4.6,41.0,2.7,3.9,68.7,9.1,6.5,1.8,1.6,2.1,5,1,2017
34,Joe JohnsonUTAH,G,11,29.6,12.9,5.3,12.1,43.6,1.4,4.1,33.3,1.0,1.4,73.3,3.9,2.5,0.5,0.1,1.2,0,0,2017
34,Eric GordonHOU,SG,11,32.5,12.9,4.6,11.0,42.1,2.5,6.4,38.6,1.2,1.6,72.2,3.9,2.0,0.7,0.5,1.3,0,0,2017
-,Tim Hardaway Jr.ATL,SF,6,33.3,12.8,4.5,13.7,32.9,1.8,7.0,26.2,2.0,3.2,63.2,2.7,1.2,0.5,0.0,1.7,0,0,2017
-,Robin LopezCHI,C,6,27.0,12.7,5.7,8.7,65.4,0.0,0.0,0.0,1.3,1.3,100.0,7.2,0.8,0.5,1.0,1.3,1,0,2017
-,Jamal CrawfordLAC,G,7,28.0,12.6,5.0,11.9,42.2,0.9,3.6,24.0,1.7,1.7,100.0,1.3,1.9,0.6,0.1,1.3,0,0,2017
36,Lou WilliamsHOU,SG,11,24.7,12.5,4.5,10.7,42.4,1.1,3.5,30.8,2.4,2.6,89.7,2.7,1.3,0.6,0.1,1.3,0,0,2017
37,Otto Porter Jr.WSH,SF,13,32.9,12.2,4.5,8.4,53.2,0.8,3.0,28.2,2.4,2.7,88.6,6.9,1.8,1.6,0.5,0.8,2,0,2017
38,Markieff MorrisWSH,PF,13,28.7,12.1,4.5,11.2,40.7,1.1,2.9,36.8,1.9,2.4,80.6,6.4,1.7,0.9,1.3,1.6,3,0,2017
-,Thaddeus YoungIND,PF,4,35.0,12.0,5.3,9.8,53.8,0.3,1.0,25.0,1.3,2.5,50.0,9.0,2.5,2.0,0.3,1.5,2,0,2017
1,LeBron JamesCLE,SF,22,41.9,34.0,12.5,23.2,53.9,1.8,5.2,34.2,7.2,9.7,74.6,9.1,9.0,1.4,1.0,4.3,15,4,2018
2,Anthony DavisNO,PF,9,39.8,30.1,11.8,22.7,52.0,0.7,2.4,27.3,5.9,7.1,82.8,13.4,1.7,2.0,2.3,2.6,9,0,2018
3,Russell WestbrookOKC,PG,6,39.2,29.3,10.7,26.8,39.8,2.5,7.0,35.7,5.5,6.7,82.5,12.0,7.5,1.5,0.0,5.2,6,0,2018
4,Kevin DurantGS,PF,21,38.4,29.0,10.1,20.7,48.7,2.2,6.6,34.1,6.5,7.2,90.1,7.8,4.7,0.7,1.2,2.4,5,1,2018
5,James HardenHOU,SG,17,36.5,28.6,9.3,22.6,41.0,3.1,10.2,29.9,6.9,7.8,88.7,5.2,6.8,2.2,0.6,3.8,4,0,2018
6,John WallWSH,PG,6,39.0,26.0,9.3,21.2,44.1,0.7,3.5,19.0,6.7,7.8,85.1,5.7,11.5,2.3,1.3,4.5,3,0,2018
7,Giannis AntetokounmpoMIL,PF,7,40.0,25.7,9.9,17.3,57.0,0.6,2.0,28.6,5.4,7.9,69.1,9.6,6.3,1.4,0.9,2.4,3,0,2018
8,Stephen CurryGS,PG,15,37.0,25.5,9.1,20.3,45.1,4.3,10.8,39.5,3.0,3.1,95.7,6.1,5.4,1.7,0.7,2.9,1,0,2018
9,CJ McCollumPOR,SG,4,38.8,25.3,10.0,19.3,51.9,2.8,6.5,42.3,2.5,3.3,76.9,2.0,3.5,1.3,0.3,2.3,0,0,2018
10,Khris MiddletonMIL,SF,7,39.3,24.7,9.6,16.0,59.8,3.6,5.9,61.0,2.0,2.7,73.7,5.1,3.1,0.9,0.7,2.3,0,0,2018
11,Paul GeorgeOKC,SG,6,41.8,24.7,8.2,20.0,40.8,3.2,8.7,36.5,5.2,6.0,86.1,6.0,2.7,1.3,0.7,4.0,1,0,2018
12,Donovan MitchellUTAH,SG,11,37.4,24.4,9.3,22.1,42.0,2.3,7.3,31.3,3.5,3.9,90.7,5.9,4.2,1.5,0.4,2.9,3,0,2018
13,Jrue HolidayNO,PG,9,38.7,23.7,9.8,18.9,51.8,1.8,5.6,32.0,2.3,3.3,70.0,5.7,6.3,1.1,0.6,2.6,1,1,2018
14,LaMarcus AldridgeSA,C,5,35.4,23.6,7.4,16.0,46.3,0.6,1.0,60.0,8.2,8.4,97.6,9.2,2.4,0.6,0.4,1.8,4,0,2018
15,Bradley BealWSH,SG,6,36.0,23.2,8.2,18.0,45.4,3.5,7.5,46.7,3.3,3.8,87.0,3.3,2.8,1.2,0.3,2.5,0,0,2018
16,Victor OladipoIND,SG,7,37.3,22.7,7.6,18.1,41.7,3.3,8.1,40.4,4.3,5.9,73.2,8.3,6.0,2.4,0.4,3.4,3,1,2018
17,DeMar DeRozanTOR,SF,10,35.4,22.7,8.7,19.9,43.7,1.0,3.5,28.6,4.3,5.3,81.1,3.6,4.0,0.5,0.6,2.3,0,0,2018
18,Joel EmbiidPHI,C,8,34.8,21.4,7.5,17.3,43.5,1.0,3.6,27.6,5.4,7.6,70.5,12.6,3.0,0.9,1.8,3.6,7,0,2018
19,Chris PaulHOU,PG,15,34.5,21.1,7.9,17.1,45.9,2.5,6.6,37.4,2.9,3.5,83.0,5.9,5.8,2.0,0.3,1.9,4,0,2018
20,Klay ThompsonGS,SG,21,37.8,19.6,7.6,16.3,46.5,3.2,7.5,42.7,1.3,1.5,87.1,4.1,1.8,0.8,0.3,1.5,0,0,2018
-,Goran DragicMIA,PG,5,31.2,18.6,7.0,15.0,46.7,1.6,4.2,38.1,3.0,4.4,68.2,2.6,4.6,1.0,0.0,3.0,0,0,2018
-,Damian LillardPOR,PG,4,40.5,18.5,6.3,17.8,35.2,2.3,7.5,30.0,3.8,4.3,88.2,4.5,4.8,1.3,0.0,4.0,0,0,2018
21,Jayson TatumBOS,SF,19,35.9,18.5,6.5,13.7,47.1,1.2,3.7,32.4,4.3,5.1,84.5,4.4,2.7,1.2,0.5,2.2,1,0,2018
22,JJ RedickPHI,SG,10,34.2,18.2,6.0,13.5,44.4,2.6,7.5,34.7,3.6,4.2,85.7,1.5,2.6,0.8,0.1,1.1,0,0,2018
23,Jaylen BrownBOS,SG,18,32.4,18.0,6.9,14.8,46.6,2.4,6.2,39.3,1.8,2.8,64.0,4.8,1.4,0.8,0.6,1.3,0,0,2018
24,Kyle LowryTOR,PG,10,36.1,17.4,6.0,11.8,50.8,2.8,6.3,44.4,2.6,3.2,81.3,4.3,8.5,1.5,0.0,3.1,3,0,2018
-,Al-Farouq AminuPOR,SF,4,32.8,17.3,6.8,13.0,51.9,3.3,7.5,43.3,0.5,0.5,100.0,9.0,1.3,1.0,0.5,1.5,1,0,2018
25,Dario SaricPHI,PF,10,32.9,17.2,5.9,14.0,42.1,2.0,5.2,38.5,3.4,4.0,85.0,7.3,3.5,1.0,0.4,1.5,1,0,2018
-,Dwyane WadeMIA,G,5,25.4,16.6,6.2,14.0,44.3,0.0,0.8,0.0,4.2,5.2,80.8,4.2,3.6,1.4,0.2,2.2,0,0,2018
26,Terry RozierBOS,SG,19,36.6,16.5,5.7,14.0,40.6,2.7,7.7,34.7,2.4,2.9,82.1,5.3,5.7,1.3,0.3,1.2,1,0,2018
27,Ben SimmonsPHI,PG,10,36.9,16.3,6.1,12.5,48.8,0.0,0.1,0.0,4.1,5.8,70.7,9.4,7.7,1.7,0.8,4.4,5,1,2018
-,Jimmy ButlerMIN,SF,5,34.0,15.8,5.6,12.6,44.4,1.6,3.4,47.1,3.0,3.6,83.3,6.0,4.0,0.8,0.2,1.0,0,0,2018
-,Andrew WigginsMIN,SF,5,32.8,15.8,6.0,13.6,44.1,1.4,4.2,33.3,2.4,4.0,60.0,5.2,2.0,0.4,0.4,1.8,0,0,2018
28,Al HorfordBOS,C,19,35.7,15.7,5.8,10.7,54.4,0.8,2.3,34.9,3.3,3.9,82.7,8.3,3.3,1.0,1.2,1.7,7,0,2018
29,Eric GordonHOU,SG,17,32.3,15.4,4.9,13.0,38.0,2.5,7.6,33.1,3.0,3.6,83.6,2.6,1.6,0.6,0.5,1.4,0,0,2018
-,Karl-Anthony TownsMIN,C,5,34.0,15.2,5.6,12.0,46.7,0.6,2.2,27.3,3.4,4.6,73.9,13.4,2.2,0.4,1.0,2.4,3,0,2018
30,Nikola MiroticNO,F,9,35.6,15.0,5.4,11.3,48.0,2.4,5.7,43.1,1.7,2.1,78.9,9.6,1.7,1.1,1.3,1.1,3,0,2018
31,Kevin LoveCLE,PF,21,31.5,14.9,5.2,13.2,39.2,1.7,5.0,34.0,2.8,3.0,92.2,10.2,1.6,0.7,0.4,2.0,8,0,2018
32,Jonas ValanciunasTOR,C,10,24.4,14.6,5.8,10.7,54.2,0.2,0.5,40.0,2.8,3.4,82.4,10.5,1.2,0.4,1.5,1.9,6,0,2018
33,Joe InglesUTAH,SG,11,34.7,14.5,5.2,11.0,47.1,3.2,7.0,45.5,1.0,1.5,64.7,4.4,3.4,0.5,0.2,2.4,0,0,2018
-,Derrick RoseMIN,PG,5,23.8,14.2,5.8,11.4,50.9,1.4,2.0,70.0,1.2,1.4,85.7,1.8,2.6,0.4,0.0,1.6,0,0,2018
-,Ricky RubioUTAH,PG,6,30.2,14.0,4.7,13.2,35.4,1.7,5.3,31.3,3.0,3.8,78.3,7.3,7.0,1.3,0.5,3.0,2,1,2018
-,Eric BledsoeMIL,SG,7,32.1,13.6,5.3,12.0,44.0,1.0,3.1,31.8,2.0,2.9,70.0,3.6,3.7,1.0,0.9,2.1,0,0,2018
-,Patty MillsSA,PG,5,33.0,13.4,5.0,11.4,43.9,2.6,7.0,37.1,0.8,1.0,80.0,2.0,2.6,0.6,0.2,1.8,0,0,2018
34,Rudy GobertUTAH,C,11,34.8,13.2,5.0,7.6,65.5,0.0,0.0,0.0,3.2,5.3,60.3,10.7,1.0,0.9,2.3,1.9,7,0,2018
-,Jeff TeagueMIN,PG,5,30.6,13.0,4.6,10.2,45.1,1.4,3.6,38.9,2.4,3.4,70.6,3.6,5.8,0.6,0.4,2.8,0,0,2018
35,Marco BelinelliPHI,G,10,27.3,12.9,4.3,10.6,40.6,1.6,4.6,34.8,2.7,3.1,87.1,2.1,2.0,0.7,0.0,0.4,0,0,2018
-,Kelly OlynykMIA,PF,5,29.2,12.8,4.2,8.8,47.7,1.6,3.8,42.1,2.8,4.0,70.0,4.6,3.8,1.4,1.2,1.6,0,0,2018
36,Clint CapelaHOU,C,17,30.6,12.7,5.6,8.5,66.0,0.0,0.0,0.0,1.5,3.2,47.3,11.6,1.3,0.8,2.1,0.9,7,0,2018
-,Bojan BogdanovicIND,SF,7,34.0,12.4,4.6,11.6,39.5,2.4,6.4,37.8,0.9,1.4,60.0,3.4,1.9,0.9,0.0,1.9,0,0,2018
1,Kevin DurantGS,PF,12,36.8,32.3,10.4,20.3,51.4,2.9,6.7,43.8,8.5,9.4,90.3,4.9,4.5,1.1,1.0,3.6,0,0,2019
2,James HardenHOU,SG,11,38.5,31.6,9.9,24.0,41.3,4.4,12.5,35.0,7.5,8.9,83.7,6.8,6.6,2.2,0.9,4.6,4,1,2019
3,Kawhi LeonardTOR,SF,24,39.1,30.5,10.1,20.7,49.0,2.3,6.0,37.9,8.0,9.0,88.4,9.1,3.9,1.7,0.7,3.1,9,0,2019
4,Paul GeorgeOKC,SG,5,40.8,28.6,8.8,20.2,43.6,3.0,9.4,31.9,8.0,9.8,81.6,8.6,3.6,1.4,0.2,4.2,2,0,2019
5,Stephen CurryGS,PG,22,38.5,28.2,8.6,19.6,44.1,4.2,11.1,37.7,6.7,7.1,94.3,6.0,5.7,1.1,0.2,3.0,3,1,2019
6,Damian LillardPOR,PG,16,40.6,26.9,8.6,20.6,41.8,3.7,9.9,37.3,5.9,7.1,83.3,4.8,6.6,1.7,0.3,3.8,3,0,2019
7,Giannis AntetokounmpoMIL,PF,15,34.3,25.5,8.6,17.4,49.4,1.2,3.7,32.7,7.1,11.2,63.7,12.2,4.9,1.2,2.0,3.3,10,0,2019
8,Nikola JokicDEN,C,14,39.8,25.1,9.4,18.6,50.6,1.6,4.0,39.3,4.7,5.6,84.6,13.0,8.4,1.1,0.9,2.6,12,4,2019
9,CJ McCollumPOR,SG,16,39.7,24.7,9.6,21.9,44.0,2.9,7.3,39.3,2.6,3.5,73.2,5.0,3.7,0.8,0.6,1.9,0,0,2019
-,Blake GriffinDET,PF,2,29.0,24.5,9.0,19.5,46.2,3.0,6.5,46.2,3.5,3.5,100.0,6.0,6.0,1.0,0.0,3.0,0,0,2019
10,Russell WestbrookOKC,PG,5,39.4,22.8,8.0,22.2,36.0,2.2,6.8,32.4,4.6,5.2,88.5,9.0,10.6,1.0,0.6,4.6,4,2,2019
11,DeMar DeRozanSA,SF,7,35.9,22.0,8.3,17.0,48.7,0.0,0.1,0.0,5.4,6.3,86.4,6.7,4.6,1.1,0.1,1.7,1,0,2019
12,Lou WilliamsLAC,SG,6,29.3,21.7,7.5,17.3,43.3,1.0,3.0,33.3,5.7,6.8,82.9,2.8,7.7,0.8,0.2,3.0,2,0,2019
13,Donovan MitchellUTAH,SG,5,38.6,21.4,7.2,22.4,32.1,2.2,8.6,25.6,4.8,6.6,72.7,5.0,3.2,1.6,0.2,4.2,0,0,2019
14,Kyrie IrvingBOS,PG,9,36.7,21.3,7.7,19.9,38.5,2.0,6.4,31.0,4.0,4.4,90.0,4.3,7.0,1.4,0.4,3.1,3,0,2019
15,Jamal MurrayDEN,PG,14,36.3,21.3,7.6,18.0,42.5,2.0,5.9,33.7,4.0,4.4,90.3,4.4,4.7,1.0,0.1,1.6,1,0,2019
16,Caris LeVertBKN,SG,5,28.8,21.0,7.2,14.6,49.3,2.4,5.2,46.2,4.2,5.8,72.4,4.6,3.0,1.0,0.4,2.0,0,0,2019
17,Klay ThompsonGS,SG,21,39.0,20.7,7.8,17.1,45.6,3.3,7.5,44.3,1.8,2.0,90.2,4.1,2.1,1.3,0.7,1.8,0,0,2019
18,Joel EmbiidPHI,C,11,30.4,20.2,6.2,14.5,42.8,1.1,3.5,30.8,6.7,8.2,82.2,10.5,3.4,0.7,2.3,3.6,7,0,2019
19,LaMarcus AldridgeSA,C,7,34.9,20.0,7.9,17.3,45.5,0.4,1.6,27.3,3.9,4.7,81.8,9.6,2.7,0.7,1.0,1.0,4,0,2019
