RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL BALL SPEED,TOTAL ATTEMPTS,FASTEST SPEED,SLOWEST SPEED,Year
39,39,Brendan Steele,74,174.55,7854.54,45,179.93,170.31,2018
40,40,Henrik Stenson,60,174.48,2966.09,17,179.58,166.71,2018
41,41,Talor Gooch,78,174.46,8199.67,47,179.45,168.7,2018
42,42,Xander Schauffele,96,174.34,10286.1,59,178.36,168.42,2018
43,43,Phil Mickelson,90,174.07,8529.47,49,180.89,161.13,2018
44,44,Jimmy Walker,81,173.97,8524.68,49,178.35,167.74,2018
45,45,Hudson Swafford,73,173.93,7826.81,45,178.0,169.51,2018
46,46,Ryan Palmer,69,173.8,9211.64,53,179.89,167.32,2018
47,47,Rickie Fowler,74,173.7,7469.18,43,178.86,166.93,2018
48,48,Branden Grace,67,173.69,5558.15,32,177.7,168.68,2018
49,49,Harold Varner III,91,173.53,11800.19,68,179.53,166.22,2018
50,50,Patrick Reed,94,173.5,9022.19,52,178.66,166.76,2018
51,51,Hideki Matsuyama,75,173.41,7109.76,41,178.33,167.55,2018
52,52,Scott Stallings,96,173.38,12483.52,72,179.12,163.2,2018
53,53,Alex Noren,67,173.28,6411.25,37,177.59,168.8,2018
54,54,Marc Leishman,93,173.1,9866.62,57,176.89,168.64,2018
55,55,Patrick Cantlay,87,173.07,9691.82,56,178.66,168.89,2018
56,56,Justin Rose,70,172.64,6733.09,39,179.44,166.94,2018
57,57,Tyrrell Hatton,58,172.56,5004.34,29,176.48,167.52,2018
58,58,Charley Hoffman,87,172.4,9481.89,55,176.74,165.22,2018
59,59,Corey Conners,97,172.13,13253.83,77,176.28,162.36,2018
60,60,Jamie Lovemark,92,172.07,11528.47,67,176.66,166.1,2018
61,61,Lucas Glover,65,171.9,7048.07,41,176.22,165.57,2018
62,62,Patton Kizzire,92,171.88,11859.43,69,176.66,167.55,2018
63,63,Aaron Wise,90,171.85,10998.56,64,175.64,167.5,2018
64,64,J.T. Poston,73,171.83,9622.46,56,176.45,166.75,2018
T65,T65,Chesson Hadley,103,171.81,14260.3,83,175.45,165.45,2018
T65,T65,Shane Lowry,64,171.81,7387.84,43,175.33,166.92,2018
T67,T67,Sean O'Hair,67,171.76,9103.11,53,177.03,167.45,2018
T67,T67,Ethan Tracy,72,171.76,7900.91,46,176.4,165.88,2018
T69,T69,Stewart Cink,87,171.43,10971.65,64,176.19,162.52,2018
T69,T69,Robert Streb,78,171.43,9600.05,56,175.51,163.17,2018
71,71,Louis Oosthuizen,62,171.42,7028.33,41,175.59,166.14,2018
72,72,Keegan Bradley,98,171.27,12331.11,72,174.45,166.67,2018
73,73,Martin Laird,73,171.22,9074.64,53,174.58,167.89,2018
74,74,Dominic Bozzelli,65,171.08,9067.29,53,175.83,165.63,2018
75,75,Martin Flores,92,171.0,10943.77,64,177.36,165.57,2018
76,76,Mackenzie Hughes,80,170.72,10926.15,64,174.15,165.23,2018
77,77,Aaron Baddeley,84,170.68,10240.74,60,174.72,166.01,2018
78,78,Sam Saunders,80,170.67,9728.19,57,175.55,164.79,2018
79,79,Jordan Spieth,81,170.46,10056.91,59,175.59,164.44,2018
80,80,Bronson Burgoon,69,170.27,8173.12,48,175.36,165.15,2018
T81,T81,Matt Atkins,56,170.18,6296.67,37,174.52,164.47,2018
T81,T81,Daniel Berger,81,170.18,9019.6,53,173.91,164.48,2018
83,83,Billy Horschel,86,170.04,12242.83,72,179.17,164.37,2018
84,84,Cameron Smith,85,169.98,7818.97,46,174.09,164.78,2018
85,85,Ricky Barnes,65,169.94,5607.88,33,174.61,165.63,2018
86,86,Conrad Shindler,60,169.92,4927.59,29,174.05,163.2,2018
87,87,Bill Haas,76,169.91,7986.0,47,173.54,164.13,2018
88,88,Sam Ryder,82,169.88,10193.02,60,175.38,161.98,2018
89,89,Stephan Jaeger,81,169.4,9486.35,56,174.67,163.29,2018
90,90,Shawn Stefani,76,169.38,8638.2,51,175.27,163.66,2018
91,91,Denny McCarthy,71,169.32,6942.1,41,172.04,166.1,2018
92,92,Xinjun Zhang,81,169.29,8295.14,49,176.56,159.04,2018
93,93,Kevin Streelman,94,169.2,12689.76,75,172.48,159.19,2018
94,94,Emiliano Grillo,94,169.17,11503.42,68,173.37,164.2,2018
95,95,Jason Dufner,71,169.16,7442.84,44,173.98,163.24,2018
96,96,Matt Every,79,169.1,8962.04,53,174.39,161.06,2018
97,97,Nate Lashley,51,168.96,5575.64,33,172.6,163.91,2018
98,98,Francesco Molinari,73,168.94,7602.17,45,174.4,163.06,2018
99,99,Hunter Mahan,67,168.91,8445.38,50,172.25,163.65,2018
100,100,Sung Kang,89,168.69,8940.76,53,173.55,164.52,2018
101,101,Brice Garnett,99,168.59,11464.12,68,172.22,164.09,2018
102,102,Nicholas Lindheim,77,168.57,8597.01,51,175.04,162.42,2018
103,103,Scott Piercy,84,168.51,8425.3,50,173.44,161.14,2018
104,104,Pat Perez,82,168.41,6904.84,41,172.73,159.82,2018
105,105,Kiradech Aphibarnrat,51,168.4,4546.78,27,171.17,161.75,2018
106,106,Bud Cauley,55,168.39,6398.82,38,171.89,163.48,2018
107,107,Cody Gribble,71,168.33,7406.48,44,173.02,162.85,2018
108,108,Adam Hadwin,92,168.2,8746.53,52,171.03,162.51,2018
109,109,Kyle Stanley,93,168.09,9749.16,58,173.98,162.81,2018
110,110,Tyrone Van Aswegen,101,167.96,11757.43,70,173.16,162.69,2018
111,111,Joel Dahmen,93,167.94,11420.2,68,172.91,161.82,2018
112,112,James Hahn,85,167.88,10408.72,62,173.0,159.56,2018
113,113,Russell Henley,77,167.69,7210.54,43,171.58,162.18,2018
114,114,Abraham Ancer,98,167.57,13405.23,80,174.44,160.94,2018
115,115,J.J. Henry,81,167.53,8711.31,52,173.05,158.57,2018
T116,T116,Rafa Cabrera Bello,75,167.46,6196.15,37,171.91,163.52,2018
T116,T116,C.T. Pan,104,167.46,11555.04,69,172.38,163.4,2018
118,118,Ian Poulter,73,167.36,7029.16,42,170.28,164.31,2018
119,119,Anirban Lahiri,82,167.32,10541.26,63,173.43,161.29,2018
T120,T120,Beau Hossler,104,167.31,13217.27,79,172.49,156.65,2018
T120,T120,Andrew Putnam,97,167.31,11544.18,69,173.17,162.47,2018
122,122,J.J. Spaun,85,167.24,9867.12,59,173.02,161.21,2018
123,123,Michael Thompson,62,167.02,8852.25,53,171.01,161.22,2018
124,124,Blayne Barber,69,166.91,8512.52,51,172.62,160.57,2018
125,125,Troy Merritt,89,166.88,11180.64,67,170.92,159.57,2018
126,126,Cameron Percy,56,166.61,6331.21,38,171.31,159.21,2018
127,127,Retief Goosen,60,166.59,6163.73,37,169.99,160.89,2018
128,128,Tyler Duncan,97,166.51,10823.28,65,171.77,161.76,2018
129,129,Rob Oppenheim,74,166.5,8158.72,49,171.0,159.63,2018
130,130,Ben Silverman,90,166.43,10984.32,66,174.41,160.23,2018
131,131,Andrew Landry,82,166.35,10812.69,65,169.23,162.9,2018
T132,T132,Jonathan Byrd,70,166.28,7149.96,43,170.0,161.16,2018
T132,T132,Kevin Na,91,166.28,9976.74,60,172.67,158.07,2018
134,134,Si Woo Kim,108,166.27,11306.58,68,169.83,160.99,2018
135,135,Rory Sabbatini,91,166.25,11471.13,69,174.35,161.91,2018
136,136,Austin Cook,107,166.22,13795.86,83,173.04,160.61,2018
137,137,Chris Stroud,81,166.06,8469.18,51,173.09,159.47,2018
138,138,Brett Stegmaier,67,166.03,7305.14,44,171.26,153.02,2018
139,139,Tom Hoge,101,166.0,13113.73,79,170.6,160.02,2018
140,140,Scott Brown,102,165.98,11452.42,69,170.46,159.12,2018
141,141,Russell Knox,94,165.97,11120.32,67,169.52,161.95,2018
142,142,Chris Kirk,108,165.84,14925.56,90,170.68,159.03,2018
T143,T143,Zecheng Dou,53,165.76,5138.63,31,170.8,159.42,2018
T143,T143,"Ted Potter, Jr.",87,165.76,11602.94,70,170.93,159.71,2018
145,145,Danny Lee,88,165.68,10769.22,65,172.5,159.65,2018
146,146,Ben Martin,64,165.61,9274.23,56,169.8,156.44,2018
147,147,Derek Fathauer,84,165.6,9936.09,60,170.53,154.42,2018
148,148,Brandt Snedeker,84,165.37,9756.54,59,171.38,160.44,2018
149,149,Peter Malnati,87,165.3,11240.43,68,171.4,157.13,2018
150,150,Andrew Yun,51,165.25,4957.55,30,169.18,160.5,2018
151,151,Jonas Blixt,67,165.21,7599.84,46,172.28,157.24,2018
152,152,Satoshi Kodaira,51,165.13,4458.42,27,169.19,159.88,2018
153,153,William McGirt,84,165.07,11555.17,70,169.53,158.97,2018
154,154,Fabián Gómez,88,165.03,10396.93,63,170.2,161.62,2018
155,155,Webb Simpson,95,164.95,11546.24,70,169.28,158.26,2018
156,156,Kevin Kisner,89,164.87,9397.6,57,170.15,159.36,2018
157,157,Cameron Tringale,67,164.84,7582.7,46,172.26,157.44,2018
158,158,Michael Kim,74,164.54,7898.16,48,169.8,154.74,2018
159,159,Graeme McDowell,67,164.41,6740.91,41,169.66,157.99,2018
160,160,Zach Johnson,94,164.14,10012.42,61,168.71,155.17,2018
161,161,Brian Harman,94,164.02,9349.29,57,167.14,160.94,2018
T162,T162,Whee Kim,93,163.98,9346.85,57,167.84,156.89,2018
T162,T162,Richy Werenski,98,163.98,10822.6,66,168.54,159.28,2018
164,164,David Lingmerth,82,163.9,10325.82,63,168.06,158.88,2018
165,165,Martin Piller,79,163.87,9996.09,61,168.21,159.19,2018
166,166,Rod Pampling,62,163.86,7045.85,43,168.0,155.86,2018
167,167,Nick Taylor,94,163.72,11132.76,68,167.65,160.91,2018
168,168,Chad Campbell,87,163.67,8183.53,50,170.42,157.86,2018
169,169,Wesley Bryan,69,163.44,6374.06,39,167.24,159.41,2018
170,170,Kelly Kraft,94,163.12,11254.98,69,168.08,158.67,2018
171,171,Steve Wheatcroft,60,162.91,6679.28,41,168.18,159.93,2018
172,172,John Huh,94,162.77,11882.27,73,167.08,154.81,2018
173,173,Ryan Moore,78,162.68,9597.97,59,165.42,155.86,2018
174,174,Jonathan Randolph,71,162.51,9750.78,60,166.87,155.14,2018
175,175,Matt Kuchar,88,162.45,9097.4,56,166.69,157.81,2018
176,176,Daniel Summerhays,51,162.06,5510.14,34,165.49,156.05,2018
177,177,Ryan Blaum,81,161.74,10027.62,62,165.92,154.49,2018
178,178,Billy Hurley III,70,161.67,8891.61,55,166.3,157.59,2018
179,179,Johnson Wagner,75,161.36,7584.04,47,165.31,155.93,2018
180,180,Roberto Díaz,72,161.27,8386.14,52,170.45,154.74,2018
181,181,Ryan Armour,109,161.19,14346.09,89,166.1,157.12,2018
182,182,Chez Reavie,93,160.99,7405.68,46,163.25,157.99,2018
183,183,Greg Chalmers,56,160.9,6436.11,40,167.37,149.69,2018
184,184,Ben Crane,65,160.75,7233.77,45,165.69,155.14,2018
185,185,Alex Cejka,77,160.36,8820.01,55,163.06,156.36,2018
186,186,D.A. Points,63,160.2,6728.4,42,165.8,152.6,2018
187,187,Vaughn Taylor,83,160.07,10724.99,67,162.97,156.44,2018
188,188,David Hearn,66,159.56,7180.31,45,163.16,154.57,2018
189,189,Brian Stuard,103,158.74,12699.06,80,163.1,151.34,2018
190,190,Zac Blair,64,158.44,6812.89,43,163.87,146.5,2018
191,191,Kyle Thompson,50,158.42,5228.0,33,162.41,154.76,2018
192,192,Jim Furyk,50,157.36,5192.85,33,161.32,153.12,2018
193,193,Brian Gay,103,157.17,12573.31,80,160.26,153.51,2018
1,1,Cameron Champ,78,190.7,15256.13,80,198.91,185.07,2019
2,2,Seth Reeves,73,183.52,15599.46,85,186.98,173.35,2019
3,3,Peter Uihlein,84,183.01,15921.45,87,188.98,176.43,2019
4,4,Trey Mullinax,77,182.98,23421.89,128,189.82,175.2,2019
5,5,Ollie Schniederjans,77,182.8,16269.37,89,190.42,175.07,2019
6,6,Kevin Tway,84,182.18,15121.26,83,187.81,173.12,2019
7,7,Jhonattan Vegas,75,181.69,11628.16,64,186.44,173.83,2019
8,8,Wyndham Clark,87,181.55,18881.14,104,185.65,174.38,2019
9,9,Luke List,66,181.53,14704.26,81,186.74,177.65,2019
10,10,Keith Mitchell,86,181.4,16688.71,92,186.3,171.6,2019
11,11,Bubba Watson,65,181.19,6341.76,35,185.86,178.43,2019
12,12,Tony Finau,89,180.76,15725.71,87,187.6,174.12,2019
13,13,Gary Woodland,87,180.47,11369.53,63,185.24,176.19,2019
14,14,Adam Schenk,102,180.1,25214.27,140,186.01,171.71,2019
15,15,Nick Watney,87,179.61,21194.27,118,185.83,173.85,2019
16,16,Rory McIlroy,72,179.45,8075.28,45,182.68,174.4,2019
17,17,Adam Scott,63,179.36,3945.99,22,181.42,176.12,2019
18,18,J.B. Holmes,78,179.31,11296.31,63,185.82,172.55,2019
19,19,Alex Noren,63,179.26,10935.14,61,183.17,171.26,2019
20,20,Sam Burns,80,179.23,22941.1,128,184.88,168.34,2019
21,21,Jason Kokrak,94,179.08,15758.85,88,185.88,168.8,2019
22,22,Brooks Koepka,81,178.89,14847.75,83,182.95,173.95,2019
23,23,Dustin Johnson,73,178.82,7510.33,42,183.86,174.95,2019
24,24,Cam Davis,76,178.75,17696.37,99,183.98,172.09,2019
25,25,Xander Schauffele,77,178.67,5181.29,29,183.69,170.48,2019
26,26,Patrick Rodgers,55,178.55,6784.94,38,182.38,170.45,2019
27,27,Phil Mickelson,63,178.05,3917.03,22,182.0,172.22,2019
28,28,Sergio Garcia,53,177.79,7822.79,44,182.49,173.18,2019
29,29,Harris English,97,177.52,22367.4,126,182.08,169.57,2019
30,30,Max Homa,82,177.26,17194.65,97,183.49,166.15,2019
31,31,Seamus Power,80,177.09,20896.11,118,182.74,169.52,2019
32,32,Martin Trainer,63,176.8,17326.67,98,182.44,169.29,2019
33,33,Jason Day,69,176.6,6887.42,39,181.57,172.97,2019
34,34,Justin Thomas,75,176.17,10217.83,58,179.36,170.6,2019
35,35,Charles Howell III,94,176.1,16025.27,91,180.79,168.47,2019
36,36,Talor Gooch,54,175.81,15295.32,87,181.36,169.92,2019
37,37,Jon Rahm,75,175.78,4921.74,28,180.1,171.05,2019
38,38,Byeong Hun An,80,175.7,12650.2,72,179.53,169.87,2019
T39,T39,Joaquin Niemann,98,175.62,26869.73,153,180.12,170.01,2019
T39,T39,Carlos Ortiz,84,175.62,21074.76,120,179.6,167.63,2019
41,41,Patrick Cantlay,77,175.52,8600.31,49,179.56,171.19,2019
42,42,Bryson DeChambeau,75,175.4,10348.31,59,180.83,170.63,2019
43,43,John Chin,58,175.21,9986.87,57,180.07,166.34,2019
44,44,Cameron Tringale,73,175.07,22058.93,126,180.72,161.01,2019
45,45,Sebastián Muñoz,86,175.02,19252.18,110,179.17,167.36,2019
46,46,Brandon Harkins,91,175.0,22225.14,127,178.31,166.37,2019
47,47,Alex Prugh,77,174.62,17636.5,101,178.59,170.09,2019
48,48,Hudson Swafford,59,174.58,13267.95,76,180.65,167.81,2019
49,49,Paul Casey,79,174.48,8200.48,47,179.78,169.95,2019
50,50,Marc Leishman,76,174.47,8549.1,49,179.16,163.32,2019
51,51,Hideki Matsuyama,91,174.43,15001.24,86,179.24,168.54,2019
52,52,Rickie Fowler,76,174.35,10635.61,61,178.97,169.5,2019
53,53,Aaron Wise,72,174.29,11154.32,64,178.86,170.52,2019
54,54,Jim Knous,57,174.11,12013.6,69,179.27,167.33,2019
55,55,Charley Hoffman,74,174.07,13403.31,77,179.69,167.47,2019
56,56,Tommy Fleetwood,71,173.91,7304.36,42,176.83,169.98,2019
57,57,Daniel Berger,70,173.87,20516.68,118,179.13,166.97,2019
58,58,Scott Stallings,82,173.71,19107.96,110,179.42,166.99,2019
59,59,Matt Jones,88,173.54,16312.32,94,178.59,167.36,2019
60,60,Harold Varner III,84,173.51,13880.85,80,178.39,167.2,2019
61,61,Mackenzie Hughes,80,173.37,25832.76,149,177.88,165.87,2019
62,62,Ryan Palmer,74,173.36,15255.68,88,178.95,165.77,2019
63,63,Justin Rose,66,173.1,6231.66,36,176.53,168.77,2019
64,64,Sepp Straka,78,172.9,18500.78,107,177.25,165.61,2019
65,65,Branden Grace,76,172.89,8126.03,47,177.71,168.93,2019
66,66,Chesson Hadley,76,172.83,13308.08,77,177.1,167.81,2019
67,67,Martin Laird,88,172.6,25026.58,145,177.02,164.43,2019
68,68,Corey Conners,90,172.57,16566.7,96,177.85,167.19,2019
69,69,Patrick Reed,93,172.52,17596.7,102,176.56,167.2,2019
70,70,Chase Wright,75,172.51,19321.24,112,176.11,164.17,2019
71,71,Cody Gribble,74,172.47,17074.38,99,177.49,165.24,2019
72,72,Jimmy Walker,74,172.19,17735.16,103,177.68,166.87,2019
73,73,Sam Saunders,78,172.12,18761.42,109,176.75,164.48,2019
74,74,Dominic Bozzelli,73,172.06,14452.87,84,177.36,167.48,2019
75,75,Patton Kizzire,76,172.02,12901.55,75,176.91,164.34,2019
76,76,Tyrrell Hatton,62,172.01,5848.34,34,177.29,165.64,2019
77,77,Lucas Glover,94,171.93,18052.16,105,176.96,163.9,2019
78,78,Hank Lebioda,76,171.71,16999.76,99,176.21,162.32,2019
79,79,Henrik Stenson,58,171.69,3262.04,19,176.76,161.89,2019
80,80,Sung Kang,86,171.51,12177.39,71,176.21,165.65,2019
81,81,Brendan Steele,68,171.49,22979.54,134,176.57,166.39,2019
82,82,Robert Streb,80,171.47,17317.98,101,175.16,163.66,2019
83,83,Aaron Baddeley,55,171.31,10107.35,59,174.72,166.71,2019
84,84,Scott Piercy,90,171.3,12333.34,72,177.84,159.92,2019
85,85,Danny Lee,83,171.29,20041.02,117,177.0,161.63,2019
86,86,Dylan Frittelli,83,171.14,22761.89,133,178.01,164.75,2019
87,87,Roger Sloan,88,170.95,22052.63,129,176.23,161.84,2019
88,88,Keegan Bradley,89,170.89,10424.54,61,175.38,166.28,2019
89,89,Sam Ryder,76,170.83,19816.3,116,177.06,160.61,2019
90,90,Stephan Jaeger,77,170.75,15538.57,91,175.06,163.8,2019
91,91,Sangmoon Bae,60,170.66,15359.84,90,176.02,162.91,2019
92,92,Louis Oosthuizen,71,170.61,5800.7,34,174.36,164.76,2019
93,93,Curtis Luck,65,170.6,16548.14,97,174.32,162.79,2019
94,94,Emiliano Grillo,85,170.58,12452.42,73,174.63,165.87,2019
95,95,Jordan Spieth,82,170.53,10061.17,59,175.23,164.81,2019
96,96,J.T. Poston,100,170.51,21142.73,124,174.7,162.04,2019
97,97,Bill Haas,77,170.28,18049.3,106,174.47,164.46,2019
98,98,Beau Hossler,87,170.27,23156.18,136,174.84,164.58,2019
99,99,Kramer Hickok,79,170.04,19895.22,117,175.43,154.62,2019
100,100,Sungjae Im,122,169.98,32976.11,194,175.48,161.76,2019
T101,T101,Shawn Stefani,80,169.94,14274.78,84,177.6,164.07,2019
T101,T101,Danny Willett,63,169.94,5437.98,32,175.31,164.84,2019
103,103,Peter Malnati,87,169.74,28516.99,168,174.38,162.99,2019
104,104,Denny McCarthy,89,169.72,17820.11,105,173.74,164.81,2019
105,105,Adam Hadwin,86,169.65,12723.52,75,174.34,162.75,2019
106,106,Anders Albertson,68,169.52,19155.88,113,174.78,163.33,2019
107,107,Josh Teater,73,169.4,20328.03,120,174.44,161.87,2019
108,108,Jim Herman,52,169.39,11857.48,70,172.9,165.91,2019
109,109,Kiradech Aphibarnrat,65,169.33,7280.98,43,177.16,164.23,2019
110,110,Billy Horschel,99,169.24,13201.08,78,173.98,163.51,2019
111,111,Hunter Mahan,59,169.06,12679.44,75,172.57,164.61,2019
112,112,Kevin Streelman,83,169.02,18930.71,112,173.4,163.89,2019
113,113,Cameron Smith,79,168.89,8613.35,51,171.98,164.66,2019
114,114,Si Woo Kim,87,168.79,12827.76,76,173.39,164.92,2019
115,115,Jason Dufner,74,168.68,14843.71,88,173.6,162.13,2019
116,116,J.J. Spaun,90,168.67,18215.99,108,175.45,162.26,2019
117,117,Rafa Cabrera Bello,71,168.54,6741.69,40,171.94,164.98,2019
118,118,J.J. Henry,58,168.53,14999.08,89,175.18,161.45,2019
119,119,Bronson Burgoon,59,168.35,14983.29,89,171.26,163.36,2019
120,120,Bud Cauley,82,168.27,22043.16,131,172.86,162.41,2019
121,121,Ian Poulter,65,168.21,6896.52,41,171.04,162.71,2019
122,122,Abraham Ancer,93,168.18,14968.07,89,173.55,164.12,2019
123,123,Troy Merritt,69,168.17,14798.66,88,171.02,161.01,2019
124,124,Francesco Molinari,61,168.06,8571.0,51,172.56,161.57,2019
125,125,Matt Fitzpatrick,54,167.98,7559.21,45,173.24,159.78,2019
126,126,Pat Perez,68,167.9,9402.44,56,177.98,162.88,2019
127,127,Kevin Na,65,167.89,6715.57,40,173.95,164.06,2019
128,128,K.H. Lee,92,167.88,23167.26,138,171.74,160.82,2019
129,129,Adam Svensson,73,167.85,16617.05,99,171.33,161.43,2019
130,130,Tom Hoge,98,167.7,25154.67,150,172.14,163.32,2019
131,131,Anirban Lahiri,73,167.64,18943.61,113,172.58,156.66,2019
132,132,Joey Garber,63,167.63,17265.72,103,171.14,162.48,2019
133,133,Richy Werenski,89,167.59,25305.8,151,171.41,162.43,2019
134,134,Joel Dahmen,100,167.58,15752.45,94,172.55,161.96,2019
135,135,Scott Brown,86,167.42,24276.24,145,174.46,160.19,2019
136,136,Freddie Jacobson,53,167.39,15734.31,94,175.44,157.14,2019
137,137,Chris Stroud,70,167.3,17064.64,102,173.38,160.44,2019
138,138,Brice Garnett,87,167.29,21914.48,131,172.14,160.19,2019
139,139,Russell Knox,79,167.17,14543.54,87,171.75,162.7,2019
140,140,Julián Etulain,70,167.09,11027.7,66,171.0,160.95,2019
141,141,Wes Roach,69,166.97,17198.38,103,171.94,160.33,2019
142,142,Graeme McDowell,75,166.89,9846.52,59,171.63,161.5,2019
143,143,Michael Kim,61,166.86,11012.86,66,172.33,160.75,2019
T144,T144,Jonas Blixt,82,166.79,21516.49,129,172.3,158.7,2019
T144,T144,"Ted Potter, Jr.",73,166.79,18346.9,110,172.73,159.7,2019
146,146,Kevin Kisner,97,166.61,14162.0,85,170.64,160.67,2019
147,147,Andrew Putnam,81,166.56,8494.81,51,170.61,159.06,2019
148,148,Nate Lashley,70,166.42,17141.5,103,170.4,162.09,2019
149,149,Jonathan Byrd,55,166.34,10146.56,61,171.34,158.75,2019
150,150,Nick Taylor,97,166.29,24278.14,146,175.1,160.83,2019
T151,T151,C.T. Pan,84,166.27,9643.7,58,176.22,161.63,2019
T151,T151,Michael Thompson,71,166.27,17291.81,104,170.4,162.1,2019
153,153,Ben Silverman,70,166.23,21942.64,132,169.88,159.62,2019
154,154,Tyler Duncan,89,166.16,22597.56,136,170.92,154.04,2019
155,155,Rod Pampling,56,166.14,15616.82,94,169.81,151.09,2019
156,156,Kyle Stanley,81,165.96,16429.65,99,170.24,162.52,2019
157,157,Ernie Els,51,165.8,6466.04,39,170.4,156.85,2019
158,158,José de Jesús Rodríguez,67,165.74,14088.06,85,169.4,160.43,2019
159,159,Roberto Castro,76,165.7,21374.9,129,171.42,160.21,2019
160,160,Adam Long,76,165.68,16733.21,101,170.79,160.57,2019
161,161,Rory Sabbatini,97,165.44,20183.67,122,169.65,159.28,2019
162,162,Kelly Kraft,87,165.17,17838.55,108,170.28,159.1,2019
163,163,Russell Henley,78,165.15,18166.4,110,171.71,160.5,2019
164,164,Austin Cook,68,165.12,15686.08,95,171.86,159.03,2019
165,165,Webb Simpson,81,165.1,9906.04,60,173.31,158.66,2019
166,166,Brian Harman,91,164.91,17645.25,107,170.09,158.61,2019
167,167,Zach Johnson,64,164.79,12029.54,73,168.58,159.38,2019
168,168,Ryan Blaum,90,164.54,21226.0,129,169.17,159.32,2019
169,169,Fabián Gómez,62,164.43,18745.3,114,169.01,159.13,2019
170,170,Matt Kuchar,87,164.27,10184.9,62,168.99,159.27,2019
171,171,Andrew Landry,80,163.74,18174.76,111,168.62,158.38,2019
172,172,Brandt Snedeker,102,163.19,16808.06,103,167.92,160.3,2019
173,173,Roberto Díaz,73,162.76,18880.65,116,170.0,155.86,2019
174,174,Chez Reavie,99,162.44,12020.76,74,167.19,157.7,2019
175,175,Vaughn Taylor,93,162.27,17200.45,106,165.66,156.84,2019
176,176,Kyle Jones,72,161.88,20559.26,127,166.3,156.0,2019
177,177,Brady Schnell,53,161.75,12454.82,77,167.23,154.44,2019
178,178,Ryan Moore,74,161.54,20676.83,128,166.17,155.94,2019
179,179,Whee Kim,73,161.52,14698.32,91,169.23,152.58,2019
180,180,Ryan Armour,92,161.17,18695.7,116,166.39,157.9,2019
181,181,Satoshi Kodaira,67,161.07,9986.34,62,166.64,156.32,2019
182,182,Jim Furyk,73,161.0,11270.12,70,164.73,155.04,2019
183,183,Johnson Wagner,64,160.85,11903.14,74,164.06,156.03,2019
184,184,Brian Stuard,98,160.2,13136.19,82,165.06,151.0,2019
185,185,Alex Cejka,58,159.91,10074.08,63,164.14,152.68,2019
186,186,Brian Gay,93,159.76,13579.59,85,165.06,152.7,2019
187,187,Scott Langley,78,158.27,16935.24,107,163.27,151.8,2019
188,188,David Hearn,55,158.16,9647.46,61,163.36,153.04,2019
1,1,Cameron Champ,70,189.18,39349.92,208,195.05,182.02,2020
2,2,Brandon Hagy,50,187.08,24133.92,129,192.6,180.53,2020
3,3,Will Gordon,36,186.9,13456.67,72,193.53,174.96,2020
4,4,Bryson DeChambeau,62,184.73,66317.29,359,197.59,165.15,2020
5,5,Ryan Brehm,52,183.26,32254.31,176,188.79,176.19,2020
6,6,Jhonattan Vegas,52,181.77,39079.99,215,188.27,167.03,2020
7,7,Kevin Tway,52,181.06,38203.76,211,187.78,170.26,2020
8,8,Peter Uihlein,47,181.03,30051.12,166,191.92,168.13,2020
9,9,Matthew Wolff,74,180.92,40887.73,226,186.51,174.4,2020
10,10,Luke List,69,180.79,35435.25,196,187.38,174.64,2020
11,11,Scott Harrington,68,180.76,30728.84,170,186.34,173.31,2020
T12,T12,Bubba Watson,66,180.69,89620.17,496,187.98,158.11,2020
T12,T12,Gary Woodland,62,180.69,27645.93,153,187.17,173.58,2020
14,15,Tony Finau,72,180.63,39378.32,218,190.74,172.71,2020
15,14,Tyler McCumber,57,180.59,31603.35,175,186.78,172.13,2020
16,16,Wyndham Clark,65,180.38,29221.62,162,184.66,169.91,2020
17,17,Grayson Murray,36,180.02,37084.39,206,185.52,147.99,2020
18,18,Kris Ventura,48,179.64,24789.71,138,184.77,169.37,2020
19,19,Sam Burns,60,178.95,74800.76,418,186.48,162.0,2020
20,20,Brooks Koepka,40,178.91,23616.5,132,185.26,171.56,2020
21,21,Dustin Johnson,49,178.74,27347.38,153,186.02,171.38,2020
22,22,Lanto Griffin,96,178.69,57538.23,322,185.69,160.93,2020
23,23,Keith Mitchell,64,178.32,28710.23,161,183.94,170.37,2020
T24,24,Cam Davis,62,178.24,26914.98,151,182.15,172.36,2020
T24,25,Rory McIlroy,60,178.24,37074.23,208,184.6,168.28,2020
26,26,Patrick Rodgers,95,177.97,47160.89,265,183.49,169.49,2020
