RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL BALL SPEED,TOTAL ATTEMPTS,FASTEST SPEED,SLOWEST SPEED,Year
5,5,Jhonattan Vegas,77,180.38,11724.62,65,184.64,166.54,2012
6,6,Robert Garrigus,89,180.18,11891.87,66,185.58,176.45,2012
7,7,J.B. Holmes,90,180.0,13319.63,74,189.04,171.57,2012
8,8,Rory McIlroy,60,178.07,6766.72,38,183.66,173.98,2012
9,9,Henrik Stenson,51,177.7,2665.5,15,181.06,170.32,2012
10,10,Tiger Woods,69,177.69,6752.11,38,182.7,169.61,2012
11,11,Kyle Stanley,86,177.02,9382.14,53,185.7,165.35,2012
12,12,Jason Day,57,176.87,7605.36,43,183.55,169.82,2012
13,13,Adam Scott,59,176.81,7072.29,40,181.91,172.4,2012
14,14,Aaron Baddeley,73,176.75,8484.09,48,184.4,171.75,2012
15,15,Graham DeLaet,79,176.71,11132.86,63,181.59,169.46,2012
16,16,John Daly,50,176.7,5300.93,30,181.76,171.15,2012
17,17,Ángel Cabrera,54,176.09,5810.93,33,180.77,170.48,2012
18,18,Nick Watney,97,175.82,13010.83,74,180.24,167.84,2012
19,19,Scott Stallings,78,175.62,11591.05,66,181.05,163.62,2012
20,20,Bobby Gates,87,175.51,10706.35,61,181.72,161.84,2012
21,21,Jason Kokrak,79,175.38,10873.38,62,181.52,170.55,2012
22,22,Sergio Garcia,57,175.35,7715.53,44,179.03,170.74,2012
23,23,Martin Flores,95,175.33,11572.08,66,182.73,168.61,2012
24,24,Seung-Yul Noh,105,175.08,14006.33,80,179.34,170.19,2012
25,25,Martin Laird,77,174.88,8394.3,48,178.98,171.13,2012
26,26,Mark Anderson,75,174.62,8382.0,48,178.78,169.67,2012
27,27,Chris Couch,61,174.46,6803.92,39,181.03,167.15,2012
28,28,Scott Piercy,95,174.42,12209.43,70,179.88,169.42,2012
29,29,Greg Owen,90,174.25,10978.01,63,180.81,147.2,2012
30,30,Harris English,98,174.24,13939.43,80,179.48,162.05,2012
31,31,Jimmy Walker,101,174.04,12878.6,74,179.19,157.48,2012
32,32,Charles Howell III,98,173.88,11302.09,65,179.04,168.05,2012
33,33,Robert Karlsson,54,173.74,6775.94,39,179.62,168.22,2012
34,34,Lee Westwood,60,173.38,7455.35,43,177.54,166.19,2012
35,35,Louis Oosthuizen,65,173.32,8665.8,50,179.85,165.87,2012
36,36,James Driscoll,83,173.23,10393.68,60,178.49,167.68,2012
37,37,Phil Mickelson,79,173.18,9524.78,55,177.7,165.71,2012
38,38,Charl Schwartzel,56,172.76,6564.99,38,176.42,167.08,2012
39,39,Sean O'Hair,84,172.73,11918.3,69,179.86,158.18,2012
40,40,Ryan Palmer,81,172.5,11730.18,68,175.76,164.47,2012
41,41,Matt Jones,53,172.46,6898.29,40,177.99,164.7,2012
42,42,Troy Matteson,100,172.41,12068.81,70,179.02,164.31,2012
43,43,Keegan Bradley,90,172.35,10168.59,59,178.44,159.84,2012
44,44,Trevor Immelman,76,172.3,9303.93,54,180.16,163.31,2012
45,45,Kevin Chappell,91,172.24,12229.34,71,179.78,164.35,2012
46,46,Derek Lamely,64,172.2,8782.41,51,177.71,166.82,2012
47,47,Edward Loar,59,172.19,6543.29,38,177.29,161.99,2012
48,48,Daniel Chopra,55,172.08,7055.12,41,178.25,167.16,2012
49,49,Josh Teater,97,171.88,13750.67,80,175.69,160.22,2012
50,50,John Senden,81,171.66,10986.37,64,175.46,165.73,2012
51,51,Brandt Jobe,57,171.65,6351.02,37,175.62,164.74,2012
52,52,George McNeill,85,171.42,10285.17,60,177.29,160.06,2012
53,53,Rickie Fowler,84,171.41,10113.15,59,180.96,167.09,2012
54,54,Troy Kelly,68,171.38,7540.57,44,176.0,159.75,2012
55,55,Bill Haas,79,171.27,10447.58,61,175.83,167.02,2012
T56,T56,Marc Leishman,84,171.26,11132.18,65,176.34,162.34,2012
T56,T56,Andres Romero,68,171.26,9076.52,53,176.81,162.88,2012
T58,T58,Stewart Cink,71,171.17,7188.95,42,176.67,161.71,2012
T58,T58,Charley Hoffman,88,171.17,12837.71,75,177.98,162.76,2012
T58,T58,J.J. Killeen,101,171.17,11810.59,69,179.58,164.39,2012
61,61,Davis Love III,64,171.04,7012.76,41,175.7,166.94,2012
62,62,Ricky Barnes,92,170.84,12471.04,73,175.37,156.91,2012
63,63,Jonathan Byrd,69,170.67,8192.25,48,174.09,165.75,2012
64,64,Boo Weekley,74,170.55,9380.22,55,174.23,165.54,2012
65,65,Padraig Harrington,67,170.53,6480.16,38,173.61,163.8,2012
66,66,Geoff Ogilvy,73,170.4,9031.22,53,174.05,164.58,2012
67,67,Brendon de Jonge,115,170.37,16696.42,98,177.33,164.15,2012
68,68,Erik Compton,81,170.07,9523.65,56,175.13,161.85,2012
69,69,Stephen Gangluff,57,170.0,7139.93,42,175.35,161.44,2012
70,70,Nathan Green,73,169.89,7815.06,46,179.67,160.4,2012
71,71,Harrison Frazar,56,169.8,7301.38,43,173.11,162.88,2012
72,72,Garth Mulroy,59,169.78,6791.38,40,174.96,160.1,2012
73,73,Cameron Tringale,88,169.66,12385.54,73,175.06,162.41,2012
74,74,Kevin Streelman,89,169.43,12368.2,73,175.37,163.78,2012
T75,T75,Michael Bradley,63,169.38,5928.17,35,173.09,164.03,2012
T75,T75,Bo Van Pelt,84,169.38,10671.19,63,175.38,164.05,2012
77,77,Pat Perez,81,169.33,9652.05,57,174.85,163.8,2012
78,78,D.J. Trahan,73,169.13,8456.39,50,173.2,163.42,2012
79,79,Carl Pettersson,92,169.03,12846.11,76,175.17,164.16,2012
80,80,Sangmoon Bae,81,168.73,9617.58,57,175.74,160.03,2012
81,81,J.J. Henry,93,168.6,8767.22,52,175.88,158.07,2012
82,82,Kevin Stadler,85,168.43,9937.51,59,173.88,159.87,2012
83,83,Vijay Singh,99,168.32,12455.92,74,172.65,162.64,2012
84,84,Miguel Angel Carballo,73,168.3,8078.4,48,174.23,158.27,2012
85,85,John Rollins,81,168.25,11777.2,70,173.47,162.02,2012
86,86,Ryo Ishikawa,54,168.13,5884.69,35,172.78,163.94,2012
87,87,Blake Adams,107,168.1,10590.15,63,173.57,159.66,2012
88,88,Ernie Els,80,168.09,10253.23,61,172.85,163.59,2012
89,89,Danny Lee,74,167.98,8903.17,53,175.03,154.14,2012
90,90,Matt Bettencourt,80,167.88,7554.79,45,172.34,161.67,2012
91,91,John Merrick,83,167.87,10408.12,62,171.93,163.11,2012
92,92,Camilo Villegas,79,167.86,12253.53,73,172.17,162.35,2012
93,93,Matt Every,80,167.55,9718.06,58,174.9,162.06,2012
94,94,Tommy Gainey,98,167.53,14575.02,87,173.27,159.43,2012
95,95,Justin Rose,69,167.47,8373.66,50,173.01,163.33,2012
96,96,William McGirt,96,167.35,13722.82,82,171.73,158.96,2012
97,97,Mathew Goggin,65,167.31,9035.0,54,173.86,162.45,2012
98,98,Tim Herron,88,167.2,12205.51,73,174.67,160.23,2012
99,99,Chad Campbell,84,167.16,12202.83,73,172.95,161.36,2012
T100,T100,Tom Gillis,75,167.15,11198.77,67,170.12,162.11,2012
T100,T100,Chris Kirk,93,167.15,13706.3,82,171.61,162.14,2012
102,102,Jason Dufner,83,167.05,10523.95,63,176.28,157.29,2012
103,103,Daniel Summerhays,81,166.84,11011.6,66,175.07,160.59,2012
104,104,Roland Thatcher,55,166.79,6338.19,38,171.47,160.34,2012
105,105,Webb Simpson,77,166.74,10004.45,60,173.4,158.0,2012
106,106,Roberto Castro,92,166.7,11669.11,70,172.52,160.76,2012
107,107,Rory Sabbatini,84,166.59,11827.6,71,170.28,159.92,2012
108,108,Bud Cauley,99,166.45,14980.1,90,171.09,159.97,2012
109,109,Steve Stricker,73,166.29,8148.35,49,171.29,162.09,2012
110,110,Freddie Jacobson,61,166.26,7315.32,44,172.52,161.62,2012
111,111,Brendan Steele,77,166.23,10305.96,62,170.2,160.73,2012
112,112,Hunter Mahan,88,166.15,10301.17,62,169.75,160.99,2012
113,113,Bill Lunde,83,166.12,10631.38,64,170.83,162.39,2012
114,114,Rod Pampling,88,166.1,10962.67,66,172.38,160.6,2012
T115,T115,Scott Brown,65,166.07,7473.21,45,171.6,155.8,2012
T115,T115,Jeff Overton,101,166.07,15112.41,91,171.01,161.58,2012
117,117,Y.E. Yang,64,166.05,7140.34,43,172.2,155.96,2012
118,118,Bob Estes,78,165.98,9460.91,57,170.51,161.65,2012
119,119,Robert Allenby,76,165.58,10266.25,62,174.3,158.54,2012
120,120,Michael Thompson,80,165.53,10097.27,61,169.67,160.93,2012
121,121,Will Claxton,99,165.5,13902.23,84,171.14,159.94,2012
122,122,Kyle Reifers,86,165.43,10918.07,66,169.36,157.51,2012
123,123,Kevin Na,80,165.33,9919.54,60,174.92,155.66,2012
124,124,Hunter Haas,69,165.31,7604.11,46,169.3,160.03,2012
125,125,Graeme McDowell,55,165.25,6775.24,41,168.69,160.2,2012
126,126,Stuart Appleby,75,165.19,10241.47,62,171.04,155.69,2012
127,127,Ryan Moore,89,165.08,13536.29,82,172.94,158.9,2012
128,128,Marco Dawson,60,164.9,6760.8,41,168.69,160.26,2012
129,129,John Huh,99,164.87,13684.03,83,169.63,158.06,2012
130,130,Chris Stroud,86,164.77,11204.25,68,168.77,158.67,2012
131,131,Ian Poulter,57,164.73,6918.67,42,169.02,161.04,2012
132,132,Charlie Wi,86,164.72,11036.0,67,170.62,158.8,2012
133,133,Brian Harman,101,164.71,14824.23,90,170.6,159.52,2012
134,134,Kris Blanks,65,164.63,8395.93,51,171.4,157.28,2012
135,135,Billy Horschel,63,164.61,7571.89,46,168.35,160.35,2012
136,136,Jonas Blixt,72,164.27,10184.77,62,170.55,155.09,2012
137,137,Kevin Kisner,69,164.18,8373.01,51,169.18,158.53,2012
138,138,Johnson Wagner,88,164.09,11978.71,73,168.1,160.31,2012
T139,T139,Ken Duke,104,164.05,14436.18,88,169.67,155.37,2012
T139,T139,Spencer Levin,81,164.05,10170.9,62,170.01,159.03,2012
141,141,Brandt Snedeker,81,164.04,10170.34,62,168.67,160.4,2012
142,142,D.A. Points,88,164.0,12136.29,74,171.72,158.33,2012
143,143,Luke Donald,63,163.94,8196.78,50,168.61,153.33,2012
144,144,Brendon Todd,78,163.71,9003.99,55,169.66,154.07,2012
145,145,Billy Mayfair,90,163.35,11924.26,73,168.12,158.39,2012
146,146,Ben Crane,73,163.2,10771.09,66,169.96,159.1,2012
147,147,Chez Reavie,83,163.1,9949.09,61,170.38,158.63,2012
148,148,Richard Lee,71,162.96,7659.1,47,166.46,154.46,2012
149,149,Jason Bohn,81,162.92,10263.97,63,168.66,158.25,2012
150,150,Arjun Atwal,79,162.83,10095.26,62,167.56,154.66,2012
151,151,Steve Wheatcroft,56,162.79,6185.95,38,165.74,156.39,2012
152,152,Sung Kang,75,162.74,9113.72,56,169.28,154.78,2012
153,153,David Hearn,95,162.69,13014.85,80,166.28,158.28,2012
154,154,Ryuji Imada,78,162.57,9754.11,60,173.34,157.87,2012
155,155,Greg Chalmers,88,162.54,12515.37,77,166.47,158.71,2012
156,156,Russell Knox,72,162.5,8612.59,53,167.28,156.93,2012
157,157,Alexandre Rocha,62,162.48,7799.12,48,169.15,158.4,2012
158,158,Cameron Beckman,81,162.39,11042.2,68,167.37,156.02,2012
159,159,Scott Dunlap,57,162.27,7139.92,44,167.44,157.73,2012
T160,T160,Tommy Biershenk,74,162.25,8761.26,54,168.13,156.6,2012
T160,T160,Dicky Pride,62,162.25,8112.66,50,166.07,154.66,2012
162,162,Gary Christian,91,162.21,10381.47,64,168.07,156.63,2012
163,163,Jim Furyk,85,162.12,10862.28,67,166.57,154.39,2012
164,164,K.J. Choi,71,162.04,8911.95,55,169.21,156.49,2012
165,165,Stephen Ames,54,161.89,5018.56,31,165.17,157.13,2012
166,166,Bryce Molder,83,161.82,11489.16,71,165.06,156.72,2012
167,167,"Ted Potter, Jr.",77,161.8,9707.75,60,167.06,154.01,2012
168,168,Vaughn Taylor,81,161.02,9017.14,56,167.76,155.89,2012
169,169,Matt Kuchar,86,160.51,10914.5,68,164.73,155.24,2012
170,170,John Mallinger,74,160.28,9616.78,60,163.62,154.78,2012
171,171,Patrick Sheehan,58,160.17,6567.09,41,164.74,156.17,2012
172,172,Ben Curtis,62,160.15,8327.7,52,165.02,155.39,2012
173,173,Kyle Thompson,51,159.89,5436.11,34,164.21,156.11,2012
174,174,Rocco Mediate,70,159.69,8942.5,56,164.61,155.06,2012
175,175,David Mathis,83,159.35,10357.52,65,163.05,152.62,2012
176,176,Justin Leonard,79,159.22,8916.41,56,163.73,153.86,2012
177,177,Zach Johnson,95,159.21,11781.77,74,164.17,151.74,2012
178,178,Mark Wilson,84,159.14,10821.37,68,164.77,153.41,2012
179,179,Billy Hurley III,70,158.89,8262.23,52,163.84,151.1,2012
180,180,Tom Pernice Jr.,62,158.37,8076.88,51,165.37,153.12,2012
181,181,Colt Knost,79,157.76,10096.39,64,163.73,151.97,2012
182,182,Jeff Maggert,83,157.61,11978.13,76,165.07,152.87,2012
183,183,Heath Slocum,93,157.39,11174.57,71,160.57,151.47,2012
184,184,Chris DiMarco,83,157.35,10385.34,66,162.63,147.94,2012
185,185,Brian Davis,91,156.9,12709.17,81,162.37,150.94,2012
186,186,Jerry Kelly,84,155.51,11352.31,73,161.93,151.24,2012
187,187,Nick O'Hern,78,155.3,10094.4,65,162.91,148.31,2012
188,188,Brian Gay,91,155.12,11324.0,73,157.76,150.26,2012
189,189,David Toms,60,154.98,6354.07,41,158.57,149.68,2012
190,190,Tim Clark,60,154.88,8518.58,55,158.65,148.81,2012
191,191,Gavin Coles,72,154.42,7875.55,51,158.73,143.1,2012
1,1,Bubba Watson,76,182.53,9491.56,52,187.34,177.22,2013
2,2,Charlie Beljan,62,182.26,8201.82,45,188.92,174.15,2013
3,3,Luke List,65,181.24,9243.45,51,186.03,175.25,2013
4,4,Gary Woodland,94,180.64,9935.07,55,185.4,174.86,2013
5,5,Dustin Johnson,71,180.32,7212.76,40,186.67,176.09,2013
6,6,Rory McIlroy,56,179.86,6295.21,35,185.21,172.51,2013
7,7,Nicolas Colsaerts,50,179.56,6464.19,36,183.22,172.8,2013
8,8,Graham DeLaet,94,178.8,12695.1,71,184.81,173.77,2013
9,9,Robert Garrigus,69,178.45,7316.31,41,183.88,172.78,2013
10,10,Jason Kokrak,78,178.34,11235.56,63,186.56,171.06,2013
11,11,Eric Meierdierks,48,177.9,6582.43,37,183.79,167.91,2013
12,12,Ángel Cabrera,73,177.89,9783.93,55,184.93,168.82,2013
13,13,Seung-Yul Noh,71,177.77,10666.47,60,181.69,173.04,2013
14,14,Adam Scott,61,177.57,6747.64,38,182.11,174.23,2013
15,15,Nick Watney,88,177.48,12956.31,73,181.82,172.76,2013
16,16,Jason Day,86,177.04,8498.08,48,182.69,165.24,2013
17,17,Scott Stallings,79,176.94,10970.07,62,182.7,171.64,2013
18,18,Kyle Stanley,71,176.93,9908.15,56,186.03,156.41,2013
19,19,Tag Ridings,69,176.87,8489.81,48,182.32,170.25,2013
20,20,Sergio Garcia,65,176.34,6524.65,37,179.86,170.58,2013
21,21,Aaron Baddeley,68,176.32,8463.57,48,181.09,169.77,2013
22,22,Henrik Stenson,65,175.8,4043.3,23,182.92,164.95,2013
23,23,Keegan Bradley,88,175.42,10700.33,61,178.74,171.65,2013
24,24,Jimmy Walker,84,175.39,13154.38,75,181.31,170.46,2013
25,25,Robert Streb,75,175.33,10870.56,62,180.09,168.43,2013
26,26,Martin Flores,83,175.3,13673.71,78,180.68,170.68,2013
27,27,Harris English,95,175.28,12444.61,71,181.56,169.66,2013
28,28,Derek Ernst,58,175.23,9462.38,54,180.15,165.37,2013
29,29,Tiger Woods,61,175.06,5426.84,31,180.45,170.96,2013
30,30,Charl Schwartzel,69,174.62,8556.31,49,178.03,170.13,2013
31,31,Matt Jones,83,174.61,12222.66,70,179.68,169.9,2013
32,32,Bobby Gates,49,174.15,6966.02,40,179.21,154.75,2013
33,33,Charles Howell III,87,173.62,14063.41,81,178.39,168.3,2013
34,34,Martin Laird,68,173.6,7985.63,46,177.12,169.48,2013
35,35,Patrick Reed,83,173.23,11779.32,68,178.11,165.14,2013
36,36,Lucas Glover,65,173.07,8480.4,49,178.12,166.8,2013
37,37,Sean O'Hair,56,172.98,6919.14,40,177.68,167.23,2013
T38,T38,James Driscoll,76,172.97,10723.91,62,178.57,167.02,2013
T38,T38,Ryan Palmer,79,172.97,10897.06,63,177.01,168.5,2013
40,40,Steven Bowditch,67,172.96,10204.72,59,178.62,169.08,2013
T41,T41,Stewart Cink,71,172.85,7087.0,41,178.62,160.94,2013
T41,T41,Scott Piercy,78,172.85,9161.09,53,177.56,167.41,2013
43,43,Greg Owen,73,172.76,11229.08,65,178.27,161.45,2013
T44,T44,Charley Hoffman,84,172.65,13121.37,76,178.72,164.81,2013
T44,T44,Marc Leishman,77,172.65,11049.7,64,177.97,167.07,2013
46,46,Jim Herman,59,172.29,6546.98,38,174.85,167.83,2013
47,47,George McNeill,68,172.07,10324.1,60,180.43,165.79,2013
48,48,Trevor Immelman,73,171.87,9968.55,58,177.95,159.97,2013
49,49,Kevin Chappell,80,171.85,9967.05,58,177.37,165.65,2013
50,50,Shawn Stefani,63,171.75,7556.93,44,180.1,166.55,2013
51,51,Lee Westwood,70,171.63,9611.48,56,175.28,166.24,2013
52,52,John Senden,79,171.44,10286.52,60,174.95,166.11,2013
53,53,Martin Kaymer,61,171.38,7711.88,45,175.18,165.43,2013
54,54,Brad Fritsch,81,171.37,12167.29,71,178.73,165.37,2013
55,55,Rickie Fowler,75,171.33,10108.28,59,177.41,167.51,2013
56,56,Ricky Barnes,74,171.29,10106.05,59,175.93,166.15,2013
57,57,Phil Mickelson,78,171.08,4448.02,26,177.03,164.4,2013
58,58,Brendon de Jonge,110,171.02,15562.48,91,175.01,165.26,2013
59,59,Steve LeBrun,66,170.66,8703.72,51,177.0,163.24,2013
60,60,John Rollins,77,170.64,11432.59,67,176.9,164.69,2013
61,61,Kevin Stadler,83,170.36,12436.46,73,177.89,159.81,2013
62,62,Bill Haas,85,170.2,11914.2,70,174.48,163.81,2013
63,63,Troy Matteson,68,170.17,9359.4,55,173.87,165.03,2013
64,64,Justin Rose,62,170.03,6801.11,40,175.07,164.97,2013
65,65,Andres Romero,63,170.01,7990.63,47,173.5,163.86,2013
66,66,Pat Perez,69,169.98,11048.78,65,177.53,160.82,2013
67,67,Josh Teater,86,169.88,10362.38,61,175.74,165.08,2013
T68,T68,Padraig Harrington,52,169.64,5428.49,32,177.89,164.7,2013
T68,T68,Henrik Norlander,70,169.64,9330.4,55,173.29,165.68,2013
70,70,Brendan Steele,86,169.61,12720.61,75,174.78,160.46,2013
71,71,Boo Weekley,100,169.33,14732.04,87,179.47,162.91,2013
72,72,Morgan Hoffmann,64,169.3,8972.98,53,175.04,162.7,2013
73,73,Cameron Tringale,80,169.27,11679.61,69,178.19,162.04,2013
74,74,Russell Henley,80,169.23,11000.17,65,176.53,154.13,2013
75,75,J.J. Henry,83,169.22,9138.06,54,173.49,162.82,2013
76,76,Geoff Ogilvy,57,169.2,6937.32,41,172.91,157.93,2013
77,77,Erik Compton,74,169.15,10656.68,63,176.31,164.46,2013
78,78,James Hahn,78,169.07,11158.59,66,176.6,154.61,2013
T79,T79,Michael Bradley,56,169.05,6254.95,37,174.26,165.29,2013
T79,T79,Scott Brown,65,169.05,9636.08,57,172.76,162.54,2013
81,81,Camilo Villegas,79,168.89,10977.84,65,173.31,164.29,2013
82,82,Brandt Jobe,62,168.81,8440.35,50,172.22,162.26,2013
83,83,Carl Pettersson,82,168.79,10633.89,63,173.83,164.69,2013
84,84,Cameron Percy,68,168.77,9451.37,56,174.5,162.51,2013
85,85,Robert Karlsson,56,168.74,6412.27,38,172.99,163.79,2013
86,86,Ryo Ishikawa,72,168.64,9443.75,56,176.17,162.21,2013
87,87,Jeff Overton,78,168.57,12474.26,74,173.9,161.59,2013
88,88,Rory Sabbatini,86,168.21,12447.33,74,173.06,158.05,2013
89,89,Webb Simpson,92,168.18,10931.54,65,173.37,161.35,2013
90,90,Sangmoon Bae,83,168.11,12272.34,73,175.44,162.61,2013
91,91,Nicholas Thompson,99,168.01,14616.47,87,172.37,159.45,2013
92,92,John Merrick,79,167.98,11086.62,66,171.32,163.53,2013
93,93,Chad Campbell,78,167.97,11422.11,68,174.18,163.57,2013
94,94,D.J. Trahan,48,167.89,6044.08,36,172.71,159.66,2013
95,95,Billy Horschel,96,167.88,13262.16,79,173.35,161.09,2013
96,96,Bo Van Pelt,72,167.86,8896.58,53,172.46,162.93,2013
97,97,Kevin Streelman,86,167.76,11911.06,71,172.68,157.17,2013
98,98,Luke Guthrie,82,167.62,11565.58,69,171.99,162.27,2013
99,99,Peter Hanson,45,167.58,5697.79,34,172.4,162.11,2013
100,100,Freddie Jacobson,63,167.44,8204.33,49,171.03,161.76,2013
101,101,Tom Gillis,69,167.41,10212.1,61,170.76,158.97,2013
102,102,Tommy Gainey,84,167.36,12551.74,75,172.82,160.33,2013
103,103,Chris Kirk,89,166.99,13192.44,79,173.4,160.73,2013
104,104,Hunter Mahan,91,166.86,11346.19,68,176.34,163.33,2013
105,105,Matt Every,89,166.83,14681.08,88,175.2,152.64,2013
106,106,Scott Gardiner,61,166.7,9168.77,55,174.0,159.5,2013
107,107,Ian Poulter,59,166.6,5997.7,36,172.08,161.86,2013
108,108,Fabián Gómez,65,166.36,9316.01,56,169.9,160.08,2013
109,109,Jason Dufner,78,166.34,10978.59,66,173.68,158.7,2013
110,110,Stuart Appleby,88,166.27,12636.22,76,170.64,159.04,2013
111,111,Vijay Singh,61,166.14,7974.57,48,171.62,161.27,2013
T112,T112,Robert Allenby,58,166.08,7805.81,47,171.28,157.61,2013
T112,T112,Jordan Spieth,82,166.08,11791.55,71,170.2,160.24,2013
114,114,Jonas Blixt,76,165.98,11950.74,72,172.96,160.17,2013
115,115,Tim Herron,45,165.97,6804.72,41,169.3,161.9,2013
116,116,Ernie Els,63,165.96,7468.0,45,170.71,161.4,2013
117,117,Roberto Castro,97,165.88,13104.15,79,169.91,159.55,2013
118,118,Michael Thompson,66,165.69,8450.01,51,171.6,160.47,2013
119,119,Andrew Svoboda,46,165.62,6127.77,37,169.68,159.29,2013
120,120,Alistair Presnell,59,165.5,7944.11,48,171.33,161.5,2013
121,121,Daniel Summerhays,83,165.38,13726.17,83,171.09,160.01,2013
122,122,David Lingmerth,68,165.31,10083.65,61,169.42,160.65,2013
123,123,Rod Pampling,46,164.91,5936.75,36,169.54,160.15,2013
124,124,Steve Stricker,51,164.85,5769.69,35,168.77,162.04,2013
125,125,Y.E. Yang,56,164.53,6745.89,41,169.46,158.95,2013
126,126,Bob Estes,66,164.49,8388.93,51,168.84,158.9,2013
127,127,Brian Harman,89,164.41,13152.49,80,169.57,159.2,2013
128,128,John Huh,88,164.38,12493.0,76,169.89,155.59,2013
T129,T129,Will Claxton,67,164.3,9529.24,58,170.15,156.4,2013
T129,T129,William McGirt,75,164.3,11829.84,72,169.07,157.17,2013
131,131,Matt Kuchar,93,164.11,12472.27,76,168.91,156.82,2013
132,132,Richard Lee,81,163.85,11961.08,73,172.02,157.33,2013
133,133,Brandt Snedeker,79,163.68,9657.34,59,167.33,158.43,2013
134,134,Ryan Moore,72,163.67,9983.59,61,171.45,155.56,2013
135,135,Bud Cauley,67,163.53,8503.66,52,169.16,151.05,2013
136,136,Vaughn Taylor,50,163.45,6374.59,39,168.04,158.38,2013
137,137,Luke Donald,60,163.39,7352.67,45,168.47,159.31,2013
138,138,Ken Duke,87,163.38,11763.41,72,169.51,156.67,2013
139,139,Graeme McDowell,53,163.18,6527.32,40,168.6,158.78,2013
140,140,Johnson Wagner,64,163.14,8483.45,52,172.65,156.74,2013
T141,T141,Justin Hicks,79,162.88,9447.22,58,166.59,155.8,2013
T141,T141,Chris Stroud,88,162.88,13030.54,80,170.12,157.93,2013
143,143,D.H. Lee,65,162.45,9584.74,59,167.96,147.59,2013
144,144,Brian Stuard,78,162.39,10880.01,67,167.07,158.52,2013
145,145,Greg Chalmers,77,162.38,12178.26,75,172.31,154.99,2013
146,146,"Ted Potter, Jr.",65,162.36,9254.47,57,166.5,157.06,2013
147,147,D.A. Points,87,162.28,11034.87,68,169.06,153.2,2013
148,148,Stephen Ames,49,162.12,6484.76,40,166.68,156.66,2013
149,149,Casey Wittenberg,72,162.1,10212.05,63,168.37,155.74,2013
150,150,Ben Kohles,75,161.93,10039.58,62,167.23,156.91,2013
151,151,Charlie Wi,75,161.66,10508.09,65,171.36,155.82,2013
152,152,K.J. Choi,85,161.62,9696.98,60,167.0,153.43,2013
153,153,Jim Furyk,80,161.3,10968.2,68,169.27,154.71,2013
154,154,David Hearn,88,161.15,12408.64,77,165.99,156.18,2013
155,155,David Mathis,71,160.98,9819.62,61,166.05,152.06,2013
156,156,Ben Crane,62,160.81,8683.53,54,165.0,155.92,2013
157,157,Scott Langley,79,160.78,10129.24,63,165.0,155.36,2013
158,158,Jason Bohn,70,160.73,11251.43,70,168.15,155.61,2013
159,159,Mike Weir,60,160.63,7228.14,45,164.0,153.84,2013
160,160,David Lynn,70,160.41,8983.03,56,165.25,155.48,2013
161,161,Justin Bolli,59,160.36,7536.72,47,166.01,154.78,2013
162,162,Ben Curtis,59,160.32,7695.49,48,164.2,154.83,2013
163,163,Bryce Molder,82,160.31,11542.54,72,164.6,154.67,2013
164,164,Zach Johnson,84,160.16,11371.34,71,164.59,155.7,2013
165,165,Chez Reavie,72,160.04,11682.57,73,163.38,156.68,2013
166,166,Brian Davis,91,159.41,13868.9,87,167.48,154.77,2013
167,167,Doug LaBelle II,72,158.81,9687.22,61,164.33,152.55,2013
168,168,Aaron Watkins,46,158.44,5703.93,36,162.66,151.16,2013
169,169,Mark Wilson,56,158.3,8073.06,51,162.51,153.9,2013
170,170,Dicky Pride,71,158.28,9813.12,62,162.71,153.9,2013
171,171,Justin Leonard,86,158.06,12328.57,78,163.34,153.21,2013
172,172,Lee Williams,62,157.7,8515.58,54,163.04,154.04,2013
173,173,David Toms,49,157.01,4867.36,31,166.8,150.39,2013
174,174,Jeff Maggert,63,156.59,9238.69,59,159.52,151.16,2013
175,175,Jerry Kelly,75,156.38,10321.31,66,159.97,152.55,2013
176,176,Colt Knost,69,155.79,9503.33,61,159.99,150.36,2013
T177,T177,Brian Gay,79,155.57,11667.55,75,176.48,148.68,2013
T177,T177,Darron Stiles,51,155.57,6222.86,40,160.43,151.06,2013
179,179,Tim Clark,64,155.25,6986.12,45,159.74,150.75,2013
180,180,Jin Park,52,155.16,7137.36,46,160.16,149.35,2013
1,1,Bubba Watson,76,183.48,9540.98,52,188.49,178.6,2014
2,2,Andrew Loupe,65,182.09,8740.37,48,188.95,154.51,2014
3,3,Rory McIlroy,66,179.73,8627.01,48,184.65,174.0,2014
4,4,Gary Woodland,93,179.48,11845.86,66,184.22,173.44,2014
5,5,Jhonattan Vegas,77,179.43,12021.57,67,186.37,164.5,2014
T6,T6,Dustin Johnson,58,179.38,7354.49,41,183.34,171.97,2014
T6,T6,Brooks Koepka,56,179.38,7175.08,40,185.68,145.17,2014
8,8,Jason Kokrak,65,178.99,10739.12,60,183.84,173.62,2014
9,9,Charlie Beljan,76,178.54,12855.19,72,184.96,167.46,2014
10,10,Adam Scott,68,177.26,9572.2,54,180.9,171.51,2014
T11,T11,Robert Garrigus,80,177.16,12401.27,70,182.99,169.53,2014
T11,T11,J.B. Holmes,86,177.16,11692.66,66,181.36,170.53,2014
13,13,Graham DeLaet,80,177.04,9914.41,56,181.77,169.92,2014
14,14,Jamie Lovemark,64,176.93,7784.81,44,181.62,169.44,2014
