RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE,Year
T170,T170,Jamie Lovemark,22,358,Honda Classic,2,10,734,2011
T170,T170,Mark O'Meara,8,358,The Open,2,1,778,2011
T170,T170,Martin Piller,63,358,HP Byron Nelson,4,3,19,2011
T170,T170,John Senden,94,358,Texas Open,2,10,770,2011
T170,T170,Nate Smith,66,358,Texas Open,2,1,770,2011
T170,T170,Jordan Spieth,4,358,HP Byron Nelson,2,3,19,2011
T170,T170,Jerod Turner,10,358,Texas Open,2,10,770,2011
T170,T170,Tiger Woods,27,358,WGC-Bridgestone,3,16,36,2011
T183,T183,Brian Davis,105,357,Reno-Tahoe Open,3,18,660,2011
T183,T183,Robert Gamez,23,357,Reno-Tahoe Open,1,18,660,2011
T183,T183,Martin Kaymer,38,357,WGC-Bridgestone,3,8,36,2011
T183,T183,Bill Lunde,92,357,Hyundai T of C,2,1,656,2011
T183,T183,George McNeill,69,357,HP Byron Nelson,4,10,19,2011
T183,T183,Fran Quinn,26,357,Wyndham Champ.,1,18,752,2011
T183,T183,Roland Thatcher,67,357,Reno-Tahoe Open,4,1,660,2011
T183,T183,Mike Weir,34,357,Texas Open,2,17,770,2011
T191,T191,Alex Aragon,6,356,Reno-Tahoe Open,4,1,660,2011
T191,T191,Tim Clark,11,356,Hyundai T of C,2,1,656,2011
T191,T191,Martin Flores,4,356,HP Byron Nelson,2,1,19,2011
T191,T191,Thongchai Jaidee,2,356,The Open,1,2,778,2011
T191,T191,Zach Johnson,79,356,Hyundai T of C,2,1,656,2011
T191,T191,Davis Love III,70,356,Honda Classic,1,4,734,2011
T191,T191,Alex Noren,14,356,The Open,1,1,778,2011
T191,T191,Nick Taylor,4,356,Crowne Plaza,2,1,21,2011
T199,T199,Ricky Barnes,78,355,The Open,2,1,778,2011
T199,T199,Rich Beem,53,355,HP Byron Nelson,3,3,19,2011
T199,T199,Todd Fischer,8,355,HP Byron Nelson,2,1,19,2011
T199,T199,Kevin Kisner,70,355,HP Byron Nelson,4,3,19,2011
T199,T199,Jarrod Lyle,83,355,Texas Open,4,8,770,2011
T199,T199,Ian Poulter,52,355,Hyundai T of C,2,7,656,2011
T199,T199,Rory Sabbatini,85,355,WGC-Bridgestone,2,8,36,2011
T206,T206,Richard Green,11,354,The Open,4,1,778,2011
T206,T206,Richard McEvoy,4,354,The Open,4,1,778,2011
T206,T206,Thorbjørn Olesen,2,354,The Open,1,1,778,2011
T206,T206,Chris Riley,76,354,HP Byron Nelson,4,1,19,2011
T206,T206,Danny Willett,2,354,The Open,1,2,778,2011
T211,T211,Kris Blanks,92,353,Wyndham Champ.,3,18,752,2011
T211,T211,Luke Donald,73,353,WGC-Bridgestone,3,8,36,2011
T211,T211,Adam Hadwin,20,353,The Greenbrier,3,6,771,2011
T211,T211,Scott Hend,2,353,U.S. Open,1,1,24,2011
T211,T211,Creighton Honeck,2,353,Reno-Tahoe Open,2,8,660,2011
T211,T211,Steve Marino,76,353,John Deere Clas,3,17,669,2011
T211,T211,Scott McCarron,65,353,Texas Open,2,10,770,2011
T211,T211,Aron Price,58,353,Reno-Tahoe Open,1,5,660,2011
T219,T219,Cameron Beckman,71,352,Hyundai T of C,1,1,656,2011
T219,T219,Thomas Bjørn,16,352,The Open,1,2,778,2011
T219,T219,George Coetzee,4,352,The Open,1,2,778,2011
T219,T219,Dave Eichelberger,2,352,Sony Open,1,12,6,2011
T219,T219,Andres Gonzales,60,352,Zurich Classic,1,12,714,2011
T219,T219,Chez Reavie,92,352,Reno-Tahoe Open,1,1,660,2011
T219,T219,Sam Saunders,22,352,Zurich Classic,2,4,714,2011
T219,T219,Mike Small,16,352,Reno-Tahoe Open,1,18,660,2011
T219,T219,Peter Uihlein,16,352,The Open,1,2,778,2011
T219,T219,Charlie Wi,83,352,Honda Classic,1,10,734,2011
T229,T229,Rich Barcelo,2,351,Reno-Tahoe Open,2,8,660,2011
T229,T229,Andre Stolz,8,351,The Greenbrier,3,7,771,2011
T229,T229,Camilo Villegas,69,351,Honda Classic,1,2,734,2011
T229,T229,Duffy Waldorf,36,351,John Deere Clas,1,15,669,2011
T233,T233,Greg Chalmers,88,350,J. Timberlake,1,3,538,2011
T233,T233,Chad Collins,47,350,HP Byron Nelson,4,3,19,2011
T233,T233,Chris DiMarco,93,350,Reno-Tahoe Open,4,1,660,2011
T233,T233,Matt Every,16,350,Texas Open,4,9,770,2011
T233,T233,Mark Hensby,17,350,John Deere Clas,2,2,669,2011
T233,T233,Trevor Immelman,84,350,The Open,4,1,778,2011
T233,T233,Ryo Ishikawa,27,350,Transitions Chp,2,10,665,2011
T233,T233,Mark Laskey,2,350,The Open,2,1,778,2011
T233,T233,Billy Mayfair,94,350,Texas Open,2,10,770,2011
T233,T233,Francis McGuirk,2,350,The Open,1,2,778,2011
T233,T233,Matt McQuillan,59,350,Reno-Tahoe Open,3,18,660,2011
T233,T233,D.A. Points,89,350,HP Byron Nelson,4,1,19,2011
T233,T233,Brett Quigley,25,350,Reno-Tahoe Open,1,18,660,2011
T233,T233,Anthony Rodriguez,2,350,J. Timberlake,2,4,538,2011
T233,T233,Kirk Triplett,26,350,Reno-Tahoe Open,1,1,660,2011
T233,T233,Jay Williamson,16,350,Reno-Tahoe Open,2,18,660,2011
T249,T249,Ben Crane,76,349,HP Byron Nelson,4,3,19,2011
T249,T249,Kenneth Ferrie,4,349,The Open,1,2,778,2011
T249,T249,Kent Jones,76,349,Reno-Tahoe Open,2,1,660,2011
T249,T249,Kevin Streelman,90,349,Crowne Plaza,2,11,21,2011
T249,T249,Steve Stricker,70,349,Hyundai T of C,2,1,656,2011
T249,T249,Kevin Tway,8,349,John Deere Clas,1,15,669,2011
T249,T249,Mark Wilson,89,349,John Deere Clas,4,10,669,2011
T256,T256,Joe Affrunti,15,348,Texas Open,2,10,770,2011
T256,T256,Gary Boyd,4,348,The Open,4,1,778,2011
T256,T256,Ross Fisher,24,348,The Open,2,1,778,2011
T256,T256,Yuta Ikeda,27,348,WGC-Bridgestone,3,8,36,2011
T256,T256,Chih-Bing Lam,2,348,The Open,2,1,778,2011
T256,T256,Tyler Leon,2,348,Shell Houston,2,8,729,2011
T256,T256,Ryan Moore,79,348,The Open,2,1,778,2011
T256,T256,Dean Wilson,62,348,AT&T Pebble,4,9,5,2011
T264,T264,Marco Dawson,12,347,John Deere Clas,4,10,669,2011
T264,T264,Hiroyuki Fujita,17,347,Honda Classic,3,4,734,2011
T264,T264,Bryce Molder,82,347,HP Byron Nelson,1,8,19,2011
T264,T264,Francesco Molinari,31,347,The Open,1,2,778,2011
T264,T264,Kevin Na,84,347,Reno-Tahoe Open,2,8,660,2011
T264,T264,Heath Slocum,89,347,Wyndham Champ.,4,5,752,2011
T264,T264,Henrik Stenson,45,347,Crowne Plaza,3,11,21,2011
T264,T264,Matt Weibring,14,347,John Deere Clas,1,2,669,2011
T264,T264,Garrett Willis,71,347,John Deere Clas,2,15,669,2011
T273,T273,Tom Gillis,55,346,Wyndham Champ.,3,18,752,2011
T273,T273,Morgan Hoffmann,12,346,John Deere Clas,1,2,669,2011
T273,T273,Parker McLachlin,6,346,HP Byron Nelson,2,7,19,2011
T273,T273,Edoardo Molinari,44,346,The Open,2,1,778,2011
T273,T273,Daniel Summerhays,75,346,Texas Open,2,1,770,2011
T278,T278,Mark Calcavecchia,16,345,The Open,1,2,778,2011
T278,T278,Daniel Chopra,6,345,Arnold Palmer,4,12,9,2011
T278,T278,Paul Goydos,81,345,Reno-Tahoe Open,2,14,660,2011
T278,T278,Pablo Larrazabal,12,345,The Open,4,1,778,2011
T278,T278,John Mallinger,42,345,John Deere Clas,3,17,669,2011
T278,T278,Nick O'Hern,89,345,Reno-Tahoe Open,3,18,660,2011
T278,T278,Scott Verplank,46,345,HP Byron Nelson,2,3,19,2011
T285,T285,Lanto Griffin,4,344,The Greenbrier,1,13,771,2011
T285,T285,Raphael Jacquelin,6,344,The Open,1,2,778,2011
T285,T285,Rocco Mediate,53,344,Reno-Tahoe Open,2,1,660,2011
T285,T285,Troy Merritt,63,344,John Deere Clas,2,14,669,2011
T289,T289,Thomas Aiken,10,343,WGC-Cadillac,2,6,8,2011
T289,T289,Notah Begay III,9,343,Reno-Tahoe Open,1,18,660,2011
T289,T289,Patrick Cantlay,20,343,AT&T National,4,9,773,2011
T289,T289,Bud Cauley,30,343,Reno-Tahoe Open,2,18,660,2011
T289,T289,Richard Johnson,64,343,Reno-Tahoe Open,1,1,660,2011
T289,T289,Erick Justesen,4,343,Frys.com Open,4,5,775,2011
T289,T289,Garth Mulroy,10,343,HP Byron Nelson,3,10,19,2011
T289,T289,Dicky Pride,23,343,Reno-Tahoe Open,2,1,660,2011
T289,T289,Patrick Reed,9,343,St. Jude,1,9,513,2011
T289,T289,David Toms,78,343,Crowne Plaza,2,11,21,2011
T299,T299,Michael Connell,76,342,Reno-Tahoe Open,3,18,660,2011
T299,T299,Ryuji Imada,83,342,The Greenbrier,3,6,771,2011
T301,T301,Christopher DeForest,4,341,U.S. Open,1,1,24,2011
T301,T301,Jeff Peck,2,341,The Heritage,2,16,12,2011
T303,T303,Tony Finau,2,340,Sony Open,1,16,6,2011
T303,T303,José María Olazábal,14,340,Reno-Tahoe Open,1,1,660,2011
T305,T305,Grégory Havret,10,339,The Open,2,1,778,2011
T305,T305,Andrew Loupe,2,339,Zurich Classic,2,15,714,2011
T305,T305,Jeff Maggert,49,339,AT&T Pebble,4,9,5,2011
T305,T305,Prayad Marksaeng,2,339,The Open,1,2,778,2011
T305,T305,Len Mattiace,10,339,Reno-Tahoe Open,2,18,660,2011
T305,T305,Brian Maurer,2,339,John Deere Clas,2,15,669,2011
T311,T311,Anthony Paolucci,6,338,Farmers Ins.,1,18,4,2011
T311,T311,Neil Schietekat,2,338,The Open,2,2,778,2011
T311,T311,Shunsuke Sonoda,2,338,Sony Open,1,16,6,2011
T311,T311,Kevin Sutherland,33,338,Honda Classic,1,4,734,2011
T315,T315,Michael Allen,16,337,Zurich Classic,1,11,714,2011
T315,T315,Craig Bowden,9,337,John Deere Clas,2,15,669,2011
T315,T315,Graham DeLaet,5,337,St. Jude,2,6,513,2011
T315,T315,Garrett Frank,2,337,The Greenbrier,2,7,771,2011
T315,T315,Mathew Goggin,4,337,Wells Fargo,4,16,698,2011
T315,T315,Graeme Storm,2,337,The Open,1,2,778,2011
T321,T321,Darren Clarke,10,336,The Open,3,2,778,2011
T321,T321,Erik Compton,21,336,Shell Houston,2,8,729,2011
T321,T321,Marty Jertson,4,336,J. Timberlake,1,9,538,2011
T321,T321,Troy Kelly,4,336,Phoenix Open,4,13,510,2011
T321,T321,Parker LaBarge,2,336,Texas Open,1,9,770,2011
T321,T321,Matteo Manassero,27,336,Transitions Chp,4,11,665,2011
T321,T321,Tadahiro Takayama,3,336,The Open,1,2,778,2011
T321,T321,Marc Turnesa,54,336,Honda Classic,2,2,734,2011
T329,T329,Fredrik Andersson Hed,6,335,PGA Championshi,2,2,780,2011
T329,T329,Fred Couples,18,335,Shell Houston,4,18,729,2011
T329,T329,Ben Curtis,66,335,Wyndham Champ.,1,5,752,2011
T329,T329,Tom Lehman,18,335,Phoenix Open,4,17,510,2011
T329,T329,John Riegger,2,335,J. Timberlake,2,4,538,2011
T329,T329,Robert Rock,8,335,The Open,2,1,778,2011
T329,T329,Brady Schnell,2,335,John Deere Clas,2,15,669,2011
T336,T336,Alex Cejka,59,334,Crowne Plaza,2,1,21,2011
T336,T336,Simon Edwards,2,334,The Open,1,1,778,2011
T336,T336,Brian Gay,90,334,J. Timberlake,2,11,538,2011
T336,T336,Jin Jeong,8,334,Texas Open,2,10,770,2011
T336,T336,Preston Otte,2,334,J. Timberlake,1,11,538,2011
T336,T336,Brandon Smith,2,334,Phoenix Open,1,15,510,2011
T336,T336,Omar Uresti,14,334,Reno-Tahoe Open,2,17,660,2011
T343,T343,Steve Allan,4,333,The Greenbrier,2,7,771,2011
T343,T343,Lucas Bjerregaard,2,333,The Open,1,2,778,2011
T343,T343,Chad Proehl,2,333,John Deere Clas,1,15,669,2011
T346,T346,Jason Gore,19,332,St. Jude,2,7,513,2011
T346,T346,Matthew Millar,4,332,The Open,1,2,778,2011
T348,T348,Tetsuji Hiratsuka,4,331,The Open,1,2,778,2011
T348,T348,Jerry Kelly,85,331,HP Byron Nelson,4,1,19,2011
T348,T348,Simon Khan,4,331,The Open,2,1,778,2011
T348,T348,Jason Kokrak,2,331,Transitions Chp,2,6,665,2011
T348,T348,Darren Wallace,2,331,Canadian Open,2,10,716,2011
T353,T353,Eric Axley,3,330,Texas Open,2,10,770,2011
T353,T353,Floris De Vries,4,330,The Open,2,1,778,2011
T353,T353,Matt Hill,5,330,AT&T Pebble,2,10,445,2011
T353,T353,Craig Hinton,2,330,The Open,2,1,778,2011
T353,T353,Brad Kennedy,2,330,The Open,2,1,778,2011
T353,T353,Drew Kittleson,2,330,J. Timberlake,2,3,538,2011
T353,T353,Hugo León,2,330,Canadian Open,2,10,716,2011
T353,T353,Matt Marshall,2,330,Frys.com Open,2,18,775,2011
T353,T353,Nyasha Mauchaza,2,330,Wyndham Champ.,1,18,752,2011
T353,T353,Dan Olsen,2,330,PGA Championshi,1,2,780,2011
T353,T353,Jeff Quinney,42,330,John Deere Clas,1,2,669,2011
T353,T353,"Jerry Richardson, Jr.",2,330,Wyndham Champ.,1,18,752,2011
T353,T353,Johnson Wagner,81,330,Wyndham Champ.,4,5,752,2011
T353,T353,Tom Watson,8,330,The Greenbrier,2,13,771,2011
T367,T367,Mark Brooks,14,329,Crowne Plaza,1,2,21,2011
T367,T367,Rhys Davies,6,329,The Open,1,2,778,2011
T367,T367,Skip Kendall,14,329,Reno-Tahoe Open,1,8,660,2011
T367,T367,Martin Maritz,2,329,The Open,2,1,778,2011
T367,T367,Drew Weaver,6,329,Memorial Tourn,3,13,23,2011
T372,T372,Josh Anderson,2,328,Farmers Ins.,1,7,4,2011
T372,T372,Bennett Blakeman,2,328,U.S. Open,1,1,24,2011
T372,T372,Andreas Hartø,2,328,U.S. Open,1,1,24,2011
T372,T372,Miguel Angel Jiménez,26,328,PGA Championshi,2,2,780,2011
T372,T372,WC Liang,6,328,Sony Open,2,18,6,2011
T372,T372,Joost Luiten,4,328,The Open,4,1,778,2011
T372,T372,Sandy Lyle,4,328,The Open,1,2,778,2011
T372,T372,Nathan Stamey,2,328,Wyndham Champ.,1,14,752,2011
T380,T380,Will Claxton,4,327,Transitions Chp,1,18,665,2011
T380,T380,Steve Dartnall,2,327,Shell Houston,2,6,729,2011
T380,T380,Christo Greyling,4,327,U.S. Open,1,1,24,2011
T380,T380,Hideki Matsuyama,6,327,Sony Open,2,18,6,2011
T380,T380,Tom Shadbolt,2,327,The Open,2,1,778,2011
T385,T385,Kurt Barnes,2,326,The Open,1,2,778,2011
T385,T385,Andrew Johnston,2,326,The Open,2,1,778,2011
T387,T387,Jeff Coston,2,325,PGA Championshi,1,2,780,2011
T387,T387,Johan Edfors,8,325,PGA Championshi,3,2,780,2011
T387,T387,John Ellis,4,325,Frys.com Open,1,9,775,2011
T387,T387,Brad Faxon,27,325,John Deere Clas,2,2,669,2011
T387,T387,Brad Fritsch,4,325,Canadian Open,2,10,716,2011
T387,T387,Brad Lardon,4,325,Texas Open,2,17,770,2011
T387,T387,Marcel Siem,4,325,U.S. Open,1,1,24,2011
T394,T394,David Bradshaw,4,324,Honda Classic,1,2,734,2011
T394,T394,Nicolas Colsaerts,2,324,U.S. Open,1,1,24,2011
T394,T394,Russell Henley,4,324,U.S. Open,1,1,24,2011
T394,T394,Nate Olivo,2,324,Wyndham Champ.,1,18,752,2011
T398,T398,Michael Barbosa,2,323,U.S. Open,1,1,24,2011
T398,T398,Scott Barr,2,323,U.S. Open,1,1,24,2011
T398,T398,Brad Benjamin,4,323,U.S. Open,1,1,24,2011
T398,T398,Bubba Dickerson,2,323,U.S. Open,1,1,24,2011
T398,T398,Kip Henley,2,323,St. Jude,2,7,513,2011
T398,T398,Darron Stiles,2,323,Wyndham Champ.,2,11,752,2011
T398,T398,Michael Whitehead,2,323,U.S. Open,1,1,24,2011
T405,T405,Billy Andrade,7,322,Travelers Champ,1,13,503,2011
T405,T405,Christian Brand,2,322,The Greenbrier,2,16,771,2011
T405,T405,Kevin Hayashi,2,322,Sony Open,2,18,6,2011
T405,T405,Billy Hurley III,9,322,AT&T National,1,10,773,2011
T409,T409,Elliot Gealy,2,321,U.S. Open,1,1,24,2011
T409,T409,Hennie Otto,4,321,WGC-Bridgestone,2,3,36,2011
T411,T411,Greg Huxman,2,320,Viking Classic,1,4,609,2011
T411,T411,Jason Knutzon,2,320,The Open,2,1,778,2011
T411,T411,Rick Kulacz,2,320,The Open,2,1,778,2011
T411,T411,Michio Matsumura,2,320,Sony Open,2,18,6,2011
T411,T411,Jae-bum Park,4,320,WGC-Bridgestone,2,18,36,2011
T411,T411,Nick Price,4,320,Honda Classic,3,2,734,2011
T411,T411,Matthew Richardson,2,320,U.S. Open,1,1,24,2011
T411,T411,Phil Schmitt,4,320,Viking Classic,2,13,609,2011
T419,T419,Carlos Franco,6,319,Viking Classic,2,3,609,2011
T419,T419,Stephen Gallacher,8,319,U.S. Open,1,1,24,2011
T419,T419,Thomas Levet,2,319,U.S. Open,1,1,24,2011
T419,T419,Andrew McLardy,2,319,St. Jude,2,9,513,2011
T419,T419,Richard Scott,4,319,The McGladrey,1,11,776,2011
T424,T424,Lonny Alexander,2,318,Shell Houston,2,17,729,2011
T424,T424,Josh Broadaway,4,318,Honda Classic,1,10,734,2011
T424,T424,Dave Bunker,2,318,Canadian Open,2,11,716,2011
T424,T424,Lee Corfield,2,318,The Open,2,2,778,2011
T424,T424,Robert Damron,10,318,Arnold Palmer,2,15,9,2011
T424,T424,Jon Mills,2,318,U.S. Open,1,1,24,2011
T430,T430,Albin Choi,2,317,Canadian Open,2,10,716,2011
T430,T430,Fred Funk,14,317,Zurich Classic,1,11,714,2011
T430,T430,Andrew Magee,2,317,Arnold Palmer,2,15,9,2011
T430,T430,Tim Wilkinson,2,317,Northern Trust,2,3,500,2011
T434,T434,Mark Anderson,2,316,The Heritage,1,12,12,2011
T434,T434,Alex Carpenter,2,316,Arnold Palmer,2,9,9,2011
T434,T434,Erik Flores,2,316,Frys.com Open,2,18,775,2011
T434,T434,David Frost,2,316,Crowne Plaza,2,7,21,2011
T434,T434,Josh Habig,2,316,Canadian Open,1,13,716,2011
T434,T434,Kyle Thompson,2,316,Wells Fargo,1,10,698,2011
T440,T440,Grégory Bourdy,6,315,The Open,2,2,778,2011
T440,T440,Tom Byrum,4,315,Viking Classic,1,5,609,2011
T440,T440,Wes Heffernan,4,315,U.S. Open,1,1,24,2011
T440,T440,Roger Sloan,2,315,Canadian Open,1,15,716,2011
T444,T444,Jesse Hutchins,2,314,U.S. Open,1,1,24,2011
T444,T444,Jung-gon Hwang,4,314,The Open,1,1,778,2011
T444,T444,Steve Lee,2,314,St. Jude,1,16,513,2011
T444,T444,Olafur Loftsson,2,314,Wyndham Champ.,2,18,752,2011
T444,T444,Ryan Nelson,2,314,U.S. Open,1,1,24,2011
T444,T444,Greg O'Mahony,2,314,Honda Classic,2,2,734,2011
T444,T444,Brett Patterson,2,314,U.S. Open,1,1,24,2011
T444,T444,Steve Schneiter,2,314,PGA Championshi,2,2,780,2011
T444,T444,Vance Veazey,2,314,St. Jude,1,9,513,2011
T444,T444,Chris Williams,2,314,U.S. Open,2,1,24,2011
T454,T454,Daniel Balin,2,313,PGA Championshi,2,2,780,2011
T454,T454,Billy Kennerly,2,313,Wyndham Champ.,2,18,752,2011
T454,T454,Russell Knox,2,313,Transitions Chp,1,10,665,2011
T454,T454,Eugene Wong,4,313,Memorial Tourn,1,11,23,2011
T458,T458,Todd Camplin,4,312,PGA Championshi,2,2,780,2011
T458,T458,Phillip Choi,2,312,The McGladrey,2,16,776,2011
T458,T458,David Howell,2,312,U.S. Open,1,1,24,2011
T458,T458,Scott Langley,2,312,John Deere Clas,2,15,669,2011
T458,T458,Simon Lilly,2,312,The Open,1,2,778,2011
T458,T458,Adam Long,2,312,U.S. Open,1,1,24,2011
T458,T458,Clark Richardson,2,312,St. Jude,2,7,513,2011
T458,T458,Brian Smock,2,312,Farmers Ins.,2,17,4,2011
T458,T458,"Michael Tobiason, Jr.",2,312,U.S. Open,1,1,24,2011
T467,T467,Jamie Donaldson,2,311,PGA Championshi,1,2,780,2011
T467,T467,Chris Epperson,2,311,The Heritage,1,6,12,2011
T467,T467,Koumei Oda,2,311,Sony Open,2,6,6,2011
T467,T467,Jeff Sorenson,2,311,PGA Championshi,2,2,780,2011
T471,T471,Alejandro Cañizares,6,310,The Open,2,1,778,2011
T471,T471,Faber Jamerson,2,310,PGA Championshi,2,2,780,2011
T471,T471,J.L. Lewis,4,310,Viking Classic,3,14,609,2011
T471,T471,Joe Panzeri,2,310,Canadian Open,2,10,716,2011
T475,T475,Shigeki Maruyama,6,309,Sony Open,4,13,6,2011
T475,T475,Mike Northern,2,309,PGA Championshi,2,2,780,2011
T475,T475,Dustin Risdon,4,309,Canadian Open,4,10,716,2011
T475,T475,Matthew Swan,2,309,Viking Classic,1,9,609,2011
T475,T475,Rick Woodson,2,309,HP Byron Nelson,2,3,19,2011
T480,T480,Michael Clark II,2,308,Viking Classic,1,18,609,2011
T480,T480,Matt Fast,2,308,Viking Classic,1,14,609,2011
T480,T480,Jeff Freeman,2,308,Transitions Chp,1,10,665,2011
T480,T480,Daehyun Kim,2,308,U.S. Open,2,1,24,2011
T480,T480,Peter Lonard,8,308,Viking Classic,3,4,609,2011
T480,T480,Scott Pinckney,2,308,U.S. Open,2,1,24,2011
T480,T480,Geoffrey Sisk,2,308,U.S. Open,1,1,24,2011
T487,T487,Jim Carter,2,307,Zurich Classic,2,5,714,2011
T487,T487,Robert Dinwiddie,2,307,U.S. Open,1,1,24,2011
T487,T487,Jonathan Randolph,4,307,Viking Classic,1,18,609,2011
T487,T487,Andy Smith,2,307,The Open,1,1,778,2011
T487,T487,Will Wilcox,2,307,U.S. Open,1,1,24,2011
T492,T492,Fulton Allem,4,306,Crowne Plaza,2,2,21,2011
T492,T492,Bryan Bigley,2,306,Wells Fargo,1,5,698,2011
T492,T492,Markus Brier,2,306,The Open,2,1,778,2011
T492,T492,Zack Byrd,2,306,U.S. Open,1,1,24,2011
T492,T492,Paul Lawrie,4,306,The Open,2,1,778,2011
T492,T492,Phil Tataurangi,2,306,Viking Classic,1,4,609,2011
T498,T498,Bobby Hudson,2,305,St. Jude,2,17,513,2011
T498,T498,John Huston,6,305,Transitions Chp,2,10,665,2011
T498,T498,Do-Hoon Kim,4,305,U.S. Open,1,1,24,2011
T498,T498,Maarten Lafeber,2,305,U.S. Open,1,1,24,2011
T502,T502,Olin Browne,2,304,Crowne Plaza,2,2,21,2011
T502,T502,Sean Dougherty,2,304,PGA Championshi,2,2,780,2011
T504,T504,Benjamín Alvarado,2,303,Canadian Open,1,10,716,2011
T504,T504,Jon Fiedler,4,303,Northern Trust,1,15,500,2011
T504,T504,Brian Locke,2,303,U.S. Open,1,1,24,2011
T507,T507,Keith Clearwater,2,302,Crowne Plaza,2,15,21,2011
T507,T507,Kenichi Kuboya,4,302,U.S. Open,1,1,24,2011
T507,T507,José de Jesús Rodríguez,4,302,Canadian Open,1,15,716,2011
T510,T510,Hiroo Kawai,2,301,The Open,1,2,778,2011
T510,T510,Ted Tryba,2,301,Viking Classic,1,18,609,2011
T512,T512,Scott Erdmann,2,300,PGA Championshi,1,2,780,2011
T512,T512,Mitch Lowe,2,300,Frys.com Open,2,18,775,2011
T512,T512,David May,2,300,U.S. Open,1,1,24,2011
T512,T512,Rod Perry,4,300,Arnold Palmer,2,15,9,2011
T512,T512,Tim Weinhart,2,300,The McGladrey,2,7,776,2011
T517,T517,Dick Mast,1,299,Viking Classic,1,1,609,2011
T517,T517,Tom Murray,2,299,The McGladrey,2,7,776,2011
T517,T517,Grant Waite,2,299,Viking Classic,1,14,609,2011
T520,T520,Dan Forsman,2,298,Viking Classic,1,14,609,2011
T520,T520,Steve Irwin,2,298,U.S. Open,1,1,24,2011
T522,T522,SSP Chawrasia,4,297,WGC-Cadillac,1,1,8,2011
T522,T522,Travis Hampshire,2,297,Transitions Chp,1,10,665,2011
T522,T522,C.T. Pan,2,297,U.S. Open,1,1,24,2011
T522,T522,Bob Sowards,2,297,PGA Championshi,1,2,780,2011
T526,T526,Brian Bateman,4,296,Viking Classic,1,9,609,2011
T526,T526,Guy Boros,4,296,Viking Classic,3,13,609,2011
T526,T526,Tom Hoge,2,296,Canadian Open,1,7,716,2011
T526,T526,Steve Jones,4,296,Bob Hope,4,2,741,2011
T526,T526,Prom Meesawat,2,296,The Open,1,2,778,2011
T526,T526,James Oh,2,296,Farmers Ins.,1,7,4,2011
532,532,Larry Nelson,2,295,PGA Championshi,1,2,780,2011
T533,T533,Andy Bean,2,294,Arnold Palmer,1,8,9,2011
T533,T533,David Chung,4,294,U.S. Open,2,1,24,2011
T533,T533,Stuart Deane,1,294,Viking Classic,1,18,609,2011
T533,T533,Brendan Jones,3,294,PGA Championshi,1,5,780,2011
T533,T533,Michael Smith,2,294,U.S. Open,1,1,24,2011
T533,T533,Craig Stevens,2,294,PGA Championshi,2,2,780,2011
T533,T533,Ty Tryon,2,294,U.S. Open,1,1,24,2011
T533,T533,Adam Wootton,2,294,The Open,1,1,778,2011
T541,T541,Mitch Evanecz,2,293,Canadian Open,1,13,716,2011
T541,T541,Joey Lamielle,2,293,U.S. Open,1,1,24,2011
T541,T541,Corey Pavin,12,293,Crowne Plaza,2,18,21,2011
T541,T541,Chris Wilson,2,293,U.S. Open,1,1,24,2011
T545,T545,Matthew Edwards,2,292,U.S. Open,1,1,24,2011
T545,T545,Rob Moss,2,292,PGA Championshi,2,2,780,2011
T545,T545,David Saka,2,292,Sony Open,1,8,6,2011
T545,T545,Peter Senior,4,292,WGC-Cadillac,2,17,8,2011
T549,T549,David Horsey,2,291,PGA Championshi,2,2,780,2011
T549,T549,David Hutsell,2,291,PGA Championshi,1,2,780,2011
T549,T549,Chris Starkjohann,4,291,Bob Hope,1,8,763,2011
T552,T552,Bernhard Langer,2,290,The Open,1,2,778,2011
T552,T552,Jerry Pate,2,290,PGA Championshi,2,2,780,2011
T552,T552,Nathan Smith,2,290,Masters,2,2,14,2011
T555,T555,Marcus Fraser,4,289,WGC-Cadillac,1,8,8,2011
T555,T555,Doug LaBelle II,2,289,Sony Open,1,2,6,2011
T555,T555,Bryden MacPherson,2,289,The Open,2,2,778,2011
T555,T555,Stuart Smith,2,289,PGA Championshi,1,2,780,2011
T559,T559,Brian Cairns,2,288,PGA Championshi,2,5,780,2011
T559,T559,Dave Rummells,1,288,Viking Classic,1,14,609,2011
T561,T561,Bob Burns,2,287,Viking Classic,1,14,609,2011
T561,T561,Glen Day,4,287,The Heritage,2,16,12,2011
T561,T561,Robin Freeman,2,287,Viking Classic,1,3,609,2011
T564,T564,Shane Lowry,2,286,U.S. Open,1,1,24,2011
T564,T564,Willie Wood,4,286,Wells Fargo,2,10,698,2011
566,566,John Morse,2,285,Viking Classic,1,4,609,2011
567,567,Lee Rinker,2,284,Honda Classic,1,14,734,2011
568,568,Brad Adamonis,2,283,U.S. Open,1,1,24,2011
569,569,Nolan Henke,2,279,Viking Classic,1,14,609,2011
570,570,Jeff Hart,2,278,Farmers Ins.,1,17,4,2011
571,571,Ian Woosnam,2,277,Masters,2,2,14,2011
572,572,Mark Carnevale,2,276,Viking Classic,2,5,609,2011
573,573,Brian Hutton,2,275,Canadian Open,1,7,716,2011
574,574,Craig Stadler,2,274,Masters,1,1,14,2011
