RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE,Year
T171,T171,Robert Streb,87,380,Genesis Scottish Open,1,15,977,2022
T179,T179,Oliver Bekker,2,379,PGA Championship,2,1,611,2022
T179,T179,Brandon Hagy,82,379,Mexico Open,4,2,978,2022
T179,T179,Harry Hall,8,379,Shriners,3,4,538,2022
T179,T179,Étienne Papineau,2,379,WM Phoenix Open,1,15,510,2022
T179,T179,Aldrich Potgieter,2,379,The Open,1,2,668,2022
T179,T179,Harold Varner III,76,379,PGA Championship,1,13,611,2022
T185,T185,Marcus Armitage,8,378,Genesis Scottish Open,2,15,977,2022
T185,T185,Brandon Bingaman,2,378,PGA Championship,1,13,611,2022
T185,T185,Wesley Bryan,53,378,AT&T Byron Nelson,2,10,894,2022
T185,T185,John Catlin,4,378,The Open,1,2,668,2022
T185,T185,Michael Gligic,79,378,John Deere,4,2,669,2022
T185,T185,Jared Jones,2,378,PGA Championship,2,1,611,2022
T185,T185,Edoardo Molinari,2,378,Genesis Scottish Open,1,7,977,2022
T185,T185,Peter Uihlein,46,378,AT&T Byron Nelson,2,10,894,2022
T185,T185,Jared Wolfe,61,378,3M Open,1,6,883,2022
T194,T194,Rafa Cabrera Bello,28,377,Genesis Scottish Open,2,10,977,2022
T194,T194,Doug Ghim,90,377,Genesis Scottish Open,2,15,977,2022
T194,T194,Adam Hadwin,92,377,U.S. Open,3,4,654,2022
T194,T194,Padraig Harrington,14,377,The Open,1,2,668,2022
T194,T194,Sadom Kaewkanjana,6,377,PGA Championship,2,1,611,2022
T194,T194,Jake Kevorkian,2,377,Valero,2,18,770,2022
T194,T194,Robert MacIntyre,27,377,Genesis Scottish Open,1,7,977,2022
T194,T194,Peter Malnati,103,377,WM Phoenix Open,1,5,510,2022
T194,T194,Kalle Samooja,4,377,Genesis Scottish Open,2,15,977,2022
T194,T194,Austin Smotherman,83,377,Charles Schwab,1,14,21,2022
T194,T194,Nick Taylor,88,377,Genesis Scottish Open,1,15,977,2022
T205,T205,David Duval,2,376,The Open,1,2,668,2022
T205,T205,Kramer Hickok,91,376,PGA Championship,1,1,611,2022
T205,T205,Maclain Huge,2,376,Barbasol,1,4,884,2022
T205,T205,Rikard Karlberg,4,376,Genesis Scottish Open,3,10,977,2022
T205,T205,Francesco Laporta,6,376,Genesis Scottish Open,2,7,977,2022
T205,T205,Jaekyeong Lee,8,376,Genesis Scottish Open,1,15,977,2022
T205,T205,Shaun Norris,14,376,PGA Championship,2,13,611,2022
T205,T205,Dawie van der Walt,66,376,AT&T Byron Nelson,4,8,894,2022
T213,T213,Abraham Ancer,63,375,The Open,1,2,668,2022
T213,T213,Jamie Donaldson,6,375,Genesis Scottish Open,2,15,977,2022
T213,T213,Ewen Ferguson,4,375,Genesis Scottish Open,2,15,977,2022
T213,T213,Tommy Gainey,37,375,Wells Fargo,2,15,237,2022
T213,T213,Brice Garnett,83,375,Wyndham,1,5,752,2022
T213,T213,Emiliano Grillo,86,375,The Open,1,2,668,2022
T213,T213,Lee Hodges,95,375,Charles Schwab,4,11,21,2022
T213,T213,Tom Hoge,101,375,Genesis Scottish Open,2,10,977,2022
T213,T213,Jin Jeong,2,375,Shriners,2,2,538,2022
T213,T213,Russell Knox,93,375,AT&T Pebble Beach,4,9,5,2022
T213,T213,Keita Nakajima,14,375,The Open,1,2,668,2022
T213,T213,Andrea Pavan,4,375,Genesis Scottish Open,1,7,977,2022
T213,T213,Scott Piercy,85,375,Fortinet Championship,4,13,552,2022
T213,T213,Chad Ramey,79,375,PGA Championship,1,1,611,2022
T213,T213,Martin Trainer,84,375,Barbasol,1,4,884,2022
T213,T213,Cameron Tringale,99,375,Genesis Scottish Open,2,7,977,2022
T213,T213,Kevin Tway,83,375,Wyndham,3,14,752,2022
T230,T230,Maverick Antcliff,2,374,Genesis Scottish Open,2,7,977,2022
T230,T230,Nacho Elvira,4,374,Genesis Scottish Open,1,7,977,2022
T230,T230,Russell Henley,81,374,PGA Championship,2,13,611,2022
T230,T230,Sean McCarty,4,374,PGA Championship,2,1,611,2022
T230,T230,Seung-Yul Noh,69,374,Valero,2,18,770,2022
T230,T230,Nathan Petronzio,4,374,John Deere,2,2,669,2022
T230,T230,J.T. Poston,90,374,BMW Championship,2,5,901,2022
T230,T230,Ian Poulter,51,374,PGA Championship,2,1,611,2022
T230,T230,Danny Willett,66,374,The Open,1,2,668,2022
T239,T239,Jorge Campillo,2,373,Genesis Scottish Open,2,15,977,2022
T239,T239,Kevin Chappell,63,373,Valero,4,9,770,2022
T239,T239,Martin Kaymer,10,373,PGA Championship,2,1,611,2022
T239,T239,Kevin Kisner,77,373,Sentry,3,18,656,2022
T239,T239,Blake McShea,4,373,Wyndham,1,5,752,2022
T239,T239,Turk Pettit,10,373,Mexico Open,2,2,978,2022
T239,T239,Dylan Wu,73,373,Mexico Open,2,12,978,2022
T246,T246,Ludvig Aberg,8,372,Valero,2,5,770,2022
T246,T246,Paul Barjon,75,372,AT&T Byron Nelson,4,8,894,2022
T246,T246,Wil Besseling,6,372,Genesis Scottish Open,1,15,977,2022
T246,T246,Nick Hardy,67,372,Wyndham,1,5,752,2022
T246,T246,Charles Howell III,54,372,John Deere,2,2,669,2022
T246,T246,Zach Johnson,64,372,PGA Championship,2,1,611,2022
T246,T246,Nate Lashley,76,372,AT&T Pebble Beach,1,9,5,2022
T246,T246,Adrian Meronk,6,372,Genesis Scottish Open,2,7,977,2022
T246,T246,Kevin Na,46,372,PGA Championship,1,1,611,2022
T246,T246,Zac Oakley,2,372,PGA Championship,2,13,611,2022
T246,T246,Carlos Ortiz,61,372,PGA Championship,1,13,611,2022
T246,T246,Quinn Riley,2,372,John Deere,2,2,669,2022
T246,T246,David Skinns,70,372,AT&T Byron Nelson,1,10,894,2022
T246,T246,Sami Valimaki,4,372,Genesis Scottish Open,2,15,977,2022
T246,T246,Camilo Villegas,75,372,Wyndham,2,14,752,2022
T246,T246,Jimmy Walker,41,372,Houston Open,1,13,897,2022
T262,T262,S.H. Kim,4,371,THE CJ CUP,4,18,899,2022
T262,T262,Marcus Kinhult,2,371,Genesis Scottish Open,1,7,977,2022
T262,T262,Chris Kirk,88,371,PGA Championship,1,13,611,2022
T262,T262,Chris Naegel,16,371,John Deere,4,2,669,2022
T262,T262,Tapio Pulkkanen,2,371,Genesis Scottish Open,2,3,977,2022
T262,T262,Brendan Steele,77,371,BMW Championship,3,12,901,2022
T262,T262,Johnny Travale,2,371,RBC Canadian,2,14,772,2022
T262,T262,Daniel Wetterich,2,371,Barbasol,2,5,884,2022
T262,T262,Kevin Yu,16,371,Shriners,3,4,538,2022
T271,T271,Matthew Borchert,2,370,PGA Championship,2,13,611,2022
T271,T271,Justin De Los Santos,4,370,The Open,3,2,668,2022
T271,T271,Mark Hensby,12,370,John Deere,2,14,669,2022
T271,T271,Vaughn Taylor,57,370,AT&T Pebble Beach,4,9,5,2022
T275,T275,Bo Hoag,55,369,Wyndham,1,18,752,2022
T275,T275,Andrew Landry,35,369,Sanderson Farms,3,18,746,2022
T275,T275,Jesse Mueller,6,369,PGA Championship,1,1,611,2022
T275,T275,Henrik Norlander,78,369,Wyndham,2,14,752,2022
T275,T275,John Parry,4,369,The Open,1,2,668,2022
T275,T275,Marco Penge,2,369,The Open,1,1,668,2022
T275,T275,Chez Reavie,91,369,3M Open,1,3,883,2022
T275,T275,Matthias Schwab,76,369,RBC Canadian,2,14,772,2022
T275,T275,Nick Watney,80,369,AT&T Pebble Beach,1,9,5,2022
T284,T284,Michael Block,4,368,PGA Championship,1,13,611,2022
T284,T284,Eugenio Chacarra,8,368,Sanderson Farms,3,18,746,2022
T284,T284,Matthew Jordan,6,368,Genesis Scottish Open,1,10,977,2022
T284,T284,Mikko Korhonen,4,368,Genesis Scottish Open,2,7,977,2022
T284,T284,Hank Lebioda,86,368,3M Open,1,3,883,2022
T284,T284,Taylor Moore,92,368,Mexico Open,2,2,978,2022
T284,T284,Adam Svensson,102,368,AT&T Pebble Beach,4,9,5,2022
T284,T284,Shawn Warren,2,368,PGA Championship,2,13,611,2022
T284,T284,Fabrizio Zanotti,6,368,Genesis Scottish Open,1,15,977,2022
T293,T293,Richard Bland,18,367,PGA Championship,2,13,611,2022
T293,T293,Jason Dufner,56,367,PGA Championship,2,13,611,2022
T293,T293,Derek Ernst,18,367,John Deere,4,2,669,2022
T293,T293,Hanbyeol Kim,4,367,THE CJ CUP,4,1,899,2022
T293,T293,Andrew Loupe,2,367,AT&T Byron Nelson,2,10,894,2022
T293,T293,Anthony Quayle,4,367,The Open,4,2,668,2022
T293,T293,Kyle Westmoreland,4,367,Honda,2,4,734,2022
T293,T293,Vince Whaley,91,367,Valero,2,17,770,2022
T301,T301,Scott Brown,45,366,AT&T Pebble Beach,1,9,5,2022
T301,T301,John Daly,4,366,The Open,1,2,668,2022
T301,T301,Luke Donald,67,366,AT&T Pebble Beach,3,10,769,2022
T301,T301,Matt Ford,2,366,The Open,1,2,668,2022
T301,T301,Jim Knous,57,366,AT&T Byron Nelson,1,8,894,2022
T301,T301,Jinichiro Kozuma,8,366,PGA Championship,1,13,611,2022
T301,T301,Matt Kuchar,71,366,PGA Championship,1,13,611,2022
T301,T301,Doc Redman,85,366,Wyndham,3,18,752,2022
T309,T309,Steven Brown,2,365,Genesis Scottish Open,2,10,977,2022
T309,T309,Tyler Duncan,86,365,AT&T Pebble Beach,4,9,5,2022
T309,T309,Brian Gay,46,365,John Deere,2,14,669,2022
T309,T309,Ben Griffin,6,365,Mexico Open,1,6,978,2022
T309,T309,Bill Haas,98,365,RBC Canadian,2,5,772,2022
T309,T309,Cole Hammer,8,365,Wyndham,2,18,752,2022
T309,T309,Rikuya Hoshino,14,365,PGA Championship,2,13,611,2022
T309,T309,Nic Ishee,2,365,PGA Championship,2,13,611,2022
T309,T309,Jose Cristobal Islas,2,365,Mexico Open,1,12,978,2022
T309,T309,Rick Lamb,14,365,Wyndham,1,18,752,2022
T309,T309,Stuart Macdonald,2,365,RBC Canadian,2,14,772,2022
T309,T309,Richard Mansell,6,365,The Open,1,2,668,2022
T309,T309,Ben Martin,46,365,Wyndham,1,18,752,2022
T309,T309,Kevin Streelman,88,365,John Deere,4,2,669,2022
T309,T309,Michael Thorbjornsen,8,365,Rocket Mortgage,1,8,876,2022
T309,T309,Marc Warren,4,365,Genesis Scottish Open,4,10,977,2022
T325,T325,Thomas Bjørn,1,364,Genesis Scottish Open,1,7,977,2022
T325,T325,Tyler Collet,2,364,PGA Championship,2,1,611,2022
T325,T325,Tim Feenstra,2,364,PGA Championship,1,1,611,2022
T325,T325,Daniel Gale,2,364,3M Open,1,16,883,2022
T325,T325,Scott Gutschewski,62,364,Wyndham,1,18,752,2022
T325,T325,Dimi Papadatos,2,364,The Open,2,2,668,2022
T325,T325,Scott Vincent,6,364,The Open,1,2,668,2022
T332,T332,Alex Cejka,5,363,PGA Championship,2,13,611,2022
T332,T332,Filippo Celli,4,363,The Open,1,2,668,2022
T332,T332,John Huh,80,363,John Deere,2,14,669,2022
T332,T332,Blake Kennedy,4,363,Valspar,2,1,665,2022
T332,T332,Martin Laird,72,363,Valero,2,18,770,2022
T332,T332,Justin Lower,80,363,Wyndham,1,18,752,2022
T332,T332,Sean O'Hair,40,363,Arnold Palmer,1,9,9,2022
T339,T339,Ryan Armour,56,362,3M Open,1,3,883,2022
T339,T339,Ben Cook,2,362,Rocket Mortgage,2,12,876,2022
T339,T339,Yuto Katsuragawa,4,362,The Open,4,1,668,2022
T339,T339,Sihwan Kim,2,362,The Open,1,2,668,2022
T339,T339,Jeff Winther,2,362,Genesis Scottish Open,1,7,977,2022
T344,T344,Bronson Burgoon,37,361,Shriners,2,4,538,2022
T344,T344,Greg Chalmers,28,361,John Deere,2,4,669,2022
T344,T344,Tommy Gibson,2,361,Wyndham,2,18,752,2022
T344,T344,Stewart Hagestad,6,361,U.S. Open,3,15,654,2022
T344,T344,Justin Harding,10,361,PGA Championship,2,16,611,2022
T344,T344,Ryosuke Kinoshita,6,361,PGA Championship,1,1,611,2022
T344,T344,Ben Kohles,69,361,Wyndham,2,18,752,2022
T344,T344,Jason Scrivener,12,361,Genesis Scottish Open,3,15,977,2022
T344,T344,Shubhankar Sharma,2,361,Genesis Scottish Open,2,7,977,2022
T344,T344,Preston Stanley,8,361,John Deere,2,2,669,2022
T344,T344,Chris Stroud,33,361,Fortinet Championship,2,4,552,2022
T355,T355,MJ Daffue,8,360,U.S. Open,3,4,654,2022
T355,T355,Mickey DeMorat,6,360,Wyndham,1,18,752,2022
T355,T355,Brett Drewitt,62,360,RBC Canadian,2,14,772,2022
T355,T355,Lanto Griffin,78,360,John Deere,2,9,669,2022
T355,T355,Takumi Kanaya,22,360,PGA Championship,2,1,611,2022
T355,T355,Kelly Kraft,75,360,Wyndham,3,18,752,2022
T355,T355,Derek Lamely,4,360,3M Open,1,3,883,2022
T355,T355,Kyle Mendoza,5,360,PGA Championship,2,1,611,2022
T355,T355,Adrian Otaegui,4,360,Genesis Scottish Open,2,7,977,2022
T355,T355,Kyle Reifers,4,360,Sanderson Farms,2,18,746,2022
T355,T355,Chase Seiffert,59,360,U.S. Open,2,8,654,2022
T355,T355,Stephen Stallings Jr.,8,360,Barbasol,1,15,884,2022
T367,T367,Jonathan Byrd,61,359,Wyndham,2,18,752,2022
T367,T367,Austin Cook,75,359,John Deere,3,2,669,2022
T367,T367,Quade Cummins,6,359,Fortinet Championship,4,16,552,2022
T367,T367,Stephen Dodd,2,359,The Open,1,2,668,2022
T367,T367,Austin Hurt,2,359,PGA Championship,1,13,611,2022
T367,T367,Benjamin James,2,359,Travelers,1,12,503,2022
T367,T367,J.J. Killeen,2,359,AT&T Byron Nelson,1,10,894,2022
T367,T367,Cameron Percy,50,359,Wyndham,1,18,752,2022
T367,T367,Greyson Sigg,96,359,John Deere,2,14,669,2022
T367,T367,Daniel van Tonder,4,359,Genesis Scottish Open,2,7,977,2022
T377,T377,Marcus Byrd,2,358,Corales Puntacana,1,12,244,2022
T377,T377,Joshua Creel,53,358,Wyndham,2,18,752,2022
T377,T377,Robert Dinwiddie,4,358,The Open,1,2,668,2022
T377,T377,Nick Dunlap,2,358,U.S. Open,2,4,654,2022
T377,T377,Matthew Griffin,2,358,The Open,1,2,668,2022
T377,T377,Marcus Helligkilde,8,358,Barbasol,1,5,884,2022
T377,T377,David Horsey,1,358,Genesis Scottish Open,1,7,977,2022
T377,T377,Alvaro Ortiz,4,358,Mexico Open,1,12,978,2022
T377,T377,Carlos Pigem,4,358,Barbasol,1,4,884,2022
T377,T377,Rory Sabbatini,55,358,John Deere,1,14,669,2022
T377,T377,Sam Stevens,8,358,U.S. Open,3,1,654,2022
T377,T377,T.J. Vogel,3,358,The American Express,2,8,704,2022
T389,T389,Santiago De la Fuente,2,357,Mexico Open,2,2,978,2022
T389,T389,Pablo Larrazabal,4,357,PGA Championship,1,1,611,2022
T389,T389,Davis Love III,18,357,Wyndham,1,18,752,2022
T389,T389,Ryan Moore,49,357,Wyndham,4,18,752,2022
T389,T389,Trent Phillips,2,357,Wyndham,2,18,752,2022
T389,T389,Andrew Putnam,96,357,Fortinet Championship,4,5,552,2022
T389,T389,Johannes Veerman,4,357,Genesis Scottish Open,1,7,977,2022
T396,T396,Albin Choi,2,356,RBC Canadian,2,14,772,2022
T396,T396,Alfredo Garcia-Heredia,6,356,Barbasol,1,4,884,2022
T396,T396,Brad Kennedy,4,356,The Open,4,2,668,2022
T396,T396,Niklas Norgaard Moller,6,356,Barbasol,1,4,884,2022
T396,T396,Preston Summerhays,2,356,WM Phoenix Open,1,2,510,2022
T396,T396,Trevor Werbylo,8,356,RBC Canadian,2,17,772,2022
T402,T402,Sam Bairstow,4,355,The Open,1,1,668,2022
T402,T402,Lucas Bjerregaard,8,355,Barbasol,1,11,884,2022
T402,T402,Jason Bohn,10,355,3M Open,1,9,883,2022
T402,T402,Min-gyu Cho,2,355,The Open,1,2,668,2022
T402,T402,Espen Kofstad,8,355,Barbasol,1,4,884,2022
T402,T402,Danny Lee,54,355,Arnold Palmer,4,12,9,2022
T402,T402,James Morrison,8,355,Genesis Scottish Open,2,15,977,2022
T402,T402,Laird Shepherd,4,355,U.S. Open,2,15,654,2022
T402,T402,Kris Ventura,2,355,Fortinet Championship,2,1,552,2022
T402,T402,Richy Werenski,69,355,Wyndham,2,18,752,2022
T412,T412,Paul Casey,25,354,THE CJ CUP,2,18,899,2022
T412,T412,Jared du Toit,4,354,RBC Canadian,1,5,772,2022
T412,T412,Michael Duncan,2,354,Fortinet Championship,1,1,552,2022
T412,T412,Austin Eckroat,13,354,WM Phoenix Open,3,9,510,2022
T412,T412,Brent Grant,4,354,Sony Open,1,1,6,2022
T412,T412,Benjamin Hebert,4,354,Barbasol,2,5,884,2022
T412,T412,Wes Heffernan,2,354,RBC Canadian,2,5,772,2022
T412,T412,Kazuki Higa,6,354,The Open,2,2,668,2022
T412,T412,Zander Lombard,2,354,The Open,2,1,668,2022
T412,T412,Logan McAllister,2,354,Valero,2,10,770,2022
T412,T412,Dylan Menante,2,354,3M Open,1,9,883,2022
T412,T412,Lars Van Meijel,4,354,The Open,3,1,668,2022
T412,T412,Bo Van Pelt,44,354,Wyndham,2,18,752,2022
T425,T425,Patrick Flavin,28,353,Barbasol,1,4,884,2022
T425,T425,Charles Jahn,2,353,John Deere,2,2,669,2022
T425,T425,William Mouw,2,353,U.S. Open,2,15,654,2022
T425,T425,John Murphy,5,353,AT&T Pebble Beach,3,10,769,2022
T425,T425,Sam Ryder,92,353,WM Phoenix Open,3,5,510,2022
T425,T425,Isaiah Salinda,2,353,U.S. Open,1,4,654,2022
T425,T425,Michael Thompson,88,353,John Deere,4,2,669,2022
T425,T425,Brendon Todd,87,353,Wyndham,2,18,752,2022
T433,T433,Aaron Baddeley,39,352,Valero,2,18,770,2022
T433,T433,Austin Greaser,6,352,U.S. Open,2,8,654,2022
T433,T433,Cody Gribble,6,352,3M Open,1,3,883,2022
T433,T433,Taylor Montgomery,6,352,Farmers,4,9,4,2022
T433,T433,Andy Ogletree,6,352,Sony Open,2,14,6,2022
T433,T433,Davis Thompson,10,352,Arnold Palmer,4,4,9,2022
T433,T433,D.J. Trahan,25,352,John Deere,2,2,669,2022
T440,T440,John Augenstein,6,351,Fortinet Championship,3,1,552,2022
T440,T440,Sam Bennett,6,351,U.S. Open,3,15,654,2022
T440,T440,Aaron Beverly,2,351,Genesis,1,2,500,2022
T440,T440,Aaron Cockerill,12,351,RBC Canadian,2,5,772,2022
T440,T440,Ben Crane,27,351,Barbasol,1,5,884,2022
T440,T440,Myles Creighton,2,351,RBC Canadian,2,5,772,2022
T440,T440,BJ Doucett,2,351,Sony Open,1,18,6,2022
T440,T440,Caleb Manuel,2,351,U.S. Open,2,8,654,2022
T448,T448,Rich Beem,2,350,PGA Championship,1,13,611,2022
T448,T448,Fred Biondi,2,350,U.S. Open,2,15,654,2022
T448,T448,Jonathan Caldwell,2,350,Genesis Scottish Open,2,15,977,2022
T448,T448,Joe Deraney,2,350,RBC Canadian,2,5,772,2022
T448,T448,Jason Gore,2,350,3M Open,1,9,883,2022
T448,T448,Jazz Janewattananond,2,350,Genesis Scottish Open,1,7,977,2022
T448,T448,Brendan Leonard,2,350,RBC Canadian,2,14,772,2022
T448,T448,Conrad Shindler,12,350,Barbasol,1,10,884,2022
T448,T448,Justin Suh,4,350,Fortinet Championship,2,1,552,2022
T448,T448,Nicolai Von Dellingshausen,4,350,Barbasol,2,5,884,2022
T458,T458,Yi Cao,2,349,RBC Canadian,2,14,772,2022
T458,T458,Matt Every,16,349,3M Open,1,9,883,2022
T458,T458,Erik Flores,2,349,Rocket Mortgage,2,2,876,2022
T458,T458,Daijiro Izumida,2,349,U.S. Open,2,8,654,2022
T458,T458,Scott Jamieson,8,349,Barbasol,1,4,884,2022
T458,T458,Aaron Jarvis,6,349,The Open,2,2,668,2022
T458,T458,"Ted Potter, Jr.",19,349,Fortinet Championship,2,4,552,2022
T458,T458,Max Sekulic,2,349,RBC Canadian,2,5,772,2022
T458,T458,Kevin Stadler,23,349,Fortinet Championship,1,4,552,2022
T458,T458,Boo Weekley,2,349,John Deere,1,10,669,2022
T458,T458,Kyle Wilshire,10,349,AT&T Byron Nelson,4,10,894,2022
T469,T469,Alex Beach,2,348,PGA Championship,1,5,611,2022
T469,T469,Jonas Blixt,52,348,Shriners,3,1,538,2022
T469,T469,Chase Hanna,6,348,Barbasol,1,4,884,2022
T469,T469,David Lingmerth,46,348,John Deere,2,2,669,2022
T469,T469,Bryson Nimmer,16,348,Mexico Open,2,2,978,2022
T469,T469,Pat Perez,62,348,AT&T Pebble Beach,1,6,5,2022
T469,T469,Hiram Silfa,4,348,Corales Puntacana,2,12,244,2022
T476,T476,Byeong Hun An,8,347,THE CJ CUP,1,10,899,2022
T476,T476,Brady Calkins,2,347,U.S. Open,2,8,654,2022
T476,T476,Oliver Farr,2,347,The Open,1,2,668,2022
T476,T476,Minkyu Kim,6,347,THE CJ CUP,3,14,899,2022
T476,T476,Satoshi Kodaira,51,347,Wyndham,2,18,752,2022
T476,T476,Fran Quinn,2,347,U.S. Open,2,8,654,2022
T476,T476,Matti Schmid,8,347,Barbasol,2,4,884,2022
T483,T483,Craig Hocknull,2,346,WM Phoenix Open,1,8,510,2022
T483,T483,Mo Lim,2,346,3M Open,2,3,883,2022
T483,T483,George McNeill,12,346,3M Open,1,9,883,2022
T483,T483,John Merrick,21,346,3M Open,1,9,883,2022
T483,T483,Geoff Ogilvy,4,346,Rocket Mortgage,2,16,876,2022
T483,T483,Willy Pumarol,2,346,Corales Puntacana,1,12,244,2022
T483,T483,Charlie Reiter,2,346,U.S. Open,2,8,654,2022
T483,T483,Todd Sinnott,4,346,U.S. Open,2,8,654,2022
T483,T483,Brandt Snedeker,61,346,Valero,3,10,770,2022
T492,T492,Fabián Gómez,22,345,Mexico Open,2,6,978,2022
T492,T492,Mark Hubbard,76,345,John Deere,4,2,669,2022
T492,T492,Kyle Stanley,47,345,Sony Open,1,5,6,2022
T492,T492,Carl Yuan,2,345,The RSM Classic,2,18,776,2022
T496,T496,Isidro Benitez,2,344,Mexico Open,1,2,978,2022
T496,T496,Cooper Dossey,2,344,AT&T Byron Nelson,2,8,894,2022
T496,T496,Jim Herman,53,344,RBC Canadian,2,17,772,2022
T496,T496,Colin Inglis,2,344,PGA Championship,2,1,611,2022
T496,T496,Shaun Micheel,2,344,PGA Championship,2,13,611,2022
T496,T496,Brian Stuard,95,344,AT&T Pebble Beach,4,9,5,2022
T502,T502,Jacob Bridgeman,6,343,Barbasol,1,7,884,2022
T502,T502,Ryan Gerard,2,343,U.S. Open,2,12,654,2022
T502,T502,Brandon Harkins,3,343,AT&T Pebble Beach,3,9,5,2022
T502,T502,Paul Lawrie,2,343,The Open,1,2,668,2022
T502,T502,Hurly Long,8,343,Barbasol,3,10,884,2022
T502,T502,Maxwell Moldovan,2,343,U.S. Open,2,8,654,2022
T502,T502,Dylan Newman,2,343,PGA Championship,1,1,611,2022
T502,T502,Sanghun Shin,4,343,THE CJ CUP,3,3,899,2022
T510,T510,Darren Clarke,2,342,The Open,2,2,668,2022
T510,T510,J.J. Henry,22,342,RBC Canadian,2,5,772,2022
T510,T510,Morgan Hoffmann,14,342,John Deere,4,14,669,2022
T510,T510,Josh Teater,8,342,Barbasol,1,4,884,2022
T510,T510,Johnson Wagner,16,342,AT&T Pebble Beach,4,9,5,2022
T510,T510,Gunner Wiebe,4,342,Barbasol,1,5,884,2022
T516,T516,Paul Dickinson,2,341,PGA Championship,1,1,611,2022
T516,T516,Ernie Els,2,341,The Open,1,2,668,2022
T516,T516,A.J. Ewart,2,341,RBC Canadian,2,17,772,2022
T516,T516,Mardy Fish,2,341,3M Open,2,6,883,2022
T516,T516,Richard Johnson,21,341,John Deere,2,2,669,2022
T516,T516,Matt McCarty,2,341,U.S. Open,2,8,654,2022
T516,T516,Graeme McDowell,44,341,WM Phoenix Open,2,14,510,2022
T516,T516,William McGirt,48,341,Wyndham,2,18,752,2022
T516,T516,Drew Nesbitt,2,341,Wells Fargo,1,15,237,2022
T525,T525,Gavin Kyle Green,4,340,Barbasol,1,4,884,2022
T525,T525,Ben Silverman,10,340,U.S. Open,2,4,654,2022
T525,T525,Shawn Stefani,6,340,Valero,1,18,770,2022
T525,T525,Braden Thornberry,4,340,RBC Canadian,2,17,772,2022
T529,T529,Andrew Beckler,2,339,U.S. Open,2,8,654,2022
T529,T529,Peter Jung,2,339,Sony Open,2,10,6,2022
T529,T529,Marcel Siem,5,339,Barbasol,4,7,884,2022
T529,T529,Ryan Vermeer,2,339,PGA Championship,2,1,611,2022
T533,T533,Ricky Barnes,31,338,RBC Canadian,2,17,772,2022
T533,T533,Josh Geary,4,338,Barbasol,1,4,884,2022
T533,T533,Jose Antonio Safa,2,338,Mexico Open,1,2,978,2022
T533,T533,Samuel Saunders,2,338,Valero,1,9,770,2022
T533,T533,Chris Wood,2,338,Genesis Scottish Open,2,10,977,2022
T538,T538,Arjun Atwal,17,337,John Deere,2,2,669,2022
T538,T538,Martin Contini,4,337,Honda,1,2,734,2022
T538,T538,KK Limbhasut,4,337,Rocket Mortgage,3,10,876,2022
T538,T538,Garrick Porteous,2,337,Barbasol,1,4,884,2022
T538,T538,Yoseop Seo,4,337,THE CJ CUP,4,18,899,2022
T538,T538,Tomoyasu Sugiyama,6,337,U.S. Open,2,8,654,2022
T544,T544,Ben Lorenz,2,336,U.S. Open,2,12,654,2022
T544,T544,Lukas Nemecz,4,336,Barbasol,2,8,884,2022
T544,T544,D.A. Points,30,336,Mexico Open,2,12,978,2022
T544,T544,Oliver Wilson,2,336,Barbasol,2,5,884,2022
T548,T548,Michael Brennan,2,335,Genesis,2,3,500,2022
T548,T548,Barclay Brown,4,335,The Open,4,2,668,2022
T548,T548,Alex Fitzpatrick,2,335,Valspar,2,1,665,2022
T548,T548,Renato Paratore,2,335,Barbasol,2,4,884,2022
T548,T548,John Senden,9,335,John Deere,2,15,669,2022
T548,T548,Julian Suri,6,335,Barbasol,1,4,884,2022
T554,T554,Adrien Dumont de Chassart,2,334,U.S. Open,2,8,654,2022
T554,T554,Luke Gannon,4,334,U.S. Open,2,15,654,2022
T554,T554,Matt Harris,2,334,Barbasol,1,5,884,2022
T554,T554,Parker McLachlin,17,334,3M Open,2,3,883,2022
T554,T554,Jackson Suber,2,334,Valspar,1,1,665,2022
T559,T559,Brad Adamonis,2,333,RBC Canadian,2,11,772,2022
T559,T559,Mark Baldwin,8,333,AT&T Pebble Beach,3,10,769,2022
T559,T559,Charlie Beljan,2,333,Puerto Rico,1,2,742,2022
T559,T559,William Buhl,2,333,RBC Canadian,1,5,772,2022
T559,T559,Juan Jose Guerra,2,333,Corales Puntacana,1,12,244,2022
T559,T559,John Huston,4,333,RBC Canadian,2,5,772,2022
T559,T559,Hugo León,6,333,Barbasol,2,4,884,2022
T559,T559,John Rollins,6,333,RBC Canadian,1,14,772,2022
T567,T567,Erik Barnes,4,332,U.S. Open,2,4,654,2022
T567,T567,David Hearn,31,332,RBC Canadian,1,17,772,2022
T567,T567,Greg Koch,6,332,Valspar,2,1,665,2022
T567,T567,Willie Mack III,2,332,World Wide Technology,2,13,733,2022
T567,T567,Sam Saunders,2,332,Sanderson Farms,1,5,746,2022
T567,T567,Jeff Sorenson,2,332,3M Open,1,3,883,2022
T567,T567,Mike Weir,4,332,RBC Canadian,2,17,772,2022
T574,T574,Ashley Chesters,2,331,The Open,1,2,668,2022
T574,T574,Koichiro Ishika,2,331,Sony Open,1,1,6,2022
