RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS,FASTEST SPEED,SLOWEST SPEED,Year
4,4,Jhonattan Vegas,77,122.47,7960.53,65,128.98,20006218,2012
5,5,Dustin Johnson,70,121.62,5351.33,44,126.26,390700318,2012
6,6,Robert Garrigus,89,121.37,8010.39,66,124.97,400527415,2012
7,7,J.B. Holmes,90,121.33,8978.55,74,127.3,430538213,2012
8,8,Tiger Woods,69,120.94,4595.64,38,125.34,410688210,2012
9,9,Henrik Stenson,51,120.71,1810.7,15,123.53,210011411,2012
10,10,Rory McIlroy,60,120.21,4567.93,38,123.68,380689415,2012
11,11,Graham DeLaet,79,120.04,7562.43,63,124.02,220019416,2012
12,12,Bobby Gates,87,119.63,7297.31,61,125.08,190714218,2012
13,13,Chris Couch,61,119.61,4664.86,39,130.78,50510215,2012
14,14,Kyle Stanley,86,119.51,6334.27,53,125.05,40004409,2012
15,15,Adam Scott,59,119.3,4772.1,40,122.91,380689215,2012
16,16,Jason Day,57,119.16,5123.71,43,123.6,280024403,2012
17,17,Sergio Garcia,57,119.13,5241.64,44,123.52,230021311,2012
18,18,Ángel Cabrera,54,119.08,3929.72,33,121.73,440775306,2012
19,19,John Daly,50,119.07,3572.15,30,122.4,430538213,2012
20,20,Aaron Baddeley,73,119.05,5714.56,48,124.64,240023407,2012
21,21,Scott Stallings,78,118.96,7851.61,66,121.92,240023307,2012
22,22,Martin Flores,95,118.91,7848.01,66,123.65,290771413,2012
23,23,Greg Owen,90,118.8,7484.71,63,124.11,220019416,2012
24,24,Nick Watney,97,118.69,8783.15,74,122.27,430538213,2012
25,25,Seung-Yul Noh,105,118.35,9467.91,80,122.76,280024403,2012
26,26,Jason Kokrak,79,118.21,7328.99,62,122.24,70500309,2012
27,27,Charles Howell III,98,118.19,7682.13,65,123.16,390700118,2012
28,28,Trevor Immelman,76,118.16,6380.4,54,122.42,170012402,2012
29,29,Mark Anderson,75,117.8,5654.24,48,120.39,40004109,2012
30,30,Martin Laird,77,117.74,5651.64,48,120.52,140009409,2012
31,31,Scott Piercy,95,117.59,8231.36,70,121.13,380689210,2012
32,32,James Driscoll,83,117.54,7052.35,60,122.26,300669117,2012
33,33,Edward Loar,59,117.51,4465.46,38,125.57,20006218,2012
34,34,Harris English,98,117.48,9398.59,80,120.86,180770208,2012
35,35,Jimmy Walker,101,117.43,8690.06,74,122.29,380689115,2012
36,36,Kevin Chappell,91,117.33,8330.72,71,123.75,300669217,2012
37,37,Lee Westwood,60,117.2,5039.43,43,120.12,100734103,2012
38,38,Robert Karlsson,54,116.92,4559.93,39,120.96,430538113,2012
39,39,Charl Schwartzel,56,116.89,4441.83,38,119.29,380689415,2012
40,40,Keegan Bradley,90,116.83,6892.96,59,121.02,350036408,2012
T41,T41,Daniel Chopra,55,116.81,4789.2,41,120.27,330694404,2012
T41,T41,Phil Mickelson,79,116.81,6424.52,55,119.9,210011411,2012
43,43,Louis Oosthuizen,65,116.79,5839.75,50,121.11,350036108,2012
44,44,Troy Matteson,100,116.52,8156.34,70,120.55,240023407,2012
45,45,Matt Jones,53,116.45,4657.97,40,119.86,480045404,2012
46,46,Sean O'Hair,84,116.43,8033.76,69,121.12,20006418,2012
47,47,J.J. Killeen,101,116.31,8025.13,69,122.71,70500209,2012
48,48,Ryan Palmer,81,116.17,7899.46,68,118.36,220019216,2012
49,49,Derek Lamely,64,116.12,5922.03,51,119.67,50510215,2012
50,50,Ricky Barnes,92,116.05,8471.52,73,119.44,300669217,2012
51,51,Stewart Cink,71,115.94,4869.37,42,121.39,70500209,2012
52,52,John Senden,81,115.9,7417.5,64,120.17,20006118,2012
53,53,Josh Teater,97,115.84,9266.81,80,118.31,430538413,2012
54,54,Charley Hoffman,88,115.76,8681.85,75,119.85,140009109,2012
55,55,Brandt Jobe,57,115.7,4280.92,37,118.26,200698216,2012
56,56,George McNeill,85,115.68,6941.06,60,119.39,390700418,2012
57,57,Brendon de Jonge,115,115.66,11334.53,98,119.41,280024403,2012
T58,T58,Rickie Fowler,84,115.64,6823.04,59,120.64,350036408,2012
T58,T58,Troy Kelly,68,115.64,5088.2,44,118.52,180770108,2012
60,60,Bill Haas,79,115.55,7048.7,61,118.55,70500409,2012
61,61,Marc Leishman,84,115.52,7508.56,65,119.1,350036208,2012
62,62,Kevin Streelman,89,115.43,8426.62,73,118.85,210011311,2012
63,63,Andres Romero,68,115.42,6117.1,53,119.07,240023307,2012
64,64,Pat Perez,81,115.4,6577.97,57,120.35,50510115,2012
65,65,Davis Love III,64,115.18,4722.46,41,118.32,240023407,2012
66,66,Jonathan Byrd,69,115.14,5526.94,48,118.84,240023407,2012
67,67,Nathan Green,73,114.97,5288.76,46,120.99,300669317,2012
68,68,Geoff Ogilvy,73,114.96,6093.09,53,117.22,190714218,2012
69,69,Padraig Harrington,67,114.92,4366.85,38,116.91,270503404,2012
70,70,Boo Weekley,74,114.88,6318.67,55,117.33,170012302,2012
71,71,Garth Mulroy,59,114.82,4592.84,40,118.33,450776314,2012
72,72,Cameron Tringale,88,114.8,8380.56,73,119.19,200698116,2012
73,73,D.J. Trahan,73,114.76,5738.06,50,117.63,220019416,2012
74,74,Justin Rose,69,114.63,5731.55,50,118.77,120008308,2012
75,75,Erik Compton,81,114.57,6416.08,56,117.93,240023107,2012
76,76,Stephen Gangluff,57,114.56,4811.52,42,118.08,310609214,2012
77,77,Harrison Frazar,56,114.39,4918.83,43,116.57,10656112,2012
78,78,Sangmoon Bae,81,114.12,6504.95,57,118.34,20006318,2012
79,79,Bo Van Pelt,84,114.09,7187.75,63,118.28,350036308,2012
80,80,Michael Bradley,63,114.05,3991.68,35,117.27,40004409,2012
81,81,J.J. Henry,93,114.03,5929.79,52,118.74,390700104,2012
82,82,Tom Gillis,75,114.02,7639.18,67,117.26,300669317,2012
T83,T83,Danny Lee,74,113.85,6034.16,53,117.87,220019216,2012
T83,T83,Carl Pettersson,92,113.85,8652.6,76,117.96,220019216,2012
85,85,Vijay Singh,99,113.75,8417.83,74,116.73,400527315,2012
86,86,Blake Adams,107,113.63,7158.69,63,116.88,430538413,2012
87,87,Kevin Stadler,85,113.62,6703.8,59,117.09,380689115,2012
88,88,Ryo Ishikawa,54,113.55,3974.42,35,116.35,40004309,2012
89,89,Miguel Angel Carballo,73,113.49,5447.7,48,117.32,220019116,2012
90,90,John Rollins,81,113.48,7943.38,70,116.81,190714318,2012
91,91,Freddie Jacobson,61,113.47,4992.57,44,117.61,430538213,2012
92,92,Matt Every,80,113.43,6579.17,58,118.28,100734203,2012
93,93,Webb Simpson,77,113.34,6800.43,60,117.73,20006418,2012
94,94,Ernie Els,80,113.2,6905.31,61,116.4,220019116,2012
95,95,John Merrick,83,113.11,7012.75,62,115.92,300669217,2012
96,96,Matt Bettencourt,80,113.04,5086.94,45,116.06,20006218,2012
97,97,Camilo Villegas,79,113.03,8251.36,73,115.94,200698416,2012
98,98,Kevin Na,80,112.97,6778.29,60,120.41,290771213,2012
99,99,Tommy Gainey,98,112.91,9822.94,87,116.68,200698316,2012
100,100,Daniel Summerhays,81,112.88,7450.17,66,117.89,190714218,2012
101,101,Chad Campbell,84,112.85,8238.22,73,116.46,140009209,2012
T102,T102,Roberto Castro,92,112.83,7898.22,70,118.81,450776114,2012
T102,T102,William McGirt,96,112.83,9252.21,82,117.06,380689315,2012
104,104,Chris Kirk,93,112.78,9248.32,82,118.34,450776114,2012
105,105,Mathew Goggin,65,112.76,6088.94,54,117.08,70500209,2012
106,106,Tim Herron,88,112.74,8230.04,73,117.63,290771213,2012
107,107,Y.E. Yang,64,112.73,4847.2,43,116.16,100734303,2012
108,108,Jason Dufner,83,112.6,7093.75,63,119.9,30649418,2012
109,109,Scott Brown,65,112.59,5066.76,45,116.31,450776114,2012
110,110,Roland Thatcher,55,112.54,4276.52,38,118.44,300669217,2012
111,111,Graeme McDowell,55,112.4,4608.52,41,115.15,140009409,2012
112,112,Bud Cauley,99,112.39,10115.4,90,115.47,140009209,2012
113,113,Stuart Appleby,75,112.32,6963.86,62,116.99,300669217,2012
114,114,Rod Pampling,88,112.31,7412.74,66,116.08,380689110,2012
T115,T115,Brendan Steele,77,112.22,6957.36,62,115.33,50510415,2012
T115,T115,Steve Stricker,73,112.22,5498.56,49,115.67,190714118,2012
117,117,Rory Sabbatini,84,112.2,7966.17,71,114.66,450776414,2012
118,118,Kris Blanks,65,112.19,5721.6,51,117.99,300669217,2012
119,119,Hunter Mahan,88,112.05,6947.18,62,114.31,280024403,2012
120,120,Jeff Overton,101,112.04,10196.06,91,115.18,250513207,2012
121,121,Hunter Haas,69,111.96,5150.17,46,116.56,290771313,2012
T122,T122,Jonas Blixt,72,111.94,6940.53,62,116.24,450776114,2012
T122,T122,Bill Lunde,83,111.94,7164.32,64,117.53,130665216,2012
124,124,Bob Estes,78,111.9,6378.33,57,114.82,210011311,2012
125,125,Will Claxton,99,111.67,9380.52,84,117.45,60005206,2012
126,126,Michael Thompson,80,111.63,6809.39,61,114.25,100734303,2012
127,127,Robert Allenby,76,111.62,6920.17,62,117.16,350036408,2012
128,128,Kyle Reifers,86,111.58,7364.03,66,118.04,290771313,2012
129,129,Ryan Moore,89,111.51,9144.08,82,116.46,380689110,2012
130,130,Charlie Wi,86,111.36,7460.99,67,115.34,200698216,2012
131,131,Billy Horschel,63,111.33,5121.05,46,114.24,450776114,2012
132,132,Marco Dawson,60,111.24,4560.99,41,113.6,310609214,2012
133,133,Chris Stroud,86,111.13,7557.07,68,114.46,150729108,2012
134,134,John Huh,99,111.11,9221.86,83,114.23,50510415,2012
135,135,Kevin Kisner,69,111.01,5661.6,51,114.31,180770308,2012
136,136,Brian Harman,101,110.98,9987.84,90,114.88,150729308,2012
137,137,Ian Poulter,57,110.97,4660.81,42,113.82,50510315,2012
138,138,Ken Duke,104,110.89,9758.2,88,114.86,20006218,2012
139,139,Brandt Snedeker,81,110.75,6866.56,62,113.84,330694204,2012
140,140,Scott Dunlap,57,110.72,4871.88,44,115.13,20006118,2012
141,141,Luke Donald,63,110.69,5534.73,50,113.54,400527115,2012
142,142,Brendon Todd,78,110.64,6085.36,55,114.25,290771113,2012
143,143,Johnson Wagner,88,110.58,8072.14,73,113.33,240023407,2012
144,144,D.A. Points,88,110.52,8178.25,74,115.64,280024203,2012
145,145,Spencer Levin,81,110.5,6850.92,62,114.49,70500309,2012
146,146,Billy Mayfair,90,110.09,8036.49,73,113.21,200698316,2012
147,147,Ben Crane,73,109.99,7259.56,66,115.07,100734203,2012
148,148,Chez Reavie,83,109.88,6702.78,61,114.73,50510415,2012
149,149,Ryuji Imada,78,109.87,6592.14,60,116.73,290771213,2012
150,150,Stephen Ames,54,109.85,3405.35,31,111.91,450776214,2012
151,151,Jason Bohn,81,109.84,6920.22,63,113.58,430538413,2012
152,152,Greg Chalmers,88,109.83,8457.14,77,112.99,50510315,2012
T153,T153,Sung Kang,75,109.78,6147.75,56,113.39,190714118,2012
T153,T153,Richard Lee,71,109.78,5159.8,47,112.1,370752414,2012
155,155,Cameron Beckman,81,109.77,7464.22,68,112.71,370752214,2012
156,156,"Ted Potter, Jr.",77,109.76,6585.49,60,113.98,20006418,2012
157,157,David Hearn,95,109.74,8778.87,80,113.07,180770408,2012
158,158,Arjun Atwal,79,109.69,6800.77,62,112.84,220019416,2012
159,159,Steve Wheatcroft,56,109.68,4167.83,38,111.61,180770108,2012
160,160,K.J. Choi,71,109.62,6029.15,55,116.1,130665216,2012
161,161,Jim Furyk,85,109.6,7343.28,67,112.95,280024203,2012
162,162,Russell Knox,72,109.55,5806.18,53,112.65,310609314,2012
163,163,Tommy Biershenk,74,109.46,5910.67,54,113.22,20006318,2012
164,164,Alexandre Rocha,62,109.42,5252.04,48,113.91,290771213,2012
165,165,Dicky Pride,62,109.38,5468.77,50,111.83,400527415,2012
166,166,Gary Christian,91,109.3,6995.07,64,113.18,300669217,2012
167,167,Bryce Molder,83,109.28,7759.0,71,120.57,50510115,2012
168,168,Billy Hurley III,70,109.17,5676.63,52,113.6,450776114,2012
169,169,Vaughn Taylor,81,108.43,6072.16,56,112.97,70500409,2012
170,170,Ben Curtis,62,108.25,5629.24,52,111.12,290771113,2012
171,171,Matt Kuchar,86,108.13,7352.64,68,110.93,210011411,2012
172,172,John Mallinger,74,108.0,6479.79,60,110.31,220019416,2012
173,173,Patrick Sheehan,58,107.94,4425.6,41,110.94,180770208,2012
174,174,Kyle Thompson,51,107.68,3661.08,34,110.58,180770108,2012
175,175,David Mathis,83,107.66,6998.03,65,111.05,440775306,2012
176,176,Zach Johnson,95,107.57,7960.48,74,110.55,300669417,2012
177,177,Mark Wilson,84,107.55,7313.27,68,111.34,350036408,2012
178,178,Rocco Mediate,70,107.53,6021.64,56,110.85,370752314,2012
179,179,Justin Leonard,79,107.31,6009.19,56,110.26,30649418,2012
180,180,Chris DiMarco,83,107.15,7072.09,66,110.47,290771113,2012
181,181,Tom Pernice Jr.,62,107.02,5457.85,51,111.36,200698216,2012
182,182,Colt Knost,79,106.78,6833.8,64,110.26,370752114,2012
183,183,Jeff Maggert,83,106.17,8068.78,76,112.46,130665109,2012
184,184,Heath Slocum,93,106.13,7535.54,71,108.45,220019216,2012
185,185,Brian Davis,91,105.79,8568.97,81,110.66,280024103,2012
186,186,Jerry Kelly,84,105.4,7694.55,73,109.04,290771413,2012
187,187,Gavin Coles,72,104.78,5343.59,51,107.6,40004209,2012
188,188,Nick O'Hern,78,104.68,6804.1,65,111.02,290771113,2012
189,189,Brian Gay,91,104.58,7633.99,73,107.95,20006218,2012
190,190,Tim Clark,60,104.37,5740.11,55,106.83,330694204,2012
191,191,David Toms,60,104.29,4275.85,41,106.78,200698416,2012
1,1,Charlie Beljan,62,124.45,5600.42,45,130.12,70500109,2013
2,2,Bubba Watson,76,122.97,6394.18,52,126.68,370762313,2013
3,3,Luke List,65,122.94,6269.95,51,128.84,320032418,2013
4,4,Gary Woodland,94,122.27,6724.96,55,126.12,390789208,2013
5,5,Dustin Johnson,71,122.0,4879.97,40,125.71,320032418,2013
6,6,Rory McIlroy,56,121.25,4243.73,35,124.72,370762313,2013
7,7,Graham DeLaet,94,120.96,8588.23,71,125.05,120665414,2013
8,8,Nicolas Colsaerts,50,120.95,4354.1,36,123.38,340036316,2013
9,9,Sergio Garcia,65,120.78,4468.87,37,126.18,200011411,2013
10,10,Henrik Stenson,65,120.48,2770.94,23,123.18,340036416,2013
11,11,Jason Kokrak,78,120.38,7584.01,63,125.63,390789308,2013
12,12,Jason Day,86,120.26,5772.47,48,124.1,130009409,2013
13,13,Robert Garrigus,69,120.17,4926.85,41,123.82,190698209,2013
14,14,Ángel Cabrera,73,120.15,6608.07,55,124.53,210019216,2013
15,15,Eric Meierdierks,48,120.08,4443.09,37,123.81,260503204,2013
16,16,Derek Ernst,58,119.98,6478.87,54,123.49,220021111,2013
17,17,Seung-Yul Noh,71,119.75,7185.07,60,122.35,320032118,2013
18,18,Nick Watney,88,119.66,8735.09,73,122.44,190698109,2013
19,19,Adam Scott,61,119.63,4546.11,38,122.63,120665114,2013
20,20,Kyle Stanley,71,119.62,6699.0,56,125.27,380700218,2013
21,21,Scott Stallings,79,119.33,7398.48,62,124.96,10656215,2013
22,22,Tag Ridings,69,119.28,5725.32,48,122.77,300609214,2013
23,23,Bobby Gates,49,119.27,4770.99,40,122.9,210019216,2013
24,24,Aaron Baddeley,68,118.89,5706.5,48,122.51,320032218,2013
25,25,Keegan Bradley,88,118.61,7234.95,61,120.68,10656315,2013
26,26,Jimmy Walker,84,118.42,8881.65,75,122.1,150770209,2013
27,27,Martin Flores,83,118.34,9230.66,78,121.67,70500309,2013
28,28,Tiger Woods,61,118.3,3667.36,31,121.51,340036216,2013
29,29,Robert Streb,75,118.27,7332.72,62,121.27,290669117,2013
30,30,Trevor Immelman,73,118.12,6850.83,58,120.92,70500109,2013
31,31,Charl Schwartzel,69,118.11,5787.49,49,121.6,210019216,2013
32,32,Harris English,95,118.07,8382.69,71,122.26,270024311,2013
33,33,Matt Jones,83,117.81,8246.78,70,121.0,290669417,2013
34,34,Pat Perez,69,117.78,7655.93,65,121.17,140729117,2013
35,35,Patrick Reed,83,117.62,7998.22,68,121.36,290669417,2013
36,36,James Driscoll,76,117.47,7282.95,62,123.16,320032318,2013
37,37,Charles Howell III,87,117.32,9502.98,81,122.7,30649418,2013
38,38,Martin Kaymer,61,117.14,5271.23,45,121.9,210019316,2013
39,39,Greg Owen,73,117.12,7612.99,65,122.55,320032418,2013
40,40,Stewart Cink,71,117.1,4801.07,41,122.24,30649418,2013
41,41,Lucas Glover,65,117.03,5734.66,49,119.94,290669217,2013
42,42,Kevin Chappell,80,117.01,6786.37,58,123.3,140729417,2013
43,43,Steven Bowditch,67,116.94,6899.4,59,120.36,140729217,2013
44,44,Martin Laird,68,116.93,5378.89,46,119.28,200011311,2013
45,45,Sean O'Hair,56,116.81,4672.21,40,121.41,120665414,2013
46,46,Shawn Stefani,63,116.58,5129.45,44,121.28,210019216,2013
47,47,Ryan Palmer,79,116.54,7342.31,63,119.2,200011311,2013
48,48,Charley Hoffman,84,116.47,8851.38,76,120.35,220021411,2013
49,49,Scott Piercy,78,116.43,6171.0,53,119.57,210019416,2013
50,50,Ricky Barnes,74,116.33,6863.23,59,119.53,320032118,2013
51,51,Marc Leishman,77,116.29,7442.86,64,119.85,380700118,2013
52,52,Phil Mickelson,78,116.25,3022.46,26,119.67,50510414,2013
53,53,George McNeill,68,116.18,6970.63,60,121.5,70500309,2013
54,54,Jim Herman,59,116.12,4412.57,38,118.94,290669417,2013
55,55,Brendon de Jonge,110,115.95,10551.16,91,120.12,380700318,2013
56,56,John Senden,79,115.84,6950.62,60,122.45,190698316,2013
57,57,Lee Westwood,70,115.8,6484.87,56,118.74,140729417,2013
58,58,Cameron Tringale,80,115.78,7988.69,69,122.62,370762313,2013
59,59,Brad Fritsch,81,115.66,8211.51,71,121.53,30649418,2013
60,60,Rickie Fowler,75,115.64,6822.56,59,119.47,220021111,2013
61,61,Steve LeBrun,66,115.51,5891.12,51,119.19,150770209,2013
62,62,John Rollins,77,115.45,7735.04,67,121.04,320032218,2013
63,63,Justin Rose,62,115.15,4606.15,40,117.89,110008108,2013
64,64,Kevin Stadler,83,114.94,8390.85,73,119.79,230023117,2013
65,65,Andres Romero,63,114.93,5401.49,47,118.13,40004109,2013
66,66,Bill Haas,85,114.86,8040.48,70,117.49,200011211,2013
67,67,Troy Matteson,68,114.8,6314.16,55,117.08,140729417,2013
68,68,Ryo Ishikawa,72,114.55,6414.53,56,118.85,320032318,2013
69,69,Josh Teater,86,114.48,6983.55,61,118.34,200011211,2013
70,70,Brendan Steele,86,114.43,8582.27,75,119.36,360752214,2013
71,71,Freddie Jacobson,63,114.42,5606.64,49,117.64,110008408,2013
72,72,Boo Weekley,100,114.39,9951.54,87,120.85,30649418,2013
73,73,Padraig Harrington,52,114.38,3660.22,32,120.99,70500209,2013
74,74,Henrik Norlander,70,114.33,6288.11,55,118.29,260503104,2013
75,75,James Hahn,78,114.3,7543.86,66,120.7,320032318,2013
76,76,Tom Gillis,69,114.14,6962.31,61,117.41,30649418,2013
77,77,Cameron Percy,68,114.13,6391.52,56,117.51,210019216,2013
78,78,Morgan Hoffmann,64,114.12,6048.48,53,117.88,320032218,2013
79,79,Scott Brown,65,114.1,6503.66,57,118.93,320032118,2013
80,80,Geoff Ogilvy,57,114.08,4677.27,41,118.22,30649418,2013
81,81,Erik Compton,74,114.06,7185.82,63,118.73,60005313,2013
82,82,J.J. Henry,83,114.04,6158.32,54,116.83,220021211,2013
T83,T83,Sangmoon Bae,83,114.0,8322.2,73,119.68,210019316,2013
T83,T83,Kevin Streelman,86,114.0,8093.83,71,117.52,220021211,2013
85,85,Russell Henley,80,113.98,7408.61,65,118.87,280771313,2013
86,86,Brandt Jobe,62,113.97,5698.71,50,115.97,290669217,2013
87,87,Michael Bradley,56,113.93,4215.32,37,117.34,70500209,2013
88,88,Robert Karlsson,56,113.88,4327.51,38,116.64,280771213,2013
89,89,Camilo Villegas,79,113.77,7394.78,65,116.71,220021411,2013
90,90,Carl Pettersson,82,113.71,7163.67,63,119.86,30649418,2013
91,91,Jeff Overton,78,113.58,8404.67,74,117.1,20006309,2013
92,92,Webb Simpson,92,113.56,7381.25,65,116.75,200011111,2013
93,93,D.J. Trahan,48,113.5,4085.88,36,117.13,180714218,2013
94,94,Rory Sabbatini,86,113.39,8391.15,74,116.54,280771113,2013
95,95,Chad Campbell,78,113.29,7703.61,68,117.3,220021211,2013
96,96,Matt Every,89,113.24,9965.02,88,117.98,50510314,2013
97,97,Nicholas Thompson,99,113.22,9849.95,87,116.69,30649418,2013
T98,T98,Peter Hanson,45,113.18,3847.95,34,117.9,150770409,2013
T98,T98,John Merrick,79,113.18,7469.99,66,115.37,200011111,2013
100,100,Bo Van Pelt,72,113.13,5995.91,53,116.13,50510314,2013
101,101,Billy Horschel,96,113.08,8933.48,79,116.73,320032418,2013
102,102,Luke Guthrie,82,112.94,7792.73,69,115.82,190698316,2013
103,103,Tommy Gainey,84,112.79,8459.12,75,116.38,290669217,2013
104,104,Roberto Castro,97,112.56,8892.6,79,115.42,390789108,2013
105,105,Chris Kirk,89,112.55,8891.79,79,116.77,20006309,2013
106,106,Hunter Mahan,91,112.42,7644.51,68,118.75,400688310,2013
107,107,Fabián Gómez,65,112.41,6295.09,56,118.77,270024111,2013
108,108,Scott Gardiner,61,112.39,6181.6,55,117.17,240513207,2013
109,109,Stuart Appleby,88,112.35,8538.36,76,115.11,180714318,2013
110,110,Jason Dufner,78,112.32,7413.37,66,117.6,340036416,2013
111,111,Ian Poulter,59,112.26,4041.31,36,115.88,390789108,2013
112,112,Andrew Svoboda,46,112.25,4153.35,37,115.68,320032418,2013
113,113,Jonas Blixt,76,112.05,8067.63,72,116.47,370762217,2013
114,114,Robert Allenby,58,111.98,5262.98,47,115.34,20006109,2013
115,115,Jordan Spieth,82,111.93,7947.04,71,114.61,370762313,2013
116,116,Vijay Singh,61,111.92,5372.06,48,115.57,70500209,2013
117,117,Tim Herron,45,111.9,4587.73,41,115.52,70500109,2013
118,118,Alistair Presnell,59,111.83,5367.6,48,115.38,190698109,2013
119,119,Ernie Els,63,111.79,5030.6,45,114.96,320032418,2013
120,120,Michael Thompson,66,111.62,5692.77,51,115.58,390789108,2013
121,121,Daniel Summerhays,83,111.56,9259.41,83,115.21,140729217,2013
122,122,Y.E. Yang,56,111.47,4570.37,41,115.4,40004109,2013
123,123,Rod Pampling,46,111.43,4011.37,36,114.17,150770109,2013
124,124,David Lingmerth,68,111.39,6794.58,61,114.29,320032118,2013
125,125,Bob Estes,66,111.09,5665.51,51,113.75,30649418,2013
126,126,Steve Stricker,51,111.06,3886.97,35,113.65,140729417,2013
127,127,William McGirt,75,111.0,7991.65,72,113.85,90734103,2013
128,128,Brian Harman,89,110.83,8866.01,80,114.19,280771113,2013
129,129,Ryan Moore,72,110.79,6758.28,61,115.45,70500209,2013
130,130,Will Claxton,67,110.78,6425.37,58,114.58,290669217,2013
131,131,John Huh,88,110.76,8417.71,76,114.41,290669217,2013
132,132,Bud Cauley,67,110.74,5758.61,52,115.39,140729417,2013
133,133,Matt Kuchar,93,110.7,8413.18,76,113.74,320032418,2013
134,134,Brandt Snedeker,79,110.59,6524.84,59,113.75,30649418,2013
135,135,Johnson Wagner,64,110.53,5747.76,52,116.7,320032118,2013
136,136,"Ted Potter, Jr.",65,110.49,6297.97,57,112.61,210019416,2013
137,137,Ken Duke,87,110.46,7952.92,72,114.41,130009309,2013
138,138,Stephen Ames,49,110.39,4415.54,40,113.72,320032218,2013
139,139,Richard Lee,81,110.38,8057.4,73,115.84,30649418,2013
140,140,Luke Donald,60,110.27,4961.95,45,113.44,110008308,2013
141,141,Graeme McDowell,53,110.22,4408.81,40,114.38,70500109,2013
T142,T142,Ben Kohles,75,110.17,6830.83,62,114.71,120665414,2013
T142,T142,Vaughn Taylor,50,110.17,4296.79,39,114.37,60005213,2013
144,144,D.H. Lee,65,110.1,6495.94,59,114.9,30649418,2013
145,145,Chris Stroud,88,109.81,8784.69,80,114.56,30649118,2013
146,146,Justin Hicks,79,109.71,6363.32,58,112.18,20006109,2013
147,147,Jim Furyk,80,109.62,7454.33,68,114.67,320032418,2013
148,148,D.A. Points,87,109.54,7448.56,68,113.85,290669217,2013
149,149,Greg Chalmers,77,109.44,8208.13,75,116.03,290669117,2013
T150,T150,Brian Stuard,78,109.39,7329.12,67,112.51,210019216,2013
T150,T150,Casey Wittenberg,72,109.39,6891.4,63,114.02,360752114,2013
152,152,K.J. Choi,85,109.38,6562.61,60,113.29,40004109,2013
153,153,Charlie Wi,75,109.33,7106.65,65,115.39,120665414,2013
154,154,Mike Weir,60,109.06,4907.75,45,112.0,50510214,2013
155,155,David Mathis,71,108.79,6636.49,61,111.82,320032318,2013
156,156,David Hearn,88,108.67,8367.73,77,113.33,380700218,2013
157,157,Jason Bohn,70,108.6,7601.74,70,113.23,30649418,2013
158,158,Scott Langley,79,108.42,6830.57,63,111.11,20006109,2013
159,159,Ben Crane,62,108.29,5847.74,54,111.11,200011311,2013
T160,T160,Justin Bolli,59,108.24,5087.5,47,112.53,190698216,2013
T160,T160,Ben Curtis,59,108.24,5195.29,48,110.57,200011311,2013
162,162,Bryce Molder,82,108.06,7780.47,72,111.2,390789308,2013
163,163,David Lynn,70,108.02,6049.17,56,111.28,140729217,2013
164,164,Zach Johnson,84,108.01,7668.85,71,110.83,220021411,2013
165,165,Chez Reavie,72,107.86,7873.82,73,111.59,210019316,2013
166,166,Mark Wilson,56,107.37,5475.83,51,110.17,170012118,2013
167,167,Brian Davis,91,107.36,9339.89,87,112.78,60005113,2013
168,168,Doug LaBelle II,72,107.14,6535.49,61,111.31,30649418,2013
169,169,Aaron Watkins,46,106.93,3849.51,36,110.52,40004209,2013
170,170,Dicky Pride,71,106.83,6623.28,62,109.57,200011111,2013
171,171,Justin Leonard,86,106.44,8302.16,78,109.99,30649418,2013
172,172,Lee Williams,62,106.2,5734.86,54,109.79,170012118,2013
173,173,Colt Knost,69,105.82,6454.95,61,109.24,30649418,2013
174,174,David Toms,49,105.73,3277.68,31,112.32,50510314,2013
175,175,Jerry Kelly,75,105.58,6968.58,66,107.73,290669417,2013
176,176,Jeff Maggert,63,105.49,6223.77,59,107.42,260503404,2013
177,177,Brian Gay,79,104.99,7874.19,75,118.84,30649418,2013
178,178,Darron Stiles,51,104.89,4195.65,40,109.36,30649418,2013
179,179,Tim Clark,64,104.58,4706.26,45,107.57,360752414,2013
180,180,Jin Park,52,104.48,4806.3,46,107.85,140729117,2013
1,1,Bubba Watson,76,123.7,6432.24,52,126.93,430036416,2014
2,2,Charlie Beljan,76,123.16,8867.7,72,126.66,410642106,2014
3,3,Andrew Loupe,65,122.81,5894.84,48,129.62,380771417,2014
4,4,Gary Woodland,93,122.5,8084.98,66,125.55,470700402,2014
5,5,Brooks Koepka,56,122.33,4893.06,40,127.91,240770418,2014
6,6,Jhonattan Vegas,77,121.74,8156.39,67,125.5,390669417,2014
7,7,Rory McIlroy,66,121.56,5834.78,48,124.74,300011416,2014
8,8,Dustin Johnson,58,121.34,4975.07,41,123.94,160005413,2014
9,9,Jason Kokrak,65,120.57,7234.35,60,123.8,190734303,2014
10,10,Henrik Stenson,56,120.36,3249.72,27,123.91,480505409,2014
11,11,Sergio Garcia,61,119.83,4433.53,37,125.72,210008416,2014
12,12,Graham DeLaet,80,119.8,6708.52,56,122.83,20538113,2014
13,13,Adam Scott,68,119.58,6457.57,54,121.82,490688309,2014
14,14,J.B. Holmes,86,119.45,7883.61,66,122.16,430036102,2014
