RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,Year
T134,T134,Charlie Wi,86,285.6,48841,171,2012
T136,T136,Matt Every,80,285.5,43400,152,2012
T136,T136,Graeme McDowell,55,285.5,30552,107,2012
T138,T138,Tommy Biershenk,74,285.4,38819,136,2012
T138,T138,William McGirt,96,285.4,52226,183,2012
T138,T138,Steve Stricker,73,285.4,39391,138,2012
141,141,Jeff Maggert,83,285.3,47360,166,2012
T142,T142,Cameron Beckman,81,285.2,43914,154,2012
T142,T142,Bob Estes,78,285.2,44487,156,2012
144,144,Arjun Atwal,79,285.1,41623,146,2012
145,145,Ian Poulter,57,285.0,31345,110,2012
146,146,Y.E. Yang,64,284.9,35331,124,2012
147,147,Alexandre Rocha,62,284.6,31878,112,2012
T148,T148,Kris Blanks,65,284.5,36420,128,2012
T148,T148,Michael Bradley,63,284.5,33571,118,2012
T148,T148,"Ted Potter, Jr.",77,284.5,41544,146,2012
151,151,Kyle Thompson,51,284.2,26714,94,2012
T152,T152,D.A. Points,88,284.0,49704,175,2012
T152,T152,Johnson Wagner,88,284.0,49700,175,2012
154,154,Nathan Green,73,283.8,36898,130,2012
T155,T155,Stephen Ames,54,283.7,29501,104,2012
T155,T155,Spencer Levin,81,283.7,44821,158,2012
157,157,Brendon Todd,78,283.6,39703,140,2012
158,158,Michael Thompson,80,283.4,45349,160,2012
159,159,Stuart Appleby,75,283.3,40225,142,2012
160,160,Ken Duke,104,282.6,56240,199,2012
161,161,Chez Reavie,83,282.5,46620,165,2012
162,162,K.J. Choi,71,282.3,39527,140,2012
163,163,Greg Chalmers,88,282.0,48787,173,2012
164,164,Gary Christian,91,281.9,47923,170,2012
165,165,Kevin Na,80,281.5,44484,158,2012
T166,T166,Scott Dunlap,57,281.4,28698,102,2012
T166,T166,John Mallinger,74,281.4,39395,140,2012
168,168,Zach Johnson,95,281.1,52845,188,2012
169,169,Rocco Mediate,70,280.7,35927,128,2012
170,170,Luke Donald,63,280.1,34729,124,2012
171,171,Jim Furyk,85,280.0,46477,166,2012
172,172,Justin Leonard,79,279.4,41903,150,2012
173,173,Patrick Sheehan,58,279.3,29042,104,2012
174,174,Jason Bohn,81,279.2,41877,150,2012
175,175,Heath Slocum,93,278.9,47412,170,2012
176,176,David Mathis,83,278.1,42833,154,2012
177,177,Brian Gay,91,277.7,48328,174,2012
178,178,Bryce Molder,83,277.5,43838,158,2012
179,179,Brian Davis,91,277.1,47940,173,2012
180,180,Tim Clark,60,276.7,32645,118,2012
181,181,Ryuji Imada,78,276.4,42006,152,2012
182,182,Jerry Kelly,84,276.1,44174,160,2012
183,183,Mark Wilson,84,276.0,43062,156,2012
184,184,David Toms,60,275.5,31956,116,2012
185,185,Billy Hurley III,70,275.3,36338,132,2012
186,186,Ben Curtis,62,274.8,31880,116,2012
187,187,Tom Pernice Jr.,62,273.9,31769,116,2012
188,188,Chris DiMarco,83,273.0,43133,158,2012
189,189,Colt Knost,79,272.5,41968,154,2012
190,190,Gavin Coles,72,271.2,35793,132,2012
191,191,Nick O'Hern,78,268.9,39800,148,2012
1,1,Luke List,65,306.3,37365,122,2013
2,2,Dustin Johnson,71,305.8,42809,140,2013
3,3,Nicolas Colsaerts,50,305.7,28736,94,2013
4,4,Gary Woodland,94,303.8,54376,179,2013
5,5,Bubba Watson,76,303.7,44030,145,2013
6,6,Jason Kokrak,78,303.2,47298,156,2013
7,7,Robert Garrigus,69,302.4,39315,130,2013
8,8,Rory McIlroy,56,302.2,33240,110,2013
9,9,Eric Meierdierks,48,301.9,27773,92,2013
10,10,Ryan Palmer,79,301.5,47329,157,2013
11,11,Keegan Bradley,88,300.6,52302,174,2013
12,12,Martin Flores,83,300.4,49874,166,2013
13,13,Steven Bowditch,67,300.2,39029,130,2013
14,14,Sean O'Hair,56,299.7,33561,112,2013
15,15,Tag Ridings,69,299.6,38944,130,2013
16,16,Jason Day,86,299.3,47589,159,2013
17,17,Jim Herman,59,299.2,32913,110,2013
18,18,Seung-Yul Noh,71,298.8,40045,134,2013
19,19,Graham DeLaet,94,298.6,55832,187,2013
20,20,Jimmy Walker,84,298.5,50147,168,2013
21,21,Scott Piercy,78,298.2,44430,149,2013
22,22,Kyle Stanley,71,298.1,42332,142,2013
23,23,Adam Scott,61,297.8,35733,120,2013
24,24,Robert Streb,75,297.7,42270,142,2013
25,25,Shawn Stefani,63,297.2,37452,126,2013
26,26,Brad Fritsch,81,297.0,45743,154,2013
27,27,Justin Rose,62,296.6,35301,119,2013
28,28,Bobby Gates,49,296.2,26654,90,2013
29,29,Charl Schwartzel,69,296.1,40271,136,2013
30,30,Scott Stallings,79,295.7,46720,158,2013
31,31,John Rollins,77,295.6,43152,146,2013
T32,T32,Charlie Beljan,62,295.4,36630,124,2013
T32,T32,Morgan Hoffmann,64,295.4,37807,128,2013
34,34,Peter Hanson,45,295.3,25099,85,2013
35,35,Harris English,95,295.2,56092,190,2013
36,36,Henrik Norlander,70,295.0,40114,136,2013
37,37,Charles Howell III,87,294.8,50109,170,2013
T38,T38,Steve LeBrun,66,294.1,36471,124,2013
T38,T38,Troy Matteson,68,294.1,38818,132,2013
T40,T40,Ángel Cabrera,73,294.0,42922,146,2013
T40,T40,Charley Hoffman,84,294.0,49394,168,2013
42,42,Billy Horschel,96,293.8,56406,192,2013
T43,T43,Lucas Glover,65,293.7,38183,130,2013
T43,T43,Josh Teater,86,293.7,48173,164,2013
45,45,Cameron Percy,68,293.6,38751,132,2013
T46,T46,Martin Laird,68,293.4,39903,136,2013
T46,T46,D.J. Trahan,48,293.4,26992,92,2013
48,48,James Hahn,78,293.3,43407,148,2013
49,49,Tiger Woods,61,293.2,35187,120,2013
T50,T50,Andres Romero,63,293.1,34588,118,2013
T50,T50,Rory Sabbatini,86,293.1,48064,164,2013
52,52,Kevin Chappell,80,292.9,46861,160,2013
53,53,Greg Owen,73,292.8,41575,142,2013
54,54,Erik Compton,74,292.7,43318,148,2013
55,55,Jeff Overton,78,292.4,45618,156,2013
56,56,Matt Jones,83,292.3,48223,165,2013
57,57,Brandt Jobe,62,292.1,33887,116,2013
58,58,Patrick Reed,83,292.0,48472,166,2013
59,59,Camilo Villegas,79,291.8,43763,150,2013
60,60,Nicholas Thompson,99,291.6,57738,198,2013
61,61,Derek Ernst,58,291.5,33813,116,2013
62,62,Ryo Ishikawa,72,291.3,40206,138,2013
63,63,Nick Watney,88,291.2,50093,172,2013
T64,T64,Tommy Gainey,84,291.0,48888,168,2013
T64,T64,Sergio Garcia,65,291.0,36666,126,2013
T66,T66,Henrik Stenson,65,290.9,37239,128,2013
T66,T66,Boo Weekley,100,290.9,58180,200,2013
68,68,Brendan Steele,86,290.7,47680,164,2013
69,69,Lee Westwood,70,290.3,39775,137,2013
70,70,Carl Pettersson,82,290.2,46429,160,2013
T71,T71,Pat Perez,69,290.1,40037,138,2013
T71,T71,Andrew Svoboda,46,290.1,25532,88,2013
T73,T73,Stewart Cink,71,290.0,41178,142,2013
T73,T73,Hunter Mahan,91,290.0,49004,169,2013
T75,T75,Kevin Stadler,83,289.8,45781,158,2013
T75,T75,Vaughn Taylor,50,289.8,26663,92,2013
77,77,Ernie Els,63,289.6,35916,124,2013
T78,T78,Scott Brown,65,289.5,37635,130,2013
T78,T78,Fabián Gómez,65,289.5,37637,130,2013
T80,T80,Ricky Barnes,74,289.4,40510,140,2013
T80,T80,Jordan Spieth,82,289.4,47466,164,2013
82,82,John Senden,79,289.3,45127,156,2013
T83,T83,Russell Henley,80,289.0,45082,156,2013
T83,T83,Chris Kirk,89,289.0,51441,178,2013
85,85,Chad Campbell,78,288.9,43914,152,2013
86,86,Aaron Baddeley,68,288.5,38086,132,2013
T87,T87,Scott Gardiner,61,288.4,34037,118,2013
T87,T87,Martin Kaymer,61,288.4,33457,116,2013
89,89,Padraig Harrington,52,288.3,28253,98,2013
90,90,Bill Haas,85,288.2,48412,168,2013
T91,T91,Matt Every,89,288.1,51278,178,2013
T91,T91,Vijay Singh,61,288.1,35154,122,2013
93,93,Phil Mickelson,78,287.9,44907,156,2013
T94,T94,Bud Cauley,67,287.5,36225,126,2013
T94,T94,Brian Harman,89,287.5,48873,170,2013
T94,T94,Kevin Streelman,86,287.5,49445,172,2013
97,97,Freddie Jacobson,63,287.3,34471,120,2013
T98,T98,Robert Karlsson,56,287.2,29865,104,2013
T98,T98,Cameron Tringale,80,287.2,45950,160,2013
100,100,James Driscoll,76,287.1,41348,144,2013
101,101,Y.E. Yang,56,286.7,31828,111,2013
102,102,Marc Leishman,77,286.6,43846,153,2013
103,103,Rickie Fowler,75,286.4,42106,147,2013
T104,T104,Brendon de Jonge,110,286.3,62976,220,2013
T104,T104,Tom Gillis,69,286.3,37217,130,2013
106,106,George McNeill,68,286.0,38893,136,2013
T107,T107,Jason Dufner,78,285.9,44026,154,2013
T107,T107,Bo Van Pelt,72,285.9,39743,139,2013
109,109,David Lingmerth,68,285.8,38875,136,2013
110,110,Daniel Summerhays,83,285.7,47421,166,2013
111,111,Webb Simpson,92,285.4,49937,175,2013
T112,T112,Sangmoon Bae,83,285.3,47365,166,2013
T112,T112,Michael Bradley,56,285.3,29670,104,2013
114,114,Geoff Ogilvy,57,285.1,32496,114,2013
115,115,Bob Estes,66,285.0,37624,132,2013
T116,T116,Robert Allenby,58,284.9,31910,112,2013
T116,T116,Will Claxton,67,284.9,35893,126,2013
T116,T116,Matt Kuchar,93,284.9,49573,174,2013
T119,T119,Stuart Appleby,88,284.7,47834,168,2013
T119,T119,J.J. Henry,83,284.7,45843,161,2013
121,121,Alistair Presnell,59,284.6,32446,114,2013
122,122,John Merrick,79,284.3,44918,158,2013
123,123,Jonas Blixt,76,283.7,42837,151,2013
T124,T124,Tim Herron,45,283.6,25523,90,2013
T124,T124,Trevor Immelman,73,283.6,39143,138,2013
T124,T124,Steve Stricker,51,283.6,26658,94,2013
127,127,Luke Guthrie,82,283.5,46490,164,2013
128,128,Chez Reavie,72,282.8,40721,144,2013
129,129,Rod Pampling,46,282.6,23736,84,2013
T130,T130,Roberto Castro,97,282.3,54478,193,2013
T130,T130,Ryan Moore,72,282.3,40093,142,2013
132,132,Charlie Wi,75,282.1,40061,142,2013
133,133,John Huh,88,282.0,48792,173,2013
T134,T134,William McGirt,75,281.8,42266,150,2013
T134,T134,Brian Stuard,78,281.8,41704,148,2013
136,136,Ian Poulter,59,281.7,29859,106,2013
137,137,Brandt Snedeker,79,281.3,44440,158,2013
138,138,D.A. Points,87,281.1,48905,174,2013
139,139,Ben Crane,62,281.0,32592,116,2013
140,140,D.H. Lee,65,280.9,36522,130,2013
141,141,Stephen Ames,49,280.7,27511,98,2013
142,142,David Mathis,71,280.6,37598,134,2013
143,143,Casey Wittenberg,72,280.5,39275,140,2013
144,144,"Ted Potter, Jr.",65,280.3,34194,122,2013
145,145,Doug LaBelle II,72,280.1,39215,140,2013
146,146,Justin Hicks,79,280.0,42003,150,2013
147,147,David Hearn,88,279.7,49231,176,2013
148,148,Michael Thompson,66,279.4,36878,132,2013
T149,T149,Justin Bolli,59,279.1,30706,110,2013
T149,T149,Richard Lee,81,279.1,42975,154,2013
151,151,Ben Kohles,75,279.0,39615,142,2013
152,152,Scott Langley,79,278.9,41834,150,2013
T153,T153,Brian Davis,91,278.8,50734,182,2013
T153,T153,Zach Johnson,84,278.8,46275,166,2013
155,155,Johnson Wagner,64,278.6,33436,120,2013
156,156,K.J. Choi,85,278.3,46748,168,2013
157,157,Luke Donald,60,278.1,32262,116,2013
158,158,Mark Wilson,56,278.0,28911,104,2013
159,159,David Lynn,70,277.9,38077,137,2013
160,160,Jeff Maggert,63,277.6,34980,126,2013
161,161,Graeme McDowell,53,277.5,26916,97,2013
162,162,David Toms,49,277.4,24133,87,2013
163,163,Aaron Watkins,46,277.1,24388,88,2013
164,164,Chris Stroud,88,277.0,48753,176,2013
165,165,Greg Chalmers,77,276.8,40414,146,2013
T166,T166,Jason Bohn,70,276.3,38680,140,2013
T166,T166,Justin Leonard,86,276.3,47520,172,2013
168,168,Lee Williams,62,275.6,33068,120,2013
169,169,Jim Furyk,80,275.3,42952,156,2013
T170,T170,Ken Duke,87,275.1,47871,174,2013
T170,T170,Brian Gay,79,275.1,43193,157,2013
T170,T170,Darron Stiles,51,275.1,26964,98,2013
173,173,Ben Curtis,59,274.9,31333,114,2013
174,174,Dicky Pride,71,274.8,36825,134,2013
175,175,Tim Clark,64,273.9,33143,121,2013
176,176,Bryce Molder,82,273.8,43801,160,2013
T177,T177,Jerry Kelly,75,273.2,40984,150,2013
T177,T177,Jin Park,52,273.2,27321,100,2013
179,179,Colt Knost,69,271.7,35317,130,2013
180,180,Mike Weir,60,270.5,31380,116,2013
1,1,Bubba Watson,76,314.3,40863,130,2014
2,2,Dustin Johnson,58,311.0,32970,106,2014
3,3,Rory McIlroy,66,310.5,37261,120,2014
T4,T4,J.B. Holmes,86,308.0,52979,172,2014
T4,T4,Andrew Loupe,65,308.0,37576,122,2014
6,6,Brooks Koepka,56,307.0,34389,112,2014
7,7,Robert Garrigus,80,306.1,48974,160,2014
8,8,Jhonattan Vegas,77,304.8,45726,150,2014
T9,T9,Charles Howell III,106,304.1,62028,204,2014
T9,T9,Gary Woodland,93,304.1,53218,175,2014
11,11,Charlie Beljan,76,303.8,43741,144,2014
12,12,Ángel Cabrera,69,303.7,41915,138,2014
13,13,Adam Scott,68,303.5,41275,136,2014
T14,T14,Graham DeLaet,80,303.4,42781,141,2014
T14,T14,Jason Kokrak,65,303.4,39447,130,2014
16,16,Jamie Lovemark,64,302.4,36292,120,2014
17,17,Keegan Bradley,89,302.2,48344,160,2014
18,18,Jason Day,54,301.2,28914,96,2014
19,19,Jimmy Walker,98,301.0,52978,176,2014
20,20,Lucas Glover,68,300.6,37276,124,2014
T21,T21,Sean O'Hair,77,300.5,46271,154,2014
T21,T21,Louis Oosthuizen,50,300.5,25240,84,2014
T23,T23,Ryan Palmer,85,300.4,48665,162,2014
T23,T23,Scott Stallings,77,300.4,43257,144,2014
25,25,Robert Streb,75,300.0,42598,142,2014
T26,T26,Harris English,95,299.2,52660,176,2014
T26,T26,Charley Hoffman,93,299.2,53254,178,2014
28,28,Brendan Steele,89,298.9,48417,162,2014
29,29,Steven Bowditch,93,298.1,55447,186,2014
30,30,Charl Schwartzel,64,297.8,36930,124,2014
31,31,Shawn Stefani,60,297.7,35723,120,2014
32,32,Marc Leishman,81,297.6,45239,152,2014
T33,T33,Rickie Fowler,91,297.5,45808,154,2014
T33,T33,Kyle Stanley,87,297.5,47008,158,2014
T33,T33,Hudson Swafford,75,297.5,42248,142,2014
36,36,Will Wilcox,51,297.3,29133,98,2014
37,37,Martin Laird,66,297.2,34477,116,2014
38,38,Derek Ernst,80,297.0,42770,144,2014
39,39,Troy Matteson,62,296.7,34422,116,2014
40,40,Seung-Yul Noh,92,296.5,54555,184,2014
T41,T41,Matt Jones,83,296.3,46823,158,2014
T41,T41,Davis Love III,74,296.3,42664,144,2014
43,43,Kevin Chappell,100,296.2,54493,184,2014
44,44,Martin Flores,85,296.0,47957,162,2014
T45,T45,Hunter Mahan,88,295.8,50294,170,2014
T45,T45,Nick Watney,80,295.8,39636,134,2014
47,47,Carl Pettersson,91,295.5,53784,182,2014
48,48,Morgan Hoffmann,103,295.4,58486,198,2014
49,49,Justin Rose,70,295.1,37779,128,2014
50,50,Martin Kaymer,65,294.9,35391,120,2014
51,51,Hideki Matsuyama,82,294.8,44217,150,2014
52,52,Jim Herman,62,294.7,34181,116,2014
T53,T53,Andres Romero,81,294.6,45363,154,2014
T53,T53,Josh Teater,90,294.6,49496,168,2014
55,55,Kevin Tway,64,294.5,35342,120,2014
56,56,Brad Fritsch,50,294.4,28267,96,2014
57,57,Sergio Garcia,61,294.3,29425,100,2014
58,58,Rory Sabbatini,82,294.2,43537,148,2014
59,59,Tommy Gainey,73,294.0,40569,138,2014
60,60,Aaron Baddeley,74,293.8,39950,136,2014
T61,T61,Stewart Cink,91,293.7,51111,174,2014
T61,T61,Russell Henley,92,293.7,51688,176,2014
63,63,Bud Cauley,56,293.4,32856,112,2014
64,64,Henrik Stenson,56,293.2,29322,100,2014
T65,T65,Paul Casey,56,293.0,30475,104,2014
T65,T65,Michael Putnam,106,293.0,59769,204,2014
T65,T65,Wes Roach,67,293.0,36919,126,2014
T68,T68,Geoff Ogilvy,84,292.5,46799,160,2014
T68,T68,Camilo Villegas,95,292.5,53231,182,2014
70,70,Phil Mickelson,71,292.4,36840,126,2014
T71,T71,Patrick Reed,92,292.3,50267,172,2014
T71,T71,Lee Westwood,57,292.3,30397,104,2014
73,73,Bill Haas,107,291.9,56626,194,2014
74,74,Trevor Immelman,84,291.8,46685,160,2014
75,75,Ben Martin,80,291.7,46668,160,2014
T76,T76,Billy Horschel,92,291.6,47828,164,2014
T76,T76,Kevin Stadler,90,291.6,49281,169,2014
78,78,Bo Van Pelt,83,291.3,43695,150,2014
79,79,Ernie Els,85,291.2,41354,142,2014
T80,T80,Ryo Ishikawa,75,291.0,41328,142,2014
T80,T80,Chris Kirk,105,291.0,58203,200,2014
T82,T82,Ricky Barnes,92,290.7,51170,176,2014
T82,T82,J.J. Henry,91,290.7,50590,174,2014
T84,T84,Chesson Hadley,84,290.6,48814,168,2014
T84,T84,Will MacKenzie,82,290.6,47666,164,2014
86,86,John Rollins,84,290.1,44101,152,2014
87,87,Tyrone Van Aswegen,79,290.0,45234,156,2014
88,88,David Lingmerth,80,289.8,41729,144,2014
T89,T89,Vijay Singh,83,289.7,48093,166,2014
T89,T89,Jordan Spieth,102,289.7,54470,188,2014
91,91,James Hahn,82,289.6,46337,160,2014
92,92,Brice Garnett,92,289.3,50915,176,2014
93,93,Michael Thompson,74,289.2,38172,132,2014
94,94,Brian Harman,111,289.0,64149,222,2014
95,95,John Senden,99,288.9,57207,198,2014
96,96,Retief Goosen,94,288.8,49665,172,2014
97,97,Kevin Streelman,79,288.6,40121,139,2014
T98,T98,Sangmoon Bae,76,288.5,41549,144,2014
T98,T98,Webb Simpson,87,288.5,48462,168,2014
100,100,Boo Weekley,73,288.3,36614,127,2014
101,101,Jim Renner,61,288.2,34013,118,2014
T102,T102,Jonathan Byrd,76,288.1,41481,144,2014
T102,T102,Gonzalo Fernandez-Castaño,83,288.1,44938,156,2014
T102,T102,John Peterson,62,288.1,34574,120,2014
T102,T102,Ian Poulter,57,288.1,29963,104,2014
106,106,Brendon de Jonge,109,287.9,59893,208,2014
T107,T107,Chad Campbell,57,287.8,30510,106,2014
T107,T107,Kevin Kisner,85,287.8,48933,170,2014
109,109,Luke Guthrie,85,287.6,48889,170,2014
110,110,Jeff Overton,80,287.5,41396,144,2014
111,111,Andrew Svoboda,77,287.4,44261,154,2014
112,112,Scott Brown,100,287.2,55140,192,2014
113,113,Johnson Wagner,69,287.1,37322,130,2014
114,114,Nicholas Thompson,85,287.0,44203,154,2014
115,115,Pat Perez,84,286.4,48114,168,2014
116,116,Matt Every,85,286.3,46373,162,2014
T117,T117,Jonas Blixt,64,286.1,30899,108,2014
T117,T117,George McNeill,79,286.1,45200,158,2014
119,119,Chris Stroud,88,285.8,48020,168,2014
120,120,Russell Knox,92,285.7,52566,184,2014
121,121,Brandt Snedeker,89,285.6,47126,165,2014
T122,T122,Jason Dufner,57,285.3,28526,100,2014
T122,T122,John Merrick,87,285.3,42797,150,2014
124,124,Troy Merritt,62,285.2,35359,124,2014
T125,T125,Justin Hicks,103,285.1,56456,198,2014
T125,T125,Richard Lee,80,285.1,42188,148,2014
T127,T127,Robert Allenby,83,284.9,46157,162,2014
T127,T127,Bronson La'Cassie,51,284.9,26779,94,2014
129,129,Ryan Moore,86,284.7,43280,152,2014
130,130,Freddie Jacobson,91,284.6,51797,182,2014
131,131,D.A. Points,75,284.5,36982,130,2014
T132,T132,James Driscoll,71,284.2,40353,142,2014
T132,T132,Danny Lee,84,284.2,45471,160,2014
T134,T134,Roberto Castro,76,283.9,39746,140,2014
T134,T134,John Huh,87,283.9,44849,158,2014
136,136,Matt Kuchar,91,283.8,49943,176,2014
137,137,Brian Stuard,91,283.4,49310,174,2014
138,138,Erik Compton,88,283.3,49864,176,2014
139,139,Cameron Tringale,111,282.9,60534,214,2014
140,140,Tim Wilkinson,86,282.4,46321,164,2014
T141,T141,Zach Johnson,97,282.2,54182,192,2014
T141,T141,Daniel Summerhays,98,282.2,53054,188,2014
143,143,Y.E. Yang,79,281.9,43973,156,2014
144,144,Briny Baird,50,281.6,28159,100,2014
145,145,Scott Langley,95,281.3,52320,186,2014
146,146,Charlie Wi,72,281.0,39335,140,2014
147,147,Greg Chalmers,85,280.7,45469,162,2014
T148,T148,Kevin Na,94,280.3,52700,188,2014
T148,T148,Brendon Todd,108,280.3,60260,215,2014
150,150,Spencer Levin,59,280.1,33051,118,2014
151,151,Jason Bohn,81,280.0,45363,162,2014
152,152,K.J. Choi,80,279.8,42535,152,2014
153,153,Mark Wilson,69,279.6,36346,130,2014
154,154,Ben Curtis,77,279.5,40811,146,2014
155,155,Jim Furyk,84,279.3,44681,160,2014
156,156,David Hearn,97,279.1,51918,186,2014
157,157,Ben Crane,81,279.0,45204,162,2014
158,158,Bryce Molder,77,278.7,38458,138,2014
159,159,Stuart Appleby,92,278.6,50148,180,2014
T160,T160,Woody Austin,63,278.5,32861,118,2014
T160,T160,William McGirt,96,278.5,53472,192,2014
162,162,"Ted Potter, Jr.",68,278.4,37864,136,2014
163,163,Brian Davis,93,278.2,49511,178,2014
164,164,Luke Donald,57,278.1,28926,104,2014
165,165,Graeme McDowell,66,278.0,32253,116,2014
166,166,Heath Slocum,71,277.8,38340,138,2014
167,167,Jerry Kelly,80,277.5,42183,152,2014
168,168,Billy Hurley III,86,276.7,47597,172,2014
169,169,Jeff Maggert,54,276.6,29877,108,2014
170,170,D.H. Lee,54,276.2,27616,100,2014
171,171,Ken Duke,80,275.5,40775,148,2014
172,172,Chad Collins,78,275.4,40764,148,2014
173,173,David Toms,64,275.1,34110,124,2014
174,174,Tim Clark,75,272.2,38655,142,2014
175,175,Brian Gay,81,271.6,38570,142,2014
176,176,Mike Weir,69,271.2,35252,130,2014
177,177,Justin Leonard,75,270.3,40539,150,2014
1,1,Dustin Johnson,75,317.7,45109,142,2015
2,2,Bubba Watson,71,315.2,40351,128,2015
3,3,Jason Day,75,313.7,45166,144,2015
4,4,Adam Scott,51,311.6,27425,88,2015
5,5,J.B. Holmes,89,309.9,47731,154,2015
6,6,Charlie Beljan,76,309.8,41516,134,2015
7,7,Tony Finau,106,309.0,64897,210,2015
8,8,Brooks Koepka,84,308.2,49312,160,2015
9,9,Patrick Rodgers,57,307.7,31997,104,2015
10,10,Keegan Bradley,87,306.1,48362,158,2015
11,11,Jason Kokrak,88,305.6,53789,176,2015
12,12,Gary Woodland,81,305.5,39709,130,2015
13,13,Ryan Palmer,80,305.2,43955,144,2015
14,14,Justin Rose,69,303.5,37636,124,2015
15,15,Justin Thomas,106,303.2,63667,210,2015
16,16,Brendan Steele,88,302.9,50277,166,2015
17,17,Charles Howell III,105,302.7,62968,208,2015
T18,T18,Daniel Berger,97,302.1,58001,192,2015
T18,T18,Steven Bowditch,103,302.1,59213,196,2015
20,20,Robert Garrigus,70,301.7,39218,130,2015
21,21,Jimmy Walker,89,301.6,48854,162,2015
T22,T22,Martin Laird,77,300.5,45672,152,2015
T22,T22,Phil Mickelson,70,300.5,42068,140,2015
24,24,Charl Schwartzel,67,300.4,32438,108,2015
T25,T25,Sergio Garcia,59,300.0,28802,96,2015
T25,T25,Lee Westwood,56,300.0,26404,88,2015
27,27,Jhonattan Vegas,90,299.9,48585,162,2015
28,28,Ángel Cabrera,53,299.7,31763,106,2015
T29,T29,Charley Hoffman,97,298.9,55596,186,2015
T29,T29,Hudson Swafford,97,298.9,56192,188,2015
31,31,Louis Oosthuizen,68,298.8,35261,118,2015
32,32,Graham DeLaet,65,298.7,38236,128,2015
T33,T33,Harris English,105,298.4,60286,202,2015
T33,T33,Carlos Ortiz,100,298.4,54309,182,2015
35,35,Paul Casey,87,297.8,46450,156,2015
T36,T36,Russell Henley,87,297.1,46941,158,2015
T36,T36,Robert Streb,110,297.1,65357,220,2015
38,38,Lucas Glover,79,296.9,46911,158,2015
T39,T39,Martin Flores,95,296.8,53430,180,2015
T39,T39,Rickie Fowler,76,296.8,40367,136,2015
41,41,Scott Piercy,90,296.7,53410,180,2015
42,42,Will Wilcox,58,296.6,29064,98,2015
43,43,Henrik Stenson,63,296.4,33202,112,2015
44,44,Shawn Stefani,94,296.3,55704,188,2015
45,45,Morgan Hoffmann,85,296.1,47382,160,2015
46,46,Matt Jones,89,296.0,45585,154,2015
T47,T47,Sean O'Hair,86,295.3,50792,172,2015
T47,T47,Andres Romero,69,295.3,38683,131,2015
49,49,Alex Prugh,84,295.2,46642,158,2015
T50,T50,Derek Ernst,75,295.1,41308,140,2015
T50,T50,James Hahn,94,295.1,52523,178,2015
T50,T50,Hunter Mahan,88,295.1,46626,158,2015
53,53,Billy Horschel,99,295.0,51924,176,2015
54,54,Jamie Donaldson,50,294.9,25363,86,2015
55,55,Marc Leishman,74,294.8,35962,122,2015
56,56,Davis Love III,51,294.7,27703,94,2015
T57,T57,Andres Gonzales,90,294.5,50069,170,2015
T57,T57,Hideki Matsuyama,95,294.5,48885,166,2015
59,59,Max Homa,78,294.2,42957,146,2015
60,60,Aaron Baddeley,76,294.1,42941,146,2015
61,61,Nick Watney,91,294.0,52919,180,2015
T62,T62,Jim Herman,88,293.8,51121,174,2015
T62,T62,Greg Owen,58,293.8,33492,114,2015
64,64,Geoff Ogilvy,50,293.7,27608,94,2015
T65,T65,Stewart Cink,77,293.6,42869,146,2015
T65,T65,Roger Sloan,56,293.6,29946,102,2015
67,67,Kevin Chappell,86,293.5,48133,164,2015
68,68,Sam Saunders,83,293.2,47492,162,2015
69,69,Patrick Reed,103,292.9,53893,184,2015
70,70,Seung-Yul Noh,65,292.7,35705,122,2015
71,71,Retief Goosen,81,292.6,42725,146,2015
T72,T72,J.J. Henry,94,292.3,52035,178,2015
T72,T72,Nick Taylor,91,292.3,53198,182,2015
T74,T74,Tom Hoge,83,292.2,45576,156,2015
T74,T74,Camilo Villegas,83,292.2,48512,166,2015
76,76,Boo Weekley,79,292.0,43223,148,2015
77,77,Byron Smith,59,291.9,31521,108,2015
T78,T78,Jordan Spieth,91,291.8,48431,166,2015
T78,T78,Scott Stallings,60,291.8,30351,104,2015
80,80,Ernie Els,57,291.7,30925,106,2015
81,81,Carl Pettersson,106,291.6,61245,210,2015
T82,T82,Bill Haas,89,290.7,47675,164,2015
T82,T82,Chesson Hadley,101,290.7,56398,194,2015
T82,T82,Johnson Wagner,68,290.7,38958,134,2015
85,85,Vijay Singh,78,290.6,44760,154,2015
86,86,Padraig Harrington,60,290.5,34857,120,2015
87,87,Jason Gore,76,290.4,41522,143,2015
88,88,Scott Pinckney,88,290.3,50510,174,2015
89,89,John Senden,80,290.2,38303,132,2015
T90,T90,Cameron Percy,72,290.0,40016,138,2015
T90,T90,Rory Sabbatini,81,290.0,44074,152,2015
92,92,Sangmoon Bae,98,289.8,53911,186,2015
T93,T93,Oscar Fraustro,58,289.5,30691,106,2015
T93,T93,David Lingmerth,90,289.5,49223,170,2015
T93,T93,Kevin Streelman,95,289.5,48052,166,2015
T93,T93,Bo Van Pelt,81,289.5,45159,156,2015
97,97,Webb Simpson,81,289.4,45146,156,2015
T98,T98,Gonzalo Fernandez-Castaño,81,289.3,43974,152,2015
T98,T98,Michael Thompson,83,289.3,46280,160,2015
100,100,Ryo Ishikawa,90,289.2,48578,168,2015
T101,T101,Derek Fathauer,81,288.8,43903,152,2015
